contest_name,audit_reason,random_audit_status,winners_allowed,ballot_card_count,contest_ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,zero_discrepancy_count,one_vote_under_count,two_vote_under_count,disagreement_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
Delta County Coroner - DEM,opportunistic_benefits,not_auditable,1,9806,3347,"""Jill Deneau""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Delta County Coroner - REP,opportunistic_benefits,not_auditable,1,9806,6437,"""Lance B. Boren""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Delta County Sheriff - DEM,opportunistic_benefits,not_auditable,1,9806,3347,"""Demitri Stelter""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Delta County Sheriff - REP,opportunistic_benefits,ended,1,9806,6437,"""Quinn Archibeque""",3403,0.03000000,0,0,0,0,0,0,0,1.03905000,0,21,21
Delta County Treasurer - REP,opportunistic_benefits,not_auditable,1,9806,6437,"""Brittany Kuhn""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Dolores County Commissioner District 1 - REP,opportunistic_benefits,not_auditable,1,693,538,"""Jerry Baxter""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Dolores County Coroner - REP,opportunistic_benefits,not_auditable,1,693,538,"""Aaron Hankins""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Dolores County Sheriff - REP,opportunistic_benefits,not_auditable,1,693,538,"""Krista M Schear""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Dolores County Treasurer - REP,opportunistic_benefits,not_auditable,1,693,538,"""Taylor L. Funk""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Douglas County Assessor (DEM),opportunistic_benefits,not_auditable,1,104759,52330,"""Kara Garr""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Douglas County Assessor (REP),opportunistic_benefits,not_auditable,1,104759,52152,"""Toby Damisch""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Douglas County Clerk and Recorder (DEM),opportunistic_benefits,not_auditable,1,104759,52330,"""Jim Oehler""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Douglas County Clerk and Recorder (REP),opportunistic_benefits,not_auditable,1,104759,52152,"""Sheri Davis""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Douglas County Commissioner - District 1 (DEM),opportunistic_benefits,not_auditable,1,104759,52330,"""Irene Bonham""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Douglas County Commissioner - District 1 (REP),county_wide_contest,risk_limit_achieved,1,104759,52152,"""Jake Bockenfeld""",5719,0.03000000,135,0,0,0,0,0,0,1.03905000,0,134,134
Douglas County Coroner (REP),opportunistic_benefits,not_auditable,1,104759,52152,"""Raeann Brown""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Douglas County Sheriff (REP),opportunistic_benefits,not_auditable,1,104759,52152,"""Darren M. Weekly""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Douglas County Surveyor (REP),opportunistic_benefits,not_auditable,1,104759,52152,"""Darrell E. Roberts""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Douglas County Treasurer (DEM),opportunistic_benefits,not_auditable,1,104759,52330,"""Dan Smith""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Douglas County Treasurer (REP),opportunistic_benefits,ended,1,104759,52152,"""Tim Dietz""",10723,0.03000000,0,0,0,0,0,0,0,1.03905000,0,72,72
Eagle County Assessor - DEM,opportunistic_benefits,not_auditable,1,10412,7550,"""Andie Noakes""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Eagle County Assessor - REP,opportunistic_benefits,not_auditable,1,10412,2846,"""Christopher Buono""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Eagle County Commissioner - District 3 - DEM,opportunistic_benefits,not_auditable,1,10412,7550,"""Kathleen Brendza""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Eagle County Commissioner - District 3 - REP,opportunistic_benefits,not_auditable,1,10412,2846,"""Wendy Sacks""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Eagle County Coroner - DEM,opportunistic_benefits,not_auditable,1,10412,7550,"""Claire Noble""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Eagle County Coroner - REP,opportunistic_benefits,not_auditable,1,10412,2846,"""Christian ""Chris"" Ryan""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Eagle County Sheriff - DEM,county_wide_contest,risk_limit_achieved,1,10412,7550,"""Rebecca Anderson""",1162,0.03000000,67,0,0,0,0,0,0,1.03905000,0,66,66
Eagle County Sheriff - REP,opportunistic_benefits,not_auditable,1,10412,2846,"""James Van Beek""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Eagle County Treasurer - DEM,opportunistic_benefits,not_auditable,1,10412,7550,"""Teak Simonton""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Elbert County Assessor (REP),opportunistic_benefits,not_auditable,1,9919,7492,"""Susan Murphy""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Elbert County Clerk and Recorder (REP),opportunistic_benefits,not_auditable,1,9919,7492,"""Rhonda Braun""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Elbert County Commissioner - District 2 (REP),opportunistic_benefits,ended,1,9919,7492,"""Ken Madsen""",2911,0.03000000,0,0,0,0,0,0,0,1.03905000,0,25,25
Elbert County Coroner (DEM),opportunistic_benefits,not_auditable,1,9919,2396,"""Edmond Charles Hauser""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Elbert County Coroner (REP),opportunistic_benefits,not_auditable,1,9919,7492,"""Todd Pederson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Elbert County Sheriff (REP),opportunistic_benefits,not_auditable,1,9919,7492,"""Timothy D. Norton""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Elbert County Surveyor (REP),opportunistic_benefits,not_auditable,1,9919,7492,"""Karl Szyszkoski""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Elbert County Treasurer (REP),opportunistic_benefits,not_auditable,1,9919,7492,"""Sheryl (Sherry) Hewlett""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
El Paso County Assessor - DEM,opportunistic_benefits,not_auditable,1,165793,77812,"""David 'Muka' Traenkle""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
El Paso County Assessor - REP,opportunistic_benefits,ended,1,165793,87386,"""Becky Fuller""",38385,0.03000000,0,0,0,0,0,0,0,1.03905000,0,32,32
El Paso County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,165793,77812,"""Tracie Woods""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
El Paso County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,165793,87386,"""Steve Schleiker""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
El Paso County Commissioner - District 1 - DEM,opportunistic_benefits,not_auditable,1,165793,16257,"""Gavin Rainey""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
El Paso County Commissioner - District 1 - REP,county_wide_contest,risk_limit_achieved,1,165793,26271,"""Ryan Graham""",6357,0.03000000,192,0,0,0,0,0,0,1.03905000,0,191,191
El Paso County Commissioner - District 5 - DEM,county_wide_contest,risk_limit_achieved,1,165793,13440,"""Yolanda L. Avila""",4975,0.03000000,244,0,0,0,0,0,0,1.03905000,0,243,243
El Paso County Commissioner - District 5 - REP,opportunistic_benefits,ended,1,165793,10355,"""Lauren Nelson""",2455,0.03000000,0,0,0,0,0,0,0,1.03905000,0,493,493
El Paso County Coroner - REP,opportunistic_benefits,not_auditable,1,165793,87386,"""Emily Russell-Kinsley""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
El Paso County Sheriff - DEM,opportunistic_benefits,not_auditable,1,165793,77812,"""Mateo Montoya-Collis""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
El Paso County Sheriff - REP,opportunistic_benefits,not_auditable,1,165793,87386,"""Joe Roybal""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
El Paso County Treasurer - REP,opportunistic_benefits,not_auditable,1,165793,87386,"""Chuck Broerman""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Fremont County Assessor - REP,opportunistic_benefits,not_auditable,1,13174,8981,"""Stacey Seifert""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Fremont County Board of County Commissioners - District 2 - REP,opportunistic_benefits,not_auditable,1,13174,8981,"""Gregory Carlson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Fremont County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,13174,8981,"""Justin D Grantham""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Fremont County Coroner - REP,opportunistic_benefits,not_auditable,1,13174,8981,"""Randy V. Keller""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Fremont County Sheriff - REP,opportunistic_benefits,ended,1,13174,8981,"""Greg Owen""",2453,0.03000000,0,0,0,0,0,0,0,1.03905000,0,40,40
Fremont County Treasurer - REP,opportunistic_benefits,not_auditable,1,13174,8981,"""Kathy Elliot""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Garfield County Assessor (REP),opportunistic_benefits,not_auditable,1,14398,7557,"""Jim Yellico""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Garfield County Sheriff (REP),opportunistic_benefits,ended,1,14398,7557,"""Brent Baker""",2602,0.03000000,0,0,0,0,0,0,0,1.03905000,0,41,41
Garfield County Treasurer (REP),opportunistic_benefits,not_auditable,1,14398,7557,"""Carrie Couey""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Gilpin County Assessor (REP),opportunistic_benefits,not_auditable,1,1888,688,"""Kathleen Balfour""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Gilpin County Sheriff (REP),opportunistic_benefits,not_auditable,1,1888,688,"""Zach Meyer""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Gilpin County Treasurer (REP),opportunistic_benefits,not_auditable,1,1888,688,"""Brenda Diehl""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Governor - DEM,opportunistic_benefits,in_progress,1,1187954,766200,"""Phil Weiser""",106670,0.03000000,0,0,0,0,0,0,0,1.03905000,0,82,82
Governor - DEM (Bent),county_wide_contest,risk_limit_achieved,1,1087,332,"""Michael Bennet""",148,0.03000000,55,0,0,0,0,0,0,1.03905000,0,54,54
Governor - DEM (Conejos),county_wide_contest,risk_limit_achieved,1,2489,1164,"""Michael Bennet""",310,0.03000000,60,0,0,0,0,0,0,1.03905000,0,59,59
Governor - DEM (Douglas),county_wide_contest,risk_limit_achieved,1,104759,52334,"""Phil Weiser""",3358,0.03000000,229,0,0,0,0,0,0,1.03905000,0,228,228
Governor - DEM (Huerfano),county_wide_contest,risk_limit_achieved,1,2315,1263,"""Michael Bennet""",236,0.03000000,73,0,0,0,0,0,0,1.03905000,0,72,72
Governor - DEM (Larimer),county_wide_contest,risk_limit_achieved,1,99236,64670,"""Phil Weiser""",9873,0.03000000,75,0,0,0,0,0,0,1.03905000,0,74,74
Governor - DEM (Mesa),county_wide_contest,risk_limit_achieved,1,44177,17072,"""Phil Weiser""",2995,0.03000000,109,0,0,0,0,0,0,1.03905000,0,108,108
Governor - DEM (Ouray),county_wide_contest,risk_limit_achieved,1,2030,1299,"""Phil Weiser""",127,0.03000000,118,0,0,0,0,0,0,1.03905000,0,117,117
Governor - REP,opportunistic_benefits,in_progress,1,1060174,440127,"""Victor Marx""",6310,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1225,1225
Governor - REP (Cheyenne),county_wide_contest,risk_limit_achieved,1,609,559,"""Barb Kirkmeyer""",73,0.03000000,62,0,0,0,0,0,0,1.03905000,0,61,61
Governor - REP (Crowley),county_wide_contest,risk_limit_achieved,1,895,660,"""Victor Marx""",204,0.03000000,33,0,0,0,0,0,0,1.03905000,0,32,32
Governor - REP (Delta),county_wide_contest,risk_limit_achieved,1,9806,6437,"""Victor Marx""",1676,0.03000000,44,0,0,0,0,0,0,1.03905000,0,43,43
Governor - REP (Denver),county_wide_contest,risk_limit_achieved,1,178068,18270,"""Barb Kirkmeyer""",3611,0.03000000,361,0,0,0,0,0,0,1.03905000,0,360,360
Governor - REP (Dolores),county_wide_contest,risk_limit_achieved,1,693,538,"""Victor Marx""",68,0.03000000,76,0,0,0,0,0,0,1.03905000,0,75,75
Governor - REP (Jefferson),county_wide_contest,risk_limit_achieved,1,169345,53705,"""Barb Kirkmeyer""",5149,0.03000000,241,0,0,0,0,0,0,1.03905000,0,240,240
Governor - REP (Montrose),county_wide_contest,risk_limit_achieved,1,12318,7831,"""Victor Marx""",1586,0.03000000,58,0,0,0,0,0,0,1.03905000,0,57,57
Governor - REP (Otero),county_wide_contest,risk_limit_achieved,1,4134,2508,"""Victor Marx""",596,0.03000000,52,0,0,0,0,0,0,1.03905000,0,51,51
Governor - REP (Teller),county_wide_contest,risk_limit_achieved,1,8005,5154,"""Victor Marx""",839,0.03000000,71,0,0,0,0,0,0,1.03905000,0,70,70
Governor - UNI,opportunistic_benefits,in_progress,1,1428106,279,"""Jeff Peckman""",20,0.03000000,0,0,0,0,0,0,0,1.03905000,0,520329,520329
Grand County Assessor (REP),opportunistic_benefits,not_auditable,1,4645,2204,"""Christine Murphy""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Grand County Coroner (REP),opportunistic_benefits,not_auditable,1,4645,2204,"""Tawnya Bailey""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Grand County Sheriff (REP),opportunistic_benefits,not_auditable,1,4645,2204,"""Brett D. Schroetlin""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Grand County Treasurer (REP),opportunistic_benefits,not_auditable,1,4645,2204,"""Marcy Wheatley""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Gunnison County Assessor - DEM,opportunistic_benefits,not_auditable,1,4558,3240,"""Alexandra Cohen""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Gunnison County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,4558,3240,"""Kathy Simillion""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Gunnison County Commissioner District 3 - DEM,opportunistic_benefits,not_auditable,1,4558,3240,"""Laura Puckett Daniels""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Gunnison County Coroner - DEM,opportunistic_benefits,not_auditable,1,4558,3240,"""Michael Barnes""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Hinsdale County Assessor - REP,opportunistic_benefits,not_auditable,1,295,198,"""Allison Waddington""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Hinsdale County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,295,198,"""Joan Roberts""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Hinsdale County Commissioner District 2 - REP,opportunistic_benefits,not_auditable,1,295,198,"""Kristine M Borchers""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Hinsdale County Sheriff - REP,opportunistic_benefits,not_auditable,1,295,198,"""Jordan Kaminski""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Hinsdale County Treasurer - REP,opportunistic_benefits,not_auditable,1,295,198,"""Lori Hanko""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Huerfano County Assessor - DEM,opportunistic_benefits,not_auditable,1,2315,1263,"""Elisha Meadows""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Huerfano County Commissioner - District 3 - REP,opportunistic_benefits,not_auditable,1,2315,1047,"""Karl Sporleder""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Huerfano County Sheriff - DEM,opportunistic_benefits,not_auditable,1,2315,1263,"""Bruce Newman""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Huerfano County Sheriff - REP,county_wide_contest,risk_limit_achieved,1,2315,1047,"""Jim Chamberlain""",406,0.03000000,43,0,0,0,0,0,0,1.03905000,0,42,42
Jackson County Assessor - REP,opportunistic_benefits,not_auditable,1,580,545,"""Cheryl Corkle""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jackson County Clerk and Recorder - REP,county_wide_contest,risk_limit_achieved,1,580,545,"""Jo McQueary""",84,0.03000000,52,0,0,0,0,0,0,1.03905000,0,51,51
Jackson County Commissioner 1 - REP,opportunistic_benefits,ended,1,580,545,"""John Lathrop""",207,0.03000000,0,0,0,0,0,0,0,1.03905000,0,21,21
Jackson County Coroner - REP,opportunistic_benefits,ended,1,580,545,"""George E. Crocket""",211,0.03000000,0,0,0,0,0,0,0,1.03905000,0,21,21
Jackson County Sheriff - REP,opportunistic_benefits,ended,1,580,545,"""Andy Collins""",5,0.03000000,0,0,0,0,0,0,0,1.03905000,0,846,846
Jackson County Surveyor - REP,opportunistic_benefits,not_auditable,1,580,545,"""Randall R. Miller""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jackson County Treasurer - REP,opportunistic_benefits,not_auditable,1,580,545,"""Ekho Wyatt""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Assessor - DEM,county_wide_contest,risk_limit_achieved,1,169345,115095,"""Andy Kerr""",9776,0.03000000,128,0,0,0,0,0,0,1.03905000,0,127,127
Jefferson County Assessor - REP,opportunistic_benefits,not_auditable,1,169345,53690,"""Vera King""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,169345,115095,"""Nicole Hensel""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,169345,53690,"""Paul Poston""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Commissioner - District 3 - DEM,opportunistic_benefits,not_auditable,1,169345,115095,"""Lisa A. Cutter""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Commissioner - District 3 - REP,opportunistic_benefits,not_auditable,1,169345,53690,"""Stephanie VandenBerg""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Coroner - DEM,opportunistic_benefits,not_auditable,1,169345,115095,"""Nick Lobello""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Coroner - REP,opportunistic_benefits,not_auditable,1,169345,53690,"""Allison Harmon""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Sheriff - DEM,opportunistic_benefits,not_auditable,1,169345,115095,"""Regina ""Reggie"" Marinelli""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Sheriff - REP,opportunistic_benefits,not_auditable,1,169345,53690,"""Weston Imer""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Surveyor - REP,opportunistic_benefits,not_auditable,1,169345,53690,"""Robert Hennessy""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Treasurer - DEM,opportunistic_benefits,not_auditable,1,169345,115095,"""Eric Proctor""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Jefferson County Treasurer - REP,opportunistic_benefits,not_auditable,1,169345,53690,"""Bob Szulczewski""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kiowa County Assessor - REP,opportunistic_benefits,not_auditable,1,511,465,"""Marci Miller""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kiowa County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,511,465,"""Adrienne Yates""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kiowa County Commissioner - District 2 - REP,opportunistic_benefits,not_auditable,1,511,465,"""Howard Robertson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kiowa County Coroner - REP,opportunistic_benefits,not_auditable,1,511,465,"""Jimmy Brown""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kiowa County Sheriff - REP,county_wide_contest,risk_limit_achieved,1,511,465,"""Bryan Williams""",139,0.03000000,28,0,0,0,0,0,0,1.03905000,0,27,27
Kiowa County Treasurer - REP,opportunistic_benefits,not_auditable,1,511,465,"""Diana Flory""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kit Carson County Assessor - DEM,opportunistic_benefits,not_auditable,1,1867,282,"""Abbey Mullis""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kit Carson County Assessor - REP,opportunistic_benefits,not_auditable,1,1867,1583,"""Alexandra Navarro""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kit Carson County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,1867,1583,"""Susan Corliss""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kit Carson County Commissioner - District 2 - REP,opportunistic_benefits,not_auditable,1,1867,1583,"""Cory Wall""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kit Carson County Coroner - REP,opportunistic_benefits,not_auditable,1,1867,1583,"""Randy B. Gorton""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kit Carson County Sheriff - REP,opportunistic_benefits,not_auditable,1,1867,1583,"""Travis Belden""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Kit Carson County Treasurer - REP,opportunistic_benefits,not_auditable,1,1867,1583,"""Pamela J. Mills""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Lake County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,1718,1200,"""Andy Higby""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Lake County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,1718,512,"""Tina Tekansik""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Lake County Commissioner District 1 - DEM,opportunistic_benefits,not_auditable,1,1718,1200,"""Nathan A Dye""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Lake County Commissioner District 1 - REP,opportunistic_benefits,not_auditable,1,1718,512,"""Matthew Main""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Lake County Coroner - DEM,county_wide_contest,risk_limit_achieved,1,1718,1200,"""Jeffery Edmonds""",386,0.03000000,34,0,0,0,0,0,0,1.03905000,0,33,33
Lake County Sheriff - REP,county_wide_contest,risk_limit_achieved,1,1718,512,"""Heath Speckman""",224,0.03000000,57,0,0,0,0,0,0,1.03905000,0,56,56
Lake County Treasurer - DEM,opportunistic_benefits,not_auditable,1,1718,1200,"""Padraic D. Smith""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
La Plata County Assessor - DEM,opportunistic_benefits,not_auditable,1,16146,10618,"""Carrie Woodson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
La Plata County Commissioner District 1 - DEM,opportunistic_benefits,not_auditable,1,16146,10618,"""Elizabeth Philbrick""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
La Plata County Coroner - DEM,opportunistic_benefits,not_auditable,1,16146,10618,"""Trever Nyx""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
La Plata County Coroner - REP,opportunistic_benefits,not_auditable,1,16146,5497,"""Cathy Lynn Seibel""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
La Plata County Sheriff - DEM,opportunistic_benefits,not_auditable,1,16146,10618,"""Sean Smith""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
La Plata County Surveyor - REP,opportunistic_benefits,not_auditable,1,16146,5497,"""Daryl Z Crites""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
La Plata County Treasurer - DEM,opportunistic_benefits,not_auditable,1,16146,10618,"""Miles Walsh""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Larimer County Assessor - DEM,opportunistic_benefits,not_auditable,1,99236,64649,"""Bob Overbeck""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Larimer County Assessor - REP,opportunistic_benefits,not_auditable,1,99236,34283,"""Patrick Edwards""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Larimer County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,99236,64649,"""Kenneth Forsythe""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Larimer County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,99236,34283,"""Tina Harris""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Larimer County Commissioner - District 1 - DEM,opportunistic_benefits,not_auditable,1,99236,64649,"""Shane Atkinson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Larimer County Commissioner - District 1 - REP,opportunistic_benefits,not_auditable,1,99236,34283,"""Marc Roberson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Larimer County Coroner - DEM,opportunistic_benefits,not_auditable,1,99236,64649,"""Stephen Hanks""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Larimer County Sheriff - REP,opportunistic_benefits,not_auditable,1,99236,34283,"""John J. Feyen""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Larimer County Surveyor - REP,opportunistic_benefits,not_auditable,1,99236,34283,"""Tom Donnelly""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Larimer County Treasurer - DEM,opportunistic_benefits,ended,1,99236,64649,"""Joann Ginal""",9500,0.03000000,0,0,0,0,0,0,0,1.03905000,0,77,77
Larimer County Treasurer - REP,opportunistic_benefits,not_auditable,1,99236,34283,"""Steve Olson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Las Animas County Assessor - REP,opportunistic_benefits,not_auditable,1,4007,1740,"""Jodi M. Amato""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Las Animas County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,4007,2255,"""Joseph Mestas""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Las Animas County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,4007,1740,"""Karrie L. Apple""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Las Animas County Commissioner District 3 - DEM,opportunistic_benefits,ended,1,4007,2255,"""Jim D Montoya""",7,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4172,4172
Las Animas County Commissioner District 3 - REP,opportunistic_benefits,not_auditable,1,4007,1740,"""Brad Doherty""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Las Animas County Coroner - DEM,opportunistic_benefits,not_auditable,1,4007,2255,"""Leigh Elliott-Lopez""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Las Animas County Coroner - REP,opportunistic_benefits,not_auditable,1,4007,1740,"""Dominic ""Junie"" Verquer""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
