CountyName,ContestName,ContestChoices
Alamosa,Alamosa County Commissioner - District 2 - DEM,Sherry Perdue
Alamosa,Alamosa County Assessor - DEM,"Adam Lauer,Jason Duncan"
Alamosa,Alamosa County Sheriff - DEM,Robert Jackson
Alamosa,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Alamosa,United States Senator - REP,Mark Baisley
Alamosa,Representative to the 120th United States Congress - District 3 - REP,"Jeff Hurd,Ron Hanks"
Alamosa,Governor - REP,"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Alamosa,Secretary of State - REP,James Wiley
Alamosa,State Treasurer - REP,Kevin Grantham
Alamosa,Attorney General - REP (Alamosa),"David Willson,Michael J. Allen"
Alamosa,State Board of Education Member - Congressional District 3 - REP,Sherri M Wright
Alamosa,State Representative - District 62 - REP,"Evans Gonzalez,Steven Rodriguez"
Alamosa,Alamosa County Commissioner - District 2 - REP,Arlan Van Ry
Alamosa,Alamosa County Clerk and Recorder - REP,"Jamie Greeman,Tina Espinoza"
Alamosa,Alamosa County Treasurer - REP,Amy McKinley
Alamosa,Alamosa County Surveyor - REP,Anthony James Martin
Alamosa,Alamosa County Coroner - REP,Joseph Dzuris
Alamosa,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Arapahoe,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
Arapahoe,Representative to the 120th United States Congress - District 1 - DEM,"Wanda James,Diana DeGette,Melat Kiros"
Arapahoe,Governor - DEM,"Michael Bennet,Phil Weiser"
Arapahoe,Secretary of State - DEM,"Jessie Danielson,Amanda Gonzalez"
Arapahoe,State Treasurer - DEM,Jeff Bridges
Arapahoe,Attorney General - DEM,"Hetal Doshi,Michael Dougherty,David Seligman,Jena Griswold"
Arapahoe,State Board of Education Member - Congressional District 1 - DEM,Lisa Escarcega
Arapahoe,State Senator - District 32 - DEM,Emily Sirota
Arapahoe,State Representative - District 9 - DEM,"Neal Walia,Monica VanBuskirk"
Arapahoe,Arapahoe County Clerk and Recorder - DEM,Joan Lopez
Arapahoe,Arapahoe County Treasurer - DEM,Michael Westerberg
Arapahoe,Arapahoe County Assessor - DEM,PK Kaiser
Arapahoe,Arapahoe County Sheriff - DEM,Tyler Scott Brown
Arapahoe,Arapahoe County Coroner - DEM,Casey Bitting
Arapahoe,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Arapahoe,United States Senator - REP,Mark Baisley
Arapahoe,Representative to the 120th United States Congress - District 1 - REP,Christy Peterson
Arapahoe,Governor - REP,"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Arapahoe,Secretary of State - REP,James Wiley
Arapahoe,State Treasurer - REP,Kevin Grantham
Arapahoe,Attorney General - REP (Arapahoe),"David Willson,Michael J. Allen"
Arapahoe,State Board of Education Member - Congressional District 1 - REP,Frederick Espinoza
Arapahoe,State Senator - District 32 - REP,Sydnnia Wulff
Arapahoe,State Representative - District 9 - REP,Tom Cowhick
Arapahoe,Arapahoe County Clerk and Recorder - REP,Annette Budd
Arapahoe,Arapahoe County Assessor - REP,Jesse Lind
Arapahoe,Arapahoe County Sheriff - REP,Kevin Scott Edling
Arapahoe,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Arapahoe,Arapahoe County Commissioner - District 4 - DEM,"Maya Wheeler,Leslie Summey"
Arapahoe,Arapahoe County Commissioner - District 4 - REP,"Sonda ""Sunny"" Banka"
Arapahoe,Representative to the 120th United States Congress - District 4 - DEM,"Jenna Preston,Eileen Laubacher,Write-in"
Arapahoe,State Senator - District 21 - DEM,"Alex Ryckman,Adrienne Benavidez"
Arapahoe,Representative to the 120th United States Congress - District 4 - REP,Lauren Boebert
Arapahoe,State Senator - District 21 - REP,Frederick Alfred Jr
Arapahoe,State Representative - District 56 - REP,Chris Richardson
Arapahoe,State Senator - District 27 - DEM,Tom Sullivan
Arapahoe,State Representative - District 40 - DEM,Naquetta Ricks
Arapahoe,State Senator - District 27 - REP,"Darryl Gibbs,Danielle Lammon"
Arapahoe,State Representative - District 40 - REP,Clinton Porter
Arapahoe,State Representative - District 61 - DEM,Eliza Hamrick
Arapahoe,State Representative - District 61 - REP,Scott Shamblin
Arapahoe,State Representative - District 36 - DEM,Michael Carter
Arapahoe,State Representative - District 36 - REP,Paul E. Nelson
Arapahoe,Representative to the 120th United States Congress - District 6 - DEM,Jason Crow
Arapahoe,Regent of the University of Colorado - Congressional District 6 - DEM,Ilana Spiegel
Arapahoe,State Representative - District 37 - DEM,Chad Clifford
Arapahoe,Representative to the 120th United States Congress - District 6 - REP,Mel Tewahade
Arapahoe,Regent of the University of Colorado - Congressional District 6 - REP,Veanessa Burbage
Arapahoe,State Representative - District 37 - REP,Jill Thompson
Arapahoe,Arapahoe County Commissioner - District 2 - DEM,"Angela Garland,Jessica Campbell"
Arapahoe,Arapahoe County Commissioner - District 2 - REP,Carl Schuldies
Arapahoe,State Representative - District 38 - DEM,Gretchen Rydin
Arapahoe,State Representative - District 3 - DEM,Gena Ozols
Arapahoe,State Representative - District 3 - REP,Rebecca Winegar
Arapahoe,State Representative - District 42 - DEM,"Sarah Amelia Woodson,Mandy Lindsay"
Arapahoe,State Senator - District 29 - DEM,Iman M. Jodeh
Arapahoe,State Senator - District 29 - REP,Robert McKenna
Arapahoe,State Representative - District 41 - DEM,"Anne Keke,Jamie Jackson"
Archuleta,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
Archuleta,Representative to the 120th United States Congress - District 3 - DEM,"Dwayne L. Romero,Alex Kelloff"
Archuleta,Governor - DEM,"Michael Bennet,Phil Weiser"
Archuleta,Secretary of State - DEM,"Jessie Danielson,Amanda Gonzalez"
Archuleta,State Treasurer - DEM,Jeff Bridges
Archuleta,Attorney General - DEM (Archuleta),"Hetal Doshi,Michael Dougherty,David Seligman,Jena Griswold"
Archuleta,State Board of Education Member - Congressional District 3 - DEM,Barb Clementi
Archuleta,State Representative - District 59 - DEM,Katie Stewart
Archuleta,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Archuleta,United States Senator - REP,Mark Baisley
Archuleta,Representative to the 120th United States Congress - District 3 - REP,"Jeff Hurd,Ron Hanks"
Archuleta,Governor - REP,"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Archuleta,Secretary of State - REP,James Wiley
Archuleta,State Treasurer - REP,Kevin Grantham
Archuleta,Attorney General - REP,"David Willson,Michael J. Allen"
Archuleta,State Board of Education Member - Congressional District 3 - REP,Sherri M Wright
Archuleta,State Representative - District 59 - REP,Naomi Riess
Archuleta,Archuleta County Commissioner - District 3 - REP,"Randy Betts,Veronica Medina"
Archuleta,Archuleta County Clerk and Recorder - REP,Kristy Archuleta
Archuleta,Archuleta County Treasurer - REP,Elsa P. White
Archuleta,Archuleta County Assessor - REP,Johanna Tully-Elliott
Archuleta,Archuleta County Sheriff - REP,Mike Le Roux
Archuleta,Archuleta County Coroner - REP,Brad Hunt
Archuleta,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Baca,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
Baca,Representative to the 120th United States Congress - District 4 - DEM,"Jenna Preston,Eileen Laubacher,Write-in"
Baca,Governor - DEM,"Michael Bennet,Phil Weiser"
Baca,Secretary of State - DEM,"Jessie Danielson,Amanda Gonzalez"
Baca,State Treasurer - DEM,Jeff Bridges
Baca,Attorney General - DEM,"Hetal Doshi,Michael Dougherty,David Seligman,Jena Griswold"
Baca,State Senator - District 35 - DEM,Duane L Gurule
Baca,State Representative - District 47 - DEM,Vic Meyers
Baca,Baca County Clerk and Recorder - DEM,Sharon Dubois
Baca,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Baca,United States Senator - REP,Mark Baisley
Baca,Representative to the 120th United States Congress - District 4 - REP,Lauren Boebert
Baca,Governor - REP,"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Baca,Secretary of State - REP,James Wiley
Baca,State Treasurer - REP,Kevin Grantham
Baca,Attorney General - REP,"David Willson,Michael J. Allen"
Baca,State Senator - District 35 - REP,Rod Pelton
Baca,State Representative - District 47 - REP,Ty Winter
Baca,Baca County Commissioner - District 2 - REP,"Tyson Chick,Jason T Franklin,Anthony LeBlanc"
Baca,Baca County Treasurer - REP,Jozy Stegman
Baca,Baca County Assessor - REP,Crista D. Figgins
Baca,Baca County Sheriff - REP,Aaron Mack Shiplett
Baca,Baca County Coroner - REP,Everett Brisendine
Baca,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Bent,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
Bent,Representative to the 120th United States Congress - District 4 - DEM,"Jenna Preston,Eileen Laubacher,Write-in"
Bent,Governor - DEM (Bent),"Michael Bennet,Phil Weiser"
Bent,Secretary of State - DEM,"Jessie Danielson,Amanda Gonzalez"
Bent,State Treasurer - DEM,Jeff Bridges
Bent,Attorney General - DEM,"Hetal Doshi,Michael Dougherty,David Seligman,Jena Griswold"
Bent,State Senator - District 35 - DEM,Duane L Gurule
Bent,State Representative - District 47 - DEM,Vic Meyers
Bent,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Bent,United States Senator - REP,Mark Baisley
Bent,Representative to the 120th United States Congress - District 4 - REP,Lauren Boebert
Bent,Governor - REP,"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Bent,Secretary of State - REP,James Wiley
Bent,State Treasurer - REP,Kevin Grantham
Bent,Attorney General - REP (Bent),"David Willson,Michael J. Allen"
Bent,State Senator - District 35 - REP,Rod Pelton
Bent,State Representative - District 47 - REP,Ty Winter
Bent,Bent County Commissioner - District 2 - REP,C J Gallegos
Bent,Bent County Clerk and Recorder - REP,Anne Boswell
Bent,Bent County Treasurer - REP,Jennifer M. Godfrey
Bent,Bent County Sheriff - REP,Jake R. Six
Bent,Bent County Coroner - REP,Jason E. Nichols
Bent,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Boulder,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
Boulder,Representative to the 120th United States Congress - District 2 - DEM,Joe Neguse
Boulder,Governor - DEM,"Michael Bennet,Phil Weiser"
Boulder,Secretary of State - DEM,"Jessie Danielson,Amanda Gonzalez"
Boulder,State Treasurer - DEM,Jeff Bridges
Boulder,Attorney General - DEM (Boulder),"Hetal Doshi,Michael Dougherty,David Seligman,Jena Griswold"
Boulder,Regent of the University of Colorado - Congressional District 2 - DEM,"Murray Smith,Edie Hooton,Kubs Lalchandani"
Boulder,State Senator - District 15 - DEM,Janice Marchman
Boulder,State Representative - District 11 - DEM,Karen McCormick
Boulder,Boulder County Commissioner - District 3 - DEM,Ashley Stolzmann
Boulder,Boulder County Clerk and Recorder - DEM,Molly Fitzpatrick
Boulder,Boulder County Treasurer - DEM,"Rachel Friend,Jenn Kaaoush"
Boulder,Boulder County Assessor - DEM,Cynthia Braddock
Boulder,Boulder County Sheriff - DEM,Curtis Johnson
Boulder,Boulder County Surveyor - DEM,Kayce D. W. Keane
Boulder,Boulder County Coroner - DEM,Jeff Martin
Boulder,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Boulder,United States Senator - REP,Mark Baisley
Boulder,Representative to the 120th United States Congress - District 2 - REP (Boulder),"Christina Blunt (Ducommun),Kelley Anne Dennison"
Boulder,Governor - REP,"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Boulder,Secretary of State - REP,James Wiley
Boulder,State Treasurer - REP,Kevin Grantham
Boulder,Attorney General - REP,"David Willson,Michael J. Allen"
Boulder,Regent of the University of Colorado - Congressional District 2 - REP,Marty Neilson
Boulder,State Senator - District 15 - REP,Rob Woodward
Boulder,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Boulder,State Representative - District 12 - DEM,Kyle Brown
Boulder,State Representative - District 12 - REP,Ryan Rhatigan
Boulder,State Representative - District 19 - DEM,"Colton Jonjak Plahn,Jillaire McMillan,Anil Pesaramelli"
Boulder,State Representative - District 19 - REP,Dan Woog
Boulder,State Representative - District 49 - DEM,Lesley Smith
Boulder,State Representative - District 49 - REP,Michael Sheperek
Boulder,State Senator - District 17 - DEM,Katie Wallace
Boulder,State Senator - District 17 - REP,Pat Miller
Boulder,State Representative - District 10 - DEM,Junie Joseph
Broomfield,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
Broomfield,Representative to the 120th United States Congress - District 7 - DEM,Brittany Pettersen
Broomfield,Governor - DEM,"Michael Bennet,Phil Weiser"
Broomfield,Secretary of State - DEM,"Jessie Danielson,Amanda Gonzalez"
Broomfield,State Treasurer - DEM,Jeff Bridges
Broomfield,Attorney General - DEM,"Hetal Doshi,Michael Dougherty,David Seligman,Jena Griswold"
Broomfield,State Board of Education Member - Congressional District 7 - DEM,Karla Esser
Broomfield,Regent of the University of Colorado - Congressional District 7 - DEM,Nolbert Chavez
Broomfield,State Senator - District 25 - DEM,William Lindstedt
Broomfield,State Representative - District 33 - DEM (Broomfield),"Kenny Van Nguyen,Heidi Henkel"
Broomfield,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Broomfield,United States Senator - REP,Mark Baisley
Broomfield,Representative to the 120th United States Congress - District 7 - REP,Tim Bennett
Broomfield,Governor - REP,"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Broomfield,Secretary of State - REP,James Wiley
Broomfield,State Treasurer - REP,Kevin Grantham
Broomfield,Attorney General - REP (Broomfield),"David Willson,Michael J. Allen"
Broomfield,State Board of Education Member - Congressional District 7 - REP,Steve Barton
Broomfield,Regent of the University of Colorado - Congressional District 7 - REP,"Paul Mueller,Joan Poston"
Broomfield,State Senator - District 25 - REP,Rich Guggenheim
Broomfield,State Representative - District 33 - REP,Nate Jorgensen
Broomfield,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Chaffee,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
Chaffee,Representative to the 120th United States Congress - District 7 - DEM,Brittany Pettersen
Chaffee,Governor - DEM,"Michael Bennet,Phil Weiser"
Chaffee,Secretary of State - DEM (Chaffee),"Jessie Danielson,Amanda Gonzalez"
Chaffee,State Treasurer - DEM,Jeff Bridges
Chaffee,Attorney General - DEM,"Hetal Doshi,Michael Dougherty,David Seligman,Jena Griswold"
Chaffee,State Board of Education Member - Congressional District 7 - DEM,Karla Esser
Chaffee,Regent of the University of Colorado - Congressional District 7 - DEM,Nolbert Chavez
Chaffee,State Senator - District 4 - DEM,Justin Kurth
Chaffee,State Representative - District 60 - DEM,Kathryn Kester Green
Chaffee,Chaffee County Commissioner - District 3 - DEM,PT Wood
Chaffee,Chaffee County Clerk and Recorder - DEM,Sophia Gibb
Chaffee,Chaffee County Treasurer - DEM,Jolene Ellis
Chaffee,Chaffee County Coroner - DEM,Jeff Graf
Chaffee,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Chaffee,United States Senator - REP,Mark Baisley
Chaffee,Representative to the 120th United States Congress - District 7 - REP,Tim Bennett
Chaffee,Governor - REP,"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Chaffee,Secretary of State - REP,James Wiley
Chaffee,State Treasurer - REP,Kevin Grantham
Chaffee,Attorney General - REP,"David Willson,Michael J. Allen"
Chaffee,State Board of Education Member - Congressional District 7 - REP,Steve Barton
Chaffee,Regent of the University of Colorado - Congressional District 7 - REP (Chaffee),"Paul Mueller,Joan Poston"
Chaffee,State Senator - District 4 - REP,Teddy Collins
Chaffee,State Representative - District 60 - REP,"Matt Alexander,Michelle Gray"
Chaffee,Chaffee County Commissioner - District 3 - REP,Toby Taylor
Chaffee,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Chaffee,State Representative - District 13 - DEM,"Consuelo Redhorse,Chris Floyd"
Chaffee,State Representative - District 13 - REP,Miguel Martinez
Cheyenne,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
Cheyenne,Representative to the 120th United States Congress - District 4 - DEM,"Jenna Preston,Eileen Laubacher,Write-in"
Cheyenne,Governor - DEM,"Michael Bennet,Phil Weiser"
Cheyenne,Secretary of State - DEM,"Jessie Danielson,Amanda Gonzalez"
Cheyenne,State Treasurer - DEM,Jeff Bridges
Cheyenne,Attorney General - DEM,"Hetal Doshi,Michael Dougherty,David Seligman,Jena Griswold"
Cheyenne,State Senator - District 35 - DEM,Duane L Gurule
Cheyenne,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Cheyenne,United States Senator - REP,Mark Baisley
Cheyenne,Representative to the 120th United States Congress - District 4 - REP,Lauren Boebert
Cheyenne,Governor - REP (Cheyenne),"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Cheyenne,Secretary of State - REP,James Wiley
Cheyenne,State Treasurer - REP,Kevin Grantham
Cheyenne,Attorney General - REP,"David Willson,Michael J. Allen"
Cheyenne,State Senator - District 35 - REP,Rod Pelton
Cheyenne,State Representative - District 56 - REP,Chris Richardson
Cheyenne,Cheyenne County Commissioner - District 2 - REP,"Sam Mitchek,Ronald R Smith"
Cheyenne,Cheyenne County Clerk and Recorder - REP,Allison Brown
Cheyenne,Cheyenne County Treasurer - REP,Gaila Mitchek
Cheyenne,Cheyenne County Assessor - REP,Lacey Welsh
Cheyenne,Cheyenne County Sheriff - REP,Joseph Conner
Cheyenne,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Clear Creek,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
Clear Creek,Representative to the 120th United States Congress - District 2 - DEM,Joe Neguse
Clear Creek,Governor - DEM,"Michael Bennet,Phil Weiser"
Clear Creek,Secretary of State - DEM (Clear Creek),"Jessie Danielson,Amanda Gonzalez"
Clear Creek,State Treasurer - DEM,Jeff Bridges
Clear Creek,Attorney General - DEM,"Hetal Doshi,Michael Dougherty,David Seligman,Jena Griswold"
Clear Creek,Regent of the University of Colorado - Congressional District 2 - DEM,"Murray Smith,Edie Hooton,Kubs Lalchandani"
Clear Creek,State Senator - District 8 - DEM,Dylan Roberts
Clear Creek,State Representative - District 49 - DEM,Lesley Smith
Clear Creek,Clear Creek County Commissioner - District 1 - DEM,Chris Gould
Clear Creek,Clear Creek County Clerk and Recorder - DEM,Lisa Manifold
Clear Creek,Clear Creek County Treasurer - DEM,"Keith Vieweg, Jr"
Clear Creek,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Clear Creek,United States Senator - REP,Mark Baisley
Clear Creek,Representative to the 120th United States Congress - District 2 - REP (Clear Creek),"Christina Blunt (Ducommun),Kelley Anne Dennison"
Clear Creek,Governor - REP,"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Clear Creek,Secretary of State - REP,James Wiley
Clear Creek,State Treasurer - REP,Kevin Grantham
Clear Creek,Attorney General - REP,"David Willson,Michael J. Allen"
Clear Creek,Regent of the University of Colorado - Congressional District 2 - REP,Marty Neilson
Clear Creek,State Senator - District 8 - REP,Corey Marshall
Clear Creek,State Representative - District 49 - REP,Michael Sheperek
Clear Creek,Clear Creek County Assessor - REP,Donna Gee
Clear Creek,Clear Creek County Sheriff - REP,Ron Thornton
Clear Creek,Clear Creek County Coroner - REP,Chris Hegmann
Clear Creek,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Conejos,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
Conejos,Representative to the 120th United States Congress - District 3 - DEM,"Dwayne L. Romero,Alex Kelloff"
Conejos,Governor - DEM (Conejos),"Michael Bennet,Phil Weiser"
Conejos,Secretary of State - DEM,"Jessie Danielson,Amanda Gonzalez"
Conejos,State Treasurer - DEM,Jeff Bridges
Conejos,Attorney General - DEM,"Hetal Doshi,Michael Dougherty,David Seligman,Jena Griswold"
Conejos,State Board of Education Member - Congressional District 3 - DEM,Barb Clementi
Conejos,State Representative - District 62 - DEM,Matthew Martinez
Conejos,Conejos County Commissioner District 2 - DEM,Randy Perea
Conejos,Conejos County Clerk and Recorder - DEM,Nathan Ruybal 
Conejos,Conejos County Treasurer - DEM,"Cathy Flores,Donald E. Valdez"
Conejos,Conejos County Assessor - DEM,Naomi Martinez-Keys 
Conejos,Conejos County Sheriff - DEM,Matthew Montoya 
Conejos,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Conejos,United States Senator - REP,Mark Baisley
Conejos,Representative to the 120th United States Congress - District 3 - REP,"Jeff Hurd,Ron Hanks"
Conejos,Governor - REP,"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Conejos,Secretary of State - REP,James Wiley
Conejos,State Treasurer - REP,Kevin Grantham
Conejos,Attorney General - REP,"David Willson,Michael J. Allen"
Conejos,State Board of Education Member - Congressional District 3 - REP,Sherri M Wright
Conejos,State Representative - District 62 - REP,"Evans Gonzalez,Steven Rodriguez"
Conejos,Conejos County Commissioner District 2 - REP,"Colton Sutherland ,Mitchell Jarvies"
Conejos,Conejos County Sheriff - REP,Garth Crowther 
Conejos,Conejos County Surveyor - REP,Toby Crowther 
Conejos,Conejos County Coroner - REP,"Richard A. Martin,Ashley Crowther "
Conejos,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Costilla,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
Costilla,Representative to the 120th United States Congress - District 3 - DEM,"Dwayne L. Romero,Alex Kelloff"
Costilla,Governor - DEM,"Michael Bennet,Phil Weiser"
Costilla,Secretary of State - DEM,"Jessie Danielson,Amanda Gonzalez"
Costilla,State Treasurer - DEM,Jeff Bridges
Costilla,Attorney General - DEM,"Hetal Doshi,Michael Dougherty,David Seligman,Jena Griswold"
Costilla,State Board of Education Member - Congressional District 3 - DEM,Barb Clementi
Costilla,State Representative - District 62 - DEM,Matthew Martinez
Costilla,Costilla County Commissioner District 2 - DEM,"Patrick Maestas,Lorraine A. ""Lorrie"" Quintana,Patrick Roybal"
Costilla,Costilla County Clerk and Recorder - DEM,Adelia Romero
Costilla,Costilla County Treasurer - DEM,Michael Ray Vigil
Costilla,Costilla County Assessor - DEM,"Angelina M. Espinoza,Pamela Vigil"
Costilla,Costilla County Sheriff - DEM,"Cruz Soto ,Jason Maestas"
Costilla,Costilla County Coroner - DEM,Sherri Vigil
Costilla,Secretary of State - LBR,"Alex Astley,Sean Vadney"
Costilla,United States Senator - REP,Mark Baisley
Costilla,Representative to the 120th United States Congress - District 3 - REP (Costilla),"Jeff Hurd,Ron Hanks"
Costilla,Governor - REP,"Kelvin ""K-Man"" Wimberly,Barb Kirkmeyer,Victor Marx,Scott Bottoms"
Costilla,Secretary of State - REP,James Wiley
Costilla,State Treasurer - REP,Kevin Grantham
Costilla,Attorney General - REP,"David Willson,Michael J. Allen"
Costilla,State Board of Education Member - Congressional District 3 - REP,Sherri M Wright
Costilla,State Representative - District 62 - REP,"Evans Gonzalez,Steven Rodriguez"
Costilla,Costilla County Assessor - REP,Gary Myco
Costilla,Costilla County Sheriff - REP,"Joe Smith,Kirk Taylor"
Costilla,Governor - UNI,"Jeff Peckman,Paul Noel Fiorino"
Crowley,United States Senator - DEM,"John Hickenlooper,Julie Gonzales"
