2026 Morgan County Primary,5.17.17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,United States Senator - DEM (Vote For=1),United States Senator - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Governor - DEM (Vote For=1),Governor - DEM (Vote For=1),Secretary of State - DEM (Vote For=1),Secretary of State - DEM (Vote For=1),State Treasurer - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),State Senator - District 1 - DEM (Vote For=1),Secretary of State - LBR (Vote For=1),Secretary of State - LBR (Vote For=1),United States Senator - REP (Vote For=1),Representative to the 120th United States Congress - District 4 - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Secretary of State - REP (Vote For=1),State Treasurer - REP (Vote For=1),Attorney General - REP (Vote For=1),Attorney General - REP (Vote For=1),State Senator - District 1 - REP (Vote For=1),State Representative - District 63 - REP (Vote For=1),Morgan County Commissioner District 2 - REP (Vote For=1),Morgan County Clerk and Recorder - REP (Vote For=1),Morgan County Treasurer - REP (Vote For=1),Morgan County Assessor - REP (Vote For=1),Morgan County Sheriff - REP (Vote For=1),Morgan County Coroner - REP (Vote For=1),Governor - UNI (Vote For=1),Governor - UNI (Vote For=1)
,,,,,,Julie Gonzales,John Hickenlooper,Eileen Laubacher,Write-in,Jenna Preston,Phil Weiser,Michael Bennet,Amanda Gonzalez,Jessie Danielson,Jeff Bridges,Jena Griswold,David Seligman,Michael Dougherty,Hetal Doshi,Jamie Jeffery,Sean Vadney,Alex Astley,Mark Baisley,Lauren Boebert,Scott Bottoms,Victor Marx,Barb Kirkmeyer,Write-in,"Kelvin ""K-Man"" Wimberly",James Wiley,Kevin Grantham,Michael J. Allen,David Willson,Byron Pelton,Dusty Johnson,Robert W Pennington,Kevin Strauch,Kirstin M Watson,Tim Amen,Dave (David) D. Martin,Mike Dahl,Paul Noël Fiorino,Jeff Peckman
CvrNumber,TabulatorNum,BatchId,RecordId,ImprintedId,BallotType,DEM,DEM,DEM,,,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,LBR,LBR,REP,REP,REP,REP,REP,,,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,UNI,UNI
77,102,2,37,102-2-37,01-DEM,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
78,102,2,27,102-2-27,01-DEM,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
79,102,2,16,102-2-16,01-DEM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
80,102,2,6,102-2-6,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,,
81,102,2,50,102-2-50,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
82,102,2,49,102-2-49,01-DEM,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
83,102,2,32,102-2-32,02-REP,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
84,102,2,17,102-2-17,01-DEM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
85,102,2,4,102-2-4,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
86,102,2,42,102-2-42,01-DEM,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
87,102,2,41,102-2-41,01-DEM,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
88,102,2,26,102-2-26,01-DEM,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
89,102,2,18,102-2-18,01-DEM,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
90,102,2,10,102-2-10,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
91,102,2,48,102-2-48,01-DEM,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
92,102,2,47,102-2-47,01-DEM,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
93,102,2,29,102-2-29,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,,
94,102,2,20,102-2-20,02-REP,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
95,102,2,5,102-2-5,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
96,102,2,31,102-2-31,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
97,102,2,2,102-2-2,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,,
98,102,2,19,102-2-19,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
99,102,2,36,102-2-36,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
100,102,2,46,102-2-46,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
101,102,3,11,102-3-11,02-REP,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,,
102,102,3,1,102-3-1,01-DEM,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
103,102,3,12,102-3-12,01-DEM,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,102,3,2,102-3-2,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
105,102,3,13,102-3-13,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
106,102,3,8,102-3-8,01-DEM,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
107,102,3,10,102-3-10,01-DEM,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
108,102,3,4,102-3-4,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
109,102,3,7,102-3-7,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,,
110,102,3,9,102-3-9,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,
111,102,3,3,102-3-3,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
112,102,3,5,102-3-5,01-DEM,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
113,102,3,6,102-3-6,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,
114,102,4,38,102-4-38,01-DEM,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
115,102,4,37,102-4-37,01-DEM,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
116,102,4,24,102-4-24,01-DEM,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
117,102,4,23,102-4-23,01-DEM,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
118,102,4,20,102-4-20,01-DEM,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
119,102,4,11,102-4-11,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,,
120,102,4,1,102-4-1,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
121,102,4,36,102-4-36,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
122,102,4,35,102-4-35,01-DEM,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
123,102,4,25,102-4-25,01-DEM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
124,102,4,12,102-4-12,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
125,102,4,3,102-4-3,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
126,102,4,40,102-4-40,01-DEM,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
127,102,4,39,102-4-39,01-DEM,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
128,102,4,26,102-4-26,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
129,102,4,13,102-4-13,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
130,102,4,4,102-4-4,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
131,102,4,30,102-4-30,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
132,102,4,29,102-4-29,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
133,102,4,22,102-4-22,01-DEM,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
134,102,4,14,102-4-14,02-REP,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,,
135,102,4,2,102-4-2,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
136,102,4,48,102-4-48,01-DEM,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
137,102,4,47,102-4-47,01-DEM,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
138,102,4,28,102-4-28,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
139,102,4,15,102-4-15,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
140,102,4,6,102-4-6,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
141,102,4,46,102-4-46,01-DEM,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
142,102,4,45,102-4-45,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
143,102,4,27,102-4-27,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,,
144,102,4,16,102-4-16,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,,
145,102,4,10,102-4-10,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
146,102,4,42,102-4-42,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
147,102,4,41,102-4-41,01-DEM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
148,102,4,31,102-4-31,01-DEM,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
149,102,4,17,102-4-17,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
150,102,4,9,102-4-9,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
151,102,4,33,102-4-33,01-DEM,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
152,102,4,18,102-4-18,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
153,102,4,5,102-4-5,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
154,102,4,50,102-4-50,01-DEM,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
155,102,4,49,102-4-49,01-DEM,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
156,102,4,34,102-4-34,01-DEM,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
157,102,4,19,102-4-19,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,,
158,102,4,7,102-4-7,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,,
159,102,4,44,102-4-44,01-DEM,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
160,102,4,43,102-4-43,01-DEM,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
161,102,4,32,102-4-32,01-DEM,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
162,102,4,21,102-4-21,01-DEM,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
163,102,4,8,102-4-8,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,,
164,102,5,38,102-5-38,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
165,102,5,37,102-5-37,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
166,102,5,23,102-5-23,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,
167,102,5,11,102-5-11,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
168,102,5,2,102-5-2,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
169,102,5,36,102-5-36,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,,
170,102,5,35,102-5-35,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,
171,102,5,24,102-5-24,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
172,102,5,12,102-5-12,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,,
173,102,5,1,102-5-1,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
174,102,5,50,102-5-50,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
175,102,5,49,102-5-49,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
176,102,5,32,102-5-32,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
177,102,5,31,102-5-31,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
178,102,5,21,102-5-21,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
179,102,5,13,102-5-13,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
180,102,5,9,102-5-9,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,
181,102,5,48,102-5-48,02-REP,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
182,102,5,47,102-5-47,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
183,102,5,28,102-5-28,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,
184,102,5,27,102-5-27,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,,
185,102,5,22,102-5-22,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
186,102,5,14,102-5-14,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
187,102,5,4,102-5-4,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
188,102,5,40,102-5-40,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,,
189,102,5,39,102-5-39,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
190,102,5,26,102-5-26,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
191,102,5,15,102-5-15,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
192,102,5,3,102-5-3,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,
193,102,5,42,102-5-42,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
194,102,5,41,102-5-41,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,
195,102,5,25,102-5-25,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
196,102,5,16,102-5-16,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,
197,102,5,7,102-5-7,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
198,102,5,34,102-5-34,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,,
199,102,5,17,102-5-17,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
200,102,5,8,102-5-8,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
201,102,5,44,102-5-44,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,
202,102,5,43,102-5-43,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,
203,102,5,29,102-5-29,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,,
204,102,5,18,102-5-18,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
205,102,5,5,102-5-5,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,,
206,102,5,46,102-5-46,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,,
207,102,5,45,102-5-45,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
208,102,5,30,102-5-30,02-REP,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
209,102,5,19,102-5-19,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
210,102,5,6,102-5-6,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
211,102,5,33,102-5-33,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
212,102,5,20,102-5-20,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,,
213,102,5,10,102-5-10,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
214,102,6,46,102-6-46,02-REP,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
215,102,6,45,102-6-45,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
216,102,6,24,102-6-24,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
217,102,6,23,102-6-23,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
218,102,6,18,102-6-18,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
219,102,6,11,102-6-11,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,,
220,102,6,2,102-6-2,02-REP,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
221,102,6,48,102-6-48,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,,
222,102,6,47,102-6-47,02-REP,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
223,102,6,27,102-6-27,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
224,102,6,26,102-6-26,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
225,102,6,20,102-6-20,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,,
226,102,6,12,102-6-12,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
227,102,6,7,102-6-7,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
228,102,6,34,102-6-34,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
229,102,6,33,102-6-33,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
230,102,6,25,102-6-25,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
231,102,6,13,102-6-13,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
232,102,6,1,102-6-1,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
233,102,6,42,102-6-42,02-REP,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,,
234,102,6,41,102-6-41,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
235,102,6,30,102-6-30,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
236,102,6,14,102-6-14,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
237,102,6,3,102-6-3,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
238,102,6,15,102-6-15,03-LBR,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
239,102,6,4,102-6-4,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
240,102,6,40,102-6-40,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
241,102,6,39,102-6-39,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,,
242,102,6,29,102-6-29,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
243,102,6,16,102-6-16,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
