2026 Weld County Primary Election,5.17.17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,United States Senator - DEM (Vote For=1),United States Senator - DEM (Vote For=1),Representative to the 120th United States Congress - District 2 - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Representative to the 120th United States Congress - District 7 - DEM (Vote For=1),Representative to the 120th United States Congress - District 8 - DEM (Vote For=1),Representative to the 120th United States Congress - District 8 - DEM (Vote For=1),Representative to the 120th United States Congress - District 8 - DEM (Vote For=1),Governor - DEM (Vote For=1),Governor - DEM (Vote For=1),Secretary of State - DEM (Vote For=1),Secretary of State - DEM (Vote For=1),State Treasurer - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),State Board of Education Member - Congressional District 7 - DEM (Vote For=1),Regent of the University of Colorado - Congressional District 2 - DEM (Vote For=1),Regent of the University of Colorado - Congressional District 2 - DEM (Vote For=1),Regent of the University of Colorado - Congressional District 2 - DEM (Vote For=1),Regent of the University of Colorado - Congressional District 7 - DEM (Vote For=1),State Senator - District 1 - DEM (Vote For=1),State Senator - District 17 - DEM (Vote For=1),State Senator - District 25 - DEM (Vote For=1),State Representative - District 19 - DEM (Vote For=1),State Representative - District 19 - DEM (Vote For=1),State Representative - District 19 - DEM (Vote For=1),State Representative - District 33 - DEM (Vote For=1),State Representative - District 33 - DEM (Vote For=1),State Representative - District 48 - DEM (Vote For=1),State Representative - District 50 - DEM (Vote For=1),State Representative - District 64 - DEM (Vote For=1),Secretary of State - LBR (Vote For=1),Secretary of State - LBR (Vote For=1),United States Senator - REP (Vote For=1),Representative to the 120th United States Congress - District 2 - REP (Vote For=1),Representative to the 120th United States Congress - District 2 - REP (Vote For=1),Representative to the 120th United States Congress - District 4 - REP (Vote For=1),Representative to the 120th United States Congress - District 7 - REP (Vote For=1),Representative to the 120th United States Congress - District 8 - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Secretary of State - REP (Vote For=1),State Treasurer - REP (Vote For=1),Attorney General - REP (Vote For=1),Attorney General - REP (Vote For=1),State Board of Education Member - Congressional District 7 - REP (Vote For=1),Regent of the University of Colorado - Congressional District 2 - REP (Vote For=1),Regent of the University of Colorado - Congressional District 7 - REP (Vote For=1),Regent of the University of Colorado - Congressional District 7 - REP (Vote For=1),State Senator - District 1 - REP (Vote For=1),State Senator - District 17 - REP (Vote For=1),State Senator - District 25 - REP (Vote For=1),State Representative - District 19 - REP (Vote For=1),State Representative - District 33 - REP (Vote For=1),State Representative - District 48 - REP (Vote For=1),State Representative - District 50 - REP (Vote For=1),State Representative - District 63 - REP (Vote For=1),State Representative - District 64 - REP (Vote For=1),State Representative - District 65 - REP (Vote For=1),Weld County Commissioner - At-Large - REP (Vote For=1),Weld County Commissioner - District 2 - REP (Vote For=1),Weld County Clerk and Recorder - REP (Vote For=1),Weld County Assessor - REP (Vote For=1),Weld County Sheriff - REP (Vote For=1),Governor - UNI (Vote For=1),Governor - UNI (Vote For=1)
"=""12627""","=""103""","=""42""","=""5""","=""103-42-5""",Mail - Major Party,124 (124),53-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,1,,1,1,1,1,1,,
"=""12628""","=""103""","=""42""","=""74""","=""103-42-74""",Mail - Major Party,118 (118),36-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,0,1,0,0,1,1,1,0,,,,,1,,,,,1,,,,,1,,1,1,1,,
"=""12629""","=""103""","=""42""","=""73""","=""103-42-73""",Mail - Major Party,124 (124),53-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,0,1,0,0,1,1,0,1,,,,,,,,,,,,,1,,1,1,1,1,0,,
"=""12630""","=""103""","=""42""","=""53""","=""103-42-53""",Mail - Major Party,124 (124),53-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,1,,1,1,1,1,1,,
"=""12631""","=""103""","=""42""","=""32""","=""103-42-32""",Mail - Major Party,115 (115),33-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,1,0,0,0,1,1,1,0,,,,,1,,,,,,,,1,,1,,1,1,1,,
"=""12632""","=""103""","=""42""","=""15""","=""103-42-15""",Mail - Major Party,124 (124),53-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,1,,1,1,1,1,1,,
"=""12633""","=""103""","=""42""","=""94""","=""103-42-94""",Mail - Major Party,116 (116),28-DEM,0,1,,,,,,0,0,1,0,1,1,0,1,1,0,0,0,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12634""","=""103""","=""42""","=""93""","=""103-42-93""",Mail - Major Party,115 (115),33-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0,0,1,0,0,1,1,0,1,,,,,1,,,,,,,,1,,1,,1,1,1,,
"=""12635""","=""103""","=""42""","=""58""","=""103-42-58""",Mail - Major Party,124 (124),42-DEM,1,0,,,,,,1,0,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12636""","=""103""","=""42""","=""34""","=""103-42-34""",Mail - Major Party,116 (116),34-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,0,1,0,0,1,1,0,1,,,,,1,,,,,,,,1,,1,1,1,1,1,,
"=""12637""","=""103""","=""42""","=""18""","=""103-42-18""",Mail - Major Party,124 (124),53-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,1,0,0,0,1,1,1,0,,,,,,,,,,,,,1,,1,1,1,1,1,,
"=""12638""","=""103""","=""42""","=""86""","=""103-42-86""",Mail - Major Party,115 (115),33-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,1,0,0,0,1,1,0,1,,,,,1,,,,,,,,1,,1,,1,1,1,,
"=""12639""","=""103""","=""42""","=""85""","=""103-42-85""",Mail - Major Party,115 (115),33-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,1,0,0,0,1,1,0,1,,,,,1,,,,,,,,1,,1,,1,1,1,,
"=""12640""","=""103""","=""42""","=""54""","=""103-42-54""",Mail - Major Party,124 (124),53-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,1,,1,1,1,1,1,,
"=""12641""","=""103""","=""42""","=""35""","=""103-42-35""",Mail - Major Party,119 (119),48-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,0,,,,0,,0,0,0,,
"=""12642""","=""103""","=""42""","=""7""","=""103-42-7""",Mail - Major Party,124 (124),42-DEM,1,0,,,,,,0,0,1,1,0,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12643""","=""103""","=""42""","=""88""","=""103-42-88""",Mail - Major Party,115 (115),27-DEM,0,1,,,,,,0,1,0,0,1,1,0,1,1,0,0,0,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12644""","=""103""","=""42""","=""87""","=""103-42-87""",Mail - Major Party,119 (119),48-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,0,1,0,0,1,1,0,0,,,,,,,,,,,1,,,,0,,1,1,0,,
"=""12645""","=""103""","=""42""","=""55""","=""103-42-55""",Mail - Major Party,124 (124),53-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,0,1,0,0,1,1,0,1,,,,,,,,,,,,,1,,1,1,1,1,1,,
"=""12646""","=""103""","=""42""","=""36""","=""103-42-36""",Mail - Major Party,119 (119),37-DEM,0,1,,,,,,0,0,1,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12647""","=""103""","=""42""","=""11""","=""103-42-11""",Mail - Major Party,124 (124),42-DEM,0,1,,,,,,1,0,0,0,1,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12648""","=""103""","=""42""","=""90""","=""103-42-90""",Mail - Major Party,116 (116),34-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,1,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,0,,1,0,0,0,0,,
"=""12649""","=""103""","=""42""","=""89""","=""103-42-89""",Mail - Major Party,115 (115),33-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,1,0,0,1,1,1,0,,,,,1,,,,,,,,1,,1,,1,1,1,,
"=""12650""","=""103""","=""42""","=""57""","=""103-42-57""",Mail - Major Party,124 (124),53-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0,1,0,0,0,1,1,1,0,,,,,,,,,,,,,0,,1,1,1,1,1,,
"=""12651""","=""103""","=""42""","=""37""","=""103-42-37""",Mail - Major Party,116 (116),28-DEM,1,0,,,,,,1,0,0,1,0,1,0,1,0,0,1,0,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12652""","=""103""","=""42""","=""8""","=""103-42-8""",Mail - Major Party,124 (124),53-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,0,0,0,0,0,,
"=""12653""","=""103""","=""42""","=""92""","=""103-42-92""",Mail - Major Party,115 (115),33-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0,0,1,0,0,1,1,0,1,,,,,1,,,,,,,,1,,1,,1,1,1,,
"=""12654""","=""103""","=""42""","=""91""","=""103-42-91""",Mail - Major Party,119 (119),48-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,1,0,0,0,1,1,0,1,,,,,,,,,,,1,,,,1,,1,1,1,,
"=""12655""","=""103""","=""42""","=""56""","=""103-42-56""",Mail - Major Party,124 (124),53-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0,0,1,0,0,1,1,0,0,,,,,,,,,,,,,0,,1,1,0,0,1,,
"=""12656""","=""103""","=""42""","=""38""","=""103-42-38""",Mail - Major Party,115 (115),27-DEM,0,1,,,,,,1,0,0,0,1,0,1,1,1,0,0,0,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12657""","=""103""","=""42""","=""2""","=""103-42-2""",Mail - Major Party,115 (115),27-DEM,0,1,,,,,,1,0,0,0,1,1,0,1,1,0,0,0,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12658""","=""103""","=""42""","=""1""","=""103-42-1""",Mail - Major Party,124 (124),42-DEM,0,1,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12659""","=""104""","=""42""","=""98""","=""104-42-98""",Mail - Major Party,105 (105),11-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,1,1,0,0,,,,,1,,,,,,,1,,,1,,1,1,1,,
"=""12660""","=""104""","=""42""","=""97""","=""104-42-97""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,0,0,1,0,0,1,1,1,0,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12661""","=""104""","=""42""","=""74""","=""104-42-74""",Mail - Major Party,103 (103),03-DEM,0,1,,1,0,0,,,,,1,0,1,0,1,0,1,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12662""","=""104""","=""42""","=""73""","=""104-42-73""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,0,1,0,0,0,0,1,1,0,,,,,1,,,,,,,,,0,1,,0,1,1,,
"=""12663""","=""104""","=""42""","=""45""","=""104-42-45""",Mail - Major Party,103 (103),03-DEM,0,1,,1,0,0,,,,,0,1,1,0,1,1,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12664""","=""104""","=""42""","=""44""","=""104-42-44""",Mail - Major Party,103 (103),03-DEM,0,1,,1,0,0,,,,,0,1,0,1,1,1,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12665""","=""104""","=""42""","=""34""","=""104-42-34""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,0,0,0,0,1,1,1,0,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12666""","=""104""","=""42""","=""19""","=""104-42-19""",Mail - Major Party,103 (103),03-DEM,1,0,,0,0,0,,,,,1,0,1,0,0,0,0,0,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12667""","=""104""","=""42""","=""1""","=""104-42-1""",Mail - Major Party,114 (114),32-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0,0,1,0,0,0,1,0,0,,,,,0,,,,,,,,,0,1,,1,0,1,,
"=""12668""","=""104""","=""42""","=""96""","=""104-42-96""",Mail - Major Party,105 (105),05-DEM,0,1,,0,0,0,,,,,0,1,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12669""","=""104""","=""42""","=""95""","=""104-42-95""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,1,1,0,1,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12670""","=""104""","=""42""","=""68""","=""104-42-68""",Mail - Major Party,105 (105),11-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,1,0,0,0,1,1,0,1,,,,,1,,,,,,,1,,,1,,1,1,1,,
"=""12671""","=""104""","=""42""","=""67""","=""104-42-67""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,1,1,,0,0,0,,
"=""12672""","=""104""","=""42""","=""41""","=""104-42-41""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,0,0,,0,0,0,,
"=""12673""","=""104""","=""42""","=""40""","=""104-42-40""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,0,0,0,0,1,1,1,0,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12674""","=""104""","=""42""","=""32""","=""104-42-32""",Mail - Major Party,103 (103),03-DEM,0,1,,1,0,0,,,,,0,1,1,0,1,0,0,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12675""","=""104""","=""42""","=""20""","=""104-42-20""",Mail - Major Party,103 (103),03-DEM,1,0,,1,0,0,,,,,0,1,1,0,1,1,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12676""","=""104""","=""42""","=""6""","=""104-42-6""",Mail - Major Party,105 (105),11-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,1,0,0,0,1,1,0,0,,,,,1,,,,,,,1,,,1,,1,1,1,,
"=""12677""","=""104""","=""42""","=""100""","=""104-42-100""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,1,1,0,1,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12678""","=""104""","=""42""","=""99""","=""104-42-99""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,0,0,0,0,1,1,0,1,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12679""","=""104""","=""42""","=""59""","=""104-42-59""",Mail - Major Party,105 (105),11-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,1,0,0,0,1,1,0,1,,,,,1,,,,,,,1,,,1,,1,1,1,,
"=""12680""","=""104""","=""42""","=""39""","=""104-42-39""",Mail - Major Party,103 (103),03-DEM,0,1,,1,0,0,,,,,0,1,1,0,1,0,0,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12681""","=""104""","=""42""","=""21""","=""104-42-21""",Mail - Major Party,105 (105),11-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,0,1,1,0,,,,,1,,,,,,,1,,,1,,1,1,1,,
"=""12682""","=""104""","=""42""","=""4""","=""104-42-4""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,1,1,1,0,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12683""","=""104""","=""42""","=""64""","=""104-42-64""",Mail - Major Party,103 (103),03-DEM,0,1,,0,0,0,,,,,0,1,1,0,1,1,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12684""","=""104""","=""42""","=""63""","=""104-42-63""",Mail - Major Party,105 (105),11-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,1,0,0,0,1,1,1,0,,,,,1,,,,,,,1,,,1,,1,1,1,,
"=""12685""","=""104""","=""42""","=""42""","=""104-42-42""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,0,1,0,0,0,0,0,0,,,,,0,,,,,,,,,0,0,,0,0,0,,
"=""12686""","=""104""","=""42""","=""22""","=""104-42-22""",Mail - Major Party,103 (103),03-DEM,0,1,,1,0,0,,,,,0,1,1,0,1,1,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12687""","=""104""","=""42""","=""2""","=""104-42-2""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,1,1,1,0,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12688""","=""104""","=""42""","=""78""","=""104-42-78""",Mail - Major Party,105 (105),05-DEM,0,1,,1,0,0,,,,,0,1,0,1,1,1,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12689""","=""104""","=""42""","=""77""","=""104-42-77""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,0,0,0,0,1,1,0,1,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12690""","=""104""","=""42""","=""51""","=""104-42-51""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,0,0,0,0,1,1,0,1,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12691""","=""104""","=""42""","=""23""","=""104-42-23""",Mail - Major Party,105 (105),11-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,1,1,1,0,,,,,1,,,,,,,1,,,1,,1,1,1,,
"=""12692""","=""104""","=""42""","=""5""","=""104-42-5""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,0,0,1,0,0,1,1,1,0,,,,,1,,,,,,,,,1,1,,1,1,0,,
"=""12693""","=""104""","=""42""","=""80""","=""104-42-80""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,1,1,1,0,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12694""","=""104""","=""42""","=""79""","=""104-42-79""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,1,1,0,1,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12695""","=""104""","=""42""","=""48""","=""104-42-48""",Mail - Major Party,103 (103),03-DEM,0,1,,1,0,0,,,,,0,1,1,0,1,1,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12696""","=""104""","=""42""","=""24""","=""104-42-24""",Mail - Major Party,103 (103),03-DEM,1,0,,1,0,0,,,,,1,0,0,1,1,0,1,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12697""","=""104""","=""42""","=""3""","=""104-42-3""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,1,1,1,0,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12698""","=""104""","=""42""","=""70""","=""104-42-70""",Mail - Major Party,103 (103),03-DEM,0,1,,1,0,0,,,,,1,0,1,0,1,1,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12699""","=""104""","=""42""","=""69""","=""104-42-69""",Mail - Major Party,103 (103),03-DEM,0,1,,0,0,0,,,,,0,1,0,1,1,1,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12700""","=""104""","=""42""","=""25""","=""104-42-25""",Mail - Major Party,103 (103),03-DEM,1,0,,1,0,0,,,,,1,0,0,1,1,0,0,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12701""","=""104""","=""42""","=""14""","=""104-42-14""",Mail - Major Party,117 (117),35-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,1,0,0,1,1,1,0,,,,,0,,,,,,,0,,,1,,0,0,1,,
"=""12702""","=""104""","=""42""","=""62""","=""104-42-62""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,0,1,0,0,0,0,0,0,,,,,0,,,,,,,,,0,0,,0,0,0,,
"=""12703""","=""104""","=""42""","=""61""","=""104-42-61""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,0,0,1,0,0,0,0,0,0,,,,,0,,,,,,,,,0,1,,0,0,1,,
"=""12704""","=""104""","=""42""","=""26""","=""104-42-26""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,1,1,0,0,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12705""","=""104""","=""42""","=""12""","=""104-42-12""",Mail - Major Party,103 (103),03-DEM,0,1,,0,0,0,,,,,0,1,0,0,0,0,0,1,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12706""","=""104""","=""42""","=""72""","=""104-42-72""",Mail - Major Party,105 (105),11-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,0,1,0,0,0,0,1,0,,,,,0,,,,,,,0,,,0,,0,0,0,,
"=""12707""","=""104""","=""42""","=""71""","=""104-42-71""",Mail - Major Party,105 (105),05-DEM,1,0,,1,0,0,,,,,0,1,0,1,1,0,0,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12708""","=""104""","=""42""","=""49""","=""104-42-49""",Mail - Major Party,103 (103),03-DEM,1,0,,1,0,0,,,,,1,0,1,0,1,0,0,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12709""","=""104""","=""42""","=""27""","=""104-42-27""",Mail - Major Party,101 (101),01-DEM,0,1,,1,0,0,,,,,1,0,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12710""","=""104""","=""42""","=""8""","=""104-42-8""",Mail - Major Party,105 (105),11-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,1,0,0,0,1,1,1,0,,,,,1,,,,,,,1,,,1,,1,1,1,,
"=""12711""","=""104""","=""42""","=""66""","=""104-42-66""",Mail - Major Party,103 (103),03-DEM,0,1,,1,0,0,,,,,0,1,0,1,1,1,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=""12712""","=""104""","=""42""","=""65""","=""104-42-65""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,0,1,0,0,1,1,1,0,,,,,1,,,,,,,,,1,1,,1,1,1,,
"=""12713""","=""104""","=""42""","=""46""","=""104-42-46""",Mail - Major Party,103 (103),09-REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,0,1,0,0,0,1,1,1,0,,,,,1,,,,,,,,,1,1,,1,1,1,,
