County,Tabulator ID,Batch,#of Ballots,Location
Routt,102,164,11,5
Routt,102,165,24,5
Routt,102,166,7,5
Routt,102,167,24,5
Routt,102,168,23,5
Routt,102,169,25,5
Routt,102,170,25,5
Routt,102,171,25,5
Routt,102,172,25,5
Routt,102,173,25,5
Routt,102,174,25,5
Routt,102,175,25,5
Routt,102,176,25,5
Routt,102,177,25,5
Routt,102,178,24,5
Routt,102,179,25,5
Routt,102,180,25,5
Routt,102,181,25,5
Routt,102,182,25,5
Routt,102,183,25,5
Routt,102,184,25,5
Routt,102,185,25,5
Routt,102,186,24,5
Routt,102,187,24,5
Routt,102,188,24,5
Routt,102,189,25,5
Routt,102,190,23,5
Routt,102,191,24,5
Routt,102,192,25,5
Routt,102,193,25,5
Routt,102,194,25,5
Routt,102,195,25,5
Routt,102,196,25,5
Routt,102,197,25,5
Routt,102,198,25,5
Routt,102,199,25,5
Routt,102,200,25,5
Routt,102,201,25,6
Routt,102,202,25,6
Routt,102,203,25,6
Routt,102,204,25,6
Routt,102,205,25,6
Routt,102,206,25,6
Routt,102,207,25,6
Routt,102,208,25,6
Routt,102,209,25,6
Routt,102,210,25,6
Routt,102,211,25,6
Routt,102,212,25,6
Routt,102,213,25,6
Routt,102,214,25,6
Routt,102,215,25,6
Routt,102,216,25,6
Routt,102,217,25,6
Routt,102,218,25,6
Routt,102,219,24,6
Routt,102,220,28,6
Routt,102,221,23,6
Routt,102,222,24,6
Routt,102,223,24,6
Routt,102,224,22,6
Routt,102,225,24,6
Routt,102,226,24,6
Routt,102,227,24,6
Routt,102,228,24,6
Routt,102,229,22,6
Routt,102,230,28,6
Routt,102,231,15,6
Routt,102,232,24,6
Routt,102,233,24,6
Routt,102,234,24,6
Routt,102,235,24,6
Routt,102,236,25,6
Routt,102,237,25,6
Routt,102,238,25,6
Routt,102,239,25,6
Routt,102,240,25,6
Routt,102,241,25,7
Routt,102,242,25,7
Routt,102,243,25,7
Routt,102,244,25,7
Routt,102,245,24,7
Routt,102,246,25,7
Routt,102,247,25,7
Routt,102,248,25,7
Routt,102,249,25,7
Routt,102,250,25,7
Routt,102,251,25,7
Routt,102,252,25,7
Routt,102,253,25,7
Routt,102,254,16,7
Routt,102,255,23,7
Routt,102,256,25,7
Routt,102,257,25,7
Routt,102,258,25,7
Routt,102,259,25,7
Routt,102,260,23,7
Routt,102,261,22,7
Routt,102,262,24,7
Routt,102,263,24,7
Routt,102,264,25,7
Routt,102,265,25,7
Routt,102,266,25,7
Routt,102,267,25,7
Routt,102,268,23,7
Routt,102,269,25,7
Routt,102,270,22,7
Routt,102,271,25,7
Routt,102,272,25,7
Routt,102,273,25,7
Routt,102,274,24,7
Routt,102,275,25,7
Routt,102,276,25,7
Routt,102,277,22,7
Routt,102,278,25,7
Routt,102,279,25,7
Routt,102,280,20,7
Routt,102,281,23,8
Routt,102,282,24,8
Routt,102,283,24,8
Routt,102,284,25,8
Routt,102,285,25,8
Routt,102,286,25,8
Routt,102,287,25,8
Routt,102,288,25,8
Routt,102,289,25,8
Routt,102,290,25,8
Routt,102,291,25,8
Routt,102,292,25,8
Routt,102,293,25,8
Routt,102,294,23,8
Routt,102,295,24,8
Routt,102,296,24,8
Routt,102,297,22,8
Routt,102,298,24,8
Routt,102,299,23,8
Routt,102,300,24,8
Routt,102,301,24,8
Routt,102,302,25,8
Routt,102,303,25,8
Routt,102,304,25,8
Routt,102,305,25,8
Routt,102,306,25,8
Routt,102,307,24,8
Routt,102,308,25,8
Routt,102,309,23,8
Routt,102,310,24,8
Routt,102,311,25,8
Routt,102,312,24,8
Routt,102,313,24,8
Routt,102,314,24,8
Routt,102,315,24,8
Routt,102,316,24,8
Routt,102,317,25,8
Routt,102,318,25,8
Routt,102,319,24,8
Routt,102,320,25,8
Routt,102,321,23,9
Routt,102,322,25,9
Routt,102,323,21,9
Routt,102,324,24,9
Routt,102,325,25,9
Routt,102,326,25,9
Routt,102,327,25,9
Routt,102,328,24,9
Routt,102,329,24,9
Routt,102,330,25,9
Routt,102,331,23,9
Routt,102,332,25,9
Routt,102,333,28,9
Routt,102,334,25,9
Routt,102,335,24,9
Routt,102,336,25,9
Routt,102,337,24,9
Routt,102,338,10,9
Routt,102,339,34,9
Routt,102,340,26,9
Routt,102,341,25,9
Routt,102,342,25,9
Routt,102,343,25,9
Routt,102,344,25,9
Routt,102,345,25,9
Routt,102,346,24,9
Routt,102,347,25,9
Routt,102,348,25,9
Routt,102,349,25,9
Routt,102,350,25,9
Routt,102,351,25,9
Routt,102,352,25,9
Routt,102,353,25,9
Routt,102,354,20,9
Routt,102,355,25,9
Routt,102,356,25,9
Routt,102,357,25,9
Routt,102,358,25,9
Routt,102,359,25,9
Routt,102,360,25,9
Routt,102,361,25,9
Routt,102,362,24,9
Routt,102,363,23,9
Routt,102,364,25,10
Routt,102,365,25,10
Routt,102,366,24,10
Routt,102,367,25,10
Routt,102,368,24,10
Routt,102,369,25,10
Routt,102,370,25,10
Routt,102,371,25,10
Routt,102,372,24,10
Routt,102,373,24,10
Routt,102,374,24,10
Routt,102,375,24,10
Routt,102,376,22,10
Routt,102,377,23,10
Routt,102,378,25,10
Routt,102,379,25,10
Routt,102,380,25,10
Routt,102,381,24,10
Routt,102,382,26,10
Routt,102,383,26,10
Routt,102,384,24,10
Routt,102,385,25,10
Routt,102,386,25,10
Routt,102,387,85,10
Routt,102,388,82,10
Routt,102,389,53,10
