"County","Tabulator ID","Batch",". of Ballots","Location"
"Douglas","1","COORD-0001",100,17
"Douglas","1","COORD-0002",100,17
"Douglas","1","COORD-0003",100,17
"Douglas","1","COORD-0004",100,17
"Douglas","1","COORD-0005",100,17
"Douglas","1","COORD-0006",100,17
"Douglas","1","COORD-0007",100,17
"Douglas","1","COORD-0008",100,17
"Douglas","1","COORD-0009",100,17
"Douglas","1","COORD-0010",100,17
"Douglas","1","COORD-0011",100,17
"Douglas","1","COORD-0012",100,17
"Douglas","1","COORD-0013",100,17
"Douglas","1","COORD-0014",100,17
"Douglas","1","COORD-0015",100,17
"Douglas","1","COORD-0016",100,17
"Douglas","1","COORD-0017",100,17
"Douglas","1","COORD-0018",100,17
"Douglas","1","COORD-0019",100,23
"Douglas","1","COORD-0020",100,20
"Douglas","1","COORD-0021",100,20
"Douglas","1","COORD-0022",100,20
"Douglas","1","COORD-0023",100,20
"Douglas","1","COORD-0024",100,23
"Douglas","1","COORD-0025",100,20
"Douglas","1","COORD-0026",99,20
"Douglas","1","COORD-0027",100,20
"Douglas","1","COORD-0028",13,23
"Douglas","1","COORD-0029",100,20
"Douglas","1","COORD-0030",100,20
"Douglas","1","COORD-0031",33,20
"Douglas","1","COORD-0032",35,20
"Douglas","1","COORD-0033",42,15
"Douglas","1","COORD-0034",100,20
"Douglas","1","COORD-0035",100,20
"Douglas","1","COORD-0036",100,20
"Douglas","1","COORD-0037",100,20
"Douglas","1","COORD-0038",100,15
"Douglas","1","COORD-0039",100,25
"Douglas","1","COORD-0040",100,25
"Douglas","1","COORD-0041",100,15
"Douglas","1","COORD-0042",100,15
"Douglas","1","COORD-0043",100,15
"Douglas","1","COORD-0044",100,15
"Douglas","1","COORD-0045",78,15
"Douglas","1","COORD-0046",100,13
"Douglas","1","COORD-0047",100,15
"Douglas","1","COORD-0048",100,15
"Douglas","1","COORD-0049",100,15
"Douglas","1","COORD-0050",100,15
"Douglas","1","COORD-0051",100,15
"Douglas","1","COORD-0052",100,13
"Douglas","1","COORD-0053",100,13
"Douglas","1","COORD-0054",100,13
"Douglas","1","COORD-0055",100,15
"Douglas","1","COORD-0056",100,15
"Douglas","1","COORD-0057",100,27
"Douglas","1","COORD-0058",100,15
"Douglas","1","COORD-0059",44,15
"Douglas","1","COORD-0060",100,13
"Douglas","1","COORD-0061",100,27
"Douglas","1","COORD-0062",100,13
"Douglas","1","COORD-0063",100,13
"Douglas","1","COORD-0064",100,13
"Douglas","1","COORD-0065",100,13
"Douglas","1","COORD-0066",100,13
"Douglas","1","COORD-0067",100,13
"Douglas","1","COORD-0068",100,13
"Douglas","1","COORD-0069",100,13
"Douglas","1","COORD-0070",100,13
"Douglas","1","COORD-0071",100,25
"Douglas","1","COORD-0072",100,13
"Douglas","1","COORD-0073",100,20
"Douglas","1","COORD-0074",100,13
"Douglas","1","COORD-0075",100,23
"Douglas","1","COORD-0076",100,13
"Douglas","1","COORD-0077",100,13
"Douglas","1","COORD-0078",100,25
"Douglas","1","COORD-0079",100,25
"Douglas","1","COORD-0080",100,15
"Douglas","1","COORD-0081",100,25
"Douglas","1","COORD-0082",100,20
"Douglas","1","COORD-0083",100,23
"Douglas","1","COORD-0084",100,20
"Douglas","1","COORD-0085",100,23
"Douglas","1","COORD-0086",100,23
"Douglas","1","COORD-0087",100,23
"Douglas","1","COORD-0088",100,23
"Douglas","1","COORD-0089",100,29
"Douglas","1","COORD-0090",100,29
"Douglas","1","COORD-0091",100,23
"Douglas","1","COORD-0092",100,29
"Douglas","1","COORD-0093",100,29
"Douglas","1","COORD-0094",100,25
"Douglas","1","COORD-0095",100,31
"Douglas","1","COORD-0096",100,37
"Douglas","1","COORD-0097",99,34
"Douglas","1","COORD-0098",100,41
"Douglas","1","COORD-0099",100,33
"Douglas","1","COORD-0100",100,41
"Douglas","1","COORD-0101",100,41
"Douglas","1","COORD-0102",100,41
"Douglas","1","COORD-0103",100,25
"Douglas","1","COORD-0104",100,46
"Douglas","1","COORD-0105",100,41
"Douglas","1","COORD-0106",100,37
"Douglas","1","COORD-0107",100,25
"Douglas","1","COORD-0108",100,41
"Douglas","1","COORD-0109",100,25
"Douglas","1","COORD-0110",100,41
"Douglas","1","COORD-0111",100,33
"Douglas","1","COORD-0112",100,33
"Douglas","1","COORD-0113",17,18
"Douglas","1","COORD-0114",48,18
"Douglas","1","COORD-0115",100,33
"Douglas","1","COORD-0116",35,35
"Douglas","1","COORD-0117",100,25
"Douglas","1","COORD-0118",100,33
"Douglas","1","COORD-0119",100,41
"Douglas","1","COORD-0120",99,33
"Douglas","1","COORD-0121",100,35
"Douglas","1","COORD-0122",100,33
"Douglas","1","COORD-0123",100,33
"Douglas","1","COORD-0124",100,35
"Douglas","1","COORD-0125",100,33
"Douglas","1","COORD-0126",100,35
"Douglas","1","COORD-0127",100,33
"Douglas","1","COORD-0128",100,33
"Douglas","1","COORD-0129",100,41
"Douglas","1","COORD-0130",97,46
"Douglas","1","COORD-0131",100,41
"Douglas","1","COORD-0132",100,41
"Douglas","1","COORD-0133",56,31
"Douglas","1","COORD-0134",100,31
"Douglas","1","COORD-0135",100,31
"Douglas","1","COORD-0136",100,31
"Douglas","1","COORD-0137",100,31
"Douglas","1","COORD-0138",100,37
"Douglas","1","COORD-0139",99,51
"Douglas","1","COORD-0140",99,35
"Douglas","1","COORD-0141",100,29
"Douglas","1","COORD-0142",100,31
"Douglas","1","COORD-0143",100,37
"Douglas","1","COORD-0144",100,46
"Douglas","1","COORD-0145",100,31
"Douglas","1","COORD-0146",100,37
"Douglas","1","COORD-0147",100,31
"Douglas","1","COORD-0148",100,37
"Douglas","1","COORD-0149",100,31
"Douglas","1","COORD-0150",100,34
"Douglas","1","COORD-0151",100,23
"Douglas","1","COORD-0152",100,27
"Douglas","1","COORD-0153",100,29
"Douglas","1","COORD-0154",100,31
"Douglas","1","COORD-0155",100,25
"Douglas","1","COORD-0156",100,27
"Douglas","1","COORD-0157",100,47
"Douglas","1","COORD-0158",100,27
"Douglas","1","COORD-0159",100,27
"Douglas","1","COORD-0160",100,29
"Douglas","1","COORD-0161",100,29
"Douglas","1","COORD-0162",100,29
"Douglas","1","COORD-0163",100,27
"Douglas","1","COORD-0164",100,31
"Douglas","1","COORD-0165",100,29
"Douglas","1","COORD-0166",100,27
"Douglas","1","COORD-0167",100,29
"Douglas","1","COORD-0168",100,31
"Douglas","1","COORD-0169",100,29
"Douglas","1","COORD-0170",100,31
"Douglas","1","COORD-0171",100,29
"Douglas","1","COORD-0172",100,25
"Douglas","1","COORD-0173",100,25
"Douglas","1","COORD-0174",100,27
"Douglas","1","COORD-0175",100,27
"Douglas","1","COORD-0176",100,27
"Douglas","1","COORD-0177",100,27
"Douglas","1","COORD-0178",93,23
"Douglas","1","COORD-0179",100,15
"Douglas","1","COORD-0180",100,23
"Douglas","1","COORD-0181",100,23
"Douglas","1","COORD-0182",100,27
"Douglas","1","COORD-0183",100,23
"Douglas","1","COORD-0184",100,25
"Douglas","1","COORD-0185",100,23
"Douglas","1","COORD-0186",100,23
"Douglas","1","COORD-0187",100,35
"Douglas","1","COORD-0188",100,35
"Douglas","1","COORD-0189",55,27
"Douglas","1","COORD-0190",100,39
"Douglas","1","COORD-0191",100,39
"Douglas","1","COORD-0192",100,34
"Douglas","1","COORD-0193",100,35
"Douglas","1","COORD-0194",100,35
"Douglas","1","COORD-0195",100,39
"Douglas","1","COORD-0196",100,27
"Douglas","1","COORD-0197",100,27
"Douglas","1","COORD-0198",100,35
"Douglas","1","COORD-0199",100,35
"Douglas","1","COORD-0200",32,35
"Douglas","1","COORD-0201",100,35
"Douglas","1","COORD-0202",100,27
"Douglas","1","COORD-0203",100,39
"Douglas","1","COORD-0204",100,35
"Douglas","1","COORD-0205",100,39
"Douglas","1","COORD-0206",99,61
"Douglas","1","COORD-0207",100,39
"Douglas","1","COORD-0208",100,37
