County,Tabulator,Batch,# of Ballots,Location
Adams,101,1,100,Box 101-1
Adams,101,2,100,Box 101-1
Adams,101,3,100,Box 101-1
Adams,101,4,99,Box 101-1
Adams,101,5,100,Box 101-1
Adams,101,6,99,Box 101-1
Adams,101,7,100,Box 101-1
Adams,101,8,99,Box 101-1
Adams,101,9,79,Box 101-1
Adams,101,10,100,Box 101-1
Adams,101,11,82,Box 101-1
Adams,101,12,100,Box 101-1
Adams,101,13,99,Box 101-2
Adams,101,14,100,Box 101-2
Adams,101,15,100,Box 101-2
Adams,101,16,99,Box 101-2
Adams,101,17,100,Box 101-2
Adams,101,18,100,Box 101-2
Adams,101,19,100,Box 101-2
Adams,101,20,100,Box 101-2
Adams,101,21,52,Box 101-2
Adams,101,22,100,Box 101-2
Adams,101,23,100,Box 101-2
Adams,101,24,100,Box 101-2
Adams,101,25,100,Box 101-3
Adams,101,26,77,Box 101-3
Adams,101,27,74,Box 101-3
Adams,101,28,100,Box 101-3
Adams,101,29,100,Box 101-3
Adams,101,30,100,Box 101-3
Adams,101,31,100,Box 101-3
Adams,101,32,77,Box 101-3
Adams,101,33,100,Box 101-3
Adams,101,34,85,Box 101-3
Adams,101,35,84,Box 101-3
Adams,101,36,40,Box 101-3
Adams,101,37,100,Box 101-4
Adams,101,38,99,Box 101-4
Adams,101,39,98,Box 101-4
Adams,101,40,79,Box 101-4
Adams,101,41,100,Box 101-4
Adams,101,42,100,Box 101-4
Adams,101,43,100,Box 101-4
Adams,101,44,100,Box 101-4
Adams,101,45,100,Box 101-4
Adams,101,46,100,Box 101-4
Adams,101,47,97,Box 101-4
Adams,101,48,99,Box 101-4
Adams,101,49,104,Box 101-5
Adams,101,50,96,Box 101-5
Adams,101,51,99,Box 101-5
Adams,101,52,100,Box 101-5
Adams,101,53,100,Box 101-5
Adams,101,54,83,Box 101-5
Adams,101,55,58,Box 101-5
Adams,101,56,98,Box 101-5
Adams,101,57,99,Box 101-5
Adams,101,58,100,Box 101-5
Adams,101,59,103,Box 101-5
Adams,101,60,100,Box 101-5
Adams,101,61,100,Box 101-5
Adams,101,62,100,Box 101-6
Adams,101,63,100,Box 101-6
Adams,101,64,100,Box 101-6
Adams,101,65,100,Box 101-6
Adams,101,66,100,Box 101-6
Adams,101,67,100,Box 101-6
