County,Tabulator ID,Batch,# of Ballot Cards,Location/Box #
Mesa ,402,4001,100,401
Mesa ,402,4002,8,401
Mesa ,402,4003,97,401
Mesa ,402,4004,97,401
Mesa ,402,4005,98,401
Mesa ,402,4006,99,401
Mesa ,402,4007,96,401
Mesa ,402,4008,98,401
Mesa ,402,4009,96,401
Mesa ,402,4010,98,401
Mesa ,402,4011,9,401
Mesa ,402,4012,100,401
Mesa ,402,4013,100,401
Mesa ,402,4014,23,401
Mesa ,402,4015,100,401
Mesa ,402,4016,100,401
Mesa ,402,4017,100,401
Mesa ,402,4018,100,401
Mesa ,402,4019,52,401
Mesa ,402,4020,6,402
Mesa ,402,4021,98,402
Mesa ,402,4022,99,402
Mesa ,402,4023,25,402
Mesa ,402,4024,98,402
Mesa ,402,4025,100,402
Mesa ,402,4026,99,402
Mesa ,402,4027,100,402
Mesa ,402,4028,3,402
Mesa ,402,4029,99,402
Mesa ,402,4030,100,402
Mesa ,402,4031,100,402
Mesa ,402,4032,100,402
Mesa ,402,4033,99,402
Mesa ,402,4034,98,402
Mesa ,402,4035,95,402
Mesa ,402,4036,99,402
Mesa ,402,4037,100,402
Mesa ,402,4038,3,402
Mesa ,402,4039,2,403
Mesa ,402,4040,13,403
Mesa ,402,4041,100,403
Mesa ,402,4042,100,403
Mesa ,402,4043,62,403
Mesa ,402,4044,16,403
Mesa ,402,4045,14,403
Mesa ,402,4046,9,403
Mesa ,402,4047,5,403
Mesa ,402,4048,10,403
Mesa ,402,4049,97,403
Mesa ,402,4050,73,403
Mesa ,402,4051,78,403
Mesa ,402,4052,100,403
Mesa ,402,4053,98,403
Mesa ,402,4054,99,403
Mesa ,402,4055,100,403
Mesa ,402,4056,86,403
Mesa ,402,4057,99,403
Mesa ,402,4058,100,403
Mesa ,402,4059,99,403
Mesa ,402,4060,99,403
Mesa ,402,4061,7,403
Mesa ,402,4062,10,403
Mesa ,402,4063,2,403
Mesa ,402,4064,7,403
Mesa ,402,4065,9,403
Mesa ,402,4066,13,403
Mesa ,402,4067,6,403
Mesa ,402,4068,5,403
Mesa ,402,4069,2,403
Mesa ,402,4070,14,403
Mesa ,402,4071,70,403
Mesa ,402,4072,31,404
Mesa ,402,4073,98,404
Mesa ,402,4074,100,404
Mesa ,402,4075,66,404
Mesa ,402,4076,98,404
Mesa ,402,4077,100,404
Mesa ,402,4078,100,404
Mesa ,402,4079,49,404
Mesa ,402,4080,28,404
Mesa ,402,4081,100,404
Mesa ,402,4082,99,404
Mesa ,402,4083,6,404
Mesa ,402,4084,5,404
Mesa ,402,4085,14,404
Mesa ,402,4086,7,404
Mesa ,402,4087,99,404
Mesa ,402,4088,99,404
Mesa ,402,4089,100,404
Mesa ,402,4090,100,404
Mesa ,402,4091,97,404
Mesa ,402,4092,98,404
Mesa ,402,4093,20,404
Mesa ,402,4094,100,405
Mesa ,402,4095,100,405
Mesa ,402,4096,86,405
Mesa ,402,4097,100,405
Mesa ,402,4098,6,405
Mesa ,402,4099,100,405
Mesa ,402,4100,100,405
Mesa ,402,4101,97,405
Mesa ,402,4102,100,405
Mesa ,402,4103,96,405
Mesa ,402,4104,100,405
Mesa ,402,4105,72,405
Mesa ,402,4106,100,405
Mesa ,402,4107,100,405
Mesa ,402,4108,99,405
Mesa ,402,4109,100,405
Mesa ,402,4110,46,405
Mesa ,402,4111,18,405
Mesa ,402,4112,21,406
Mesa ,402,4113,98,406
Mesa ,402,4114,99,406
Mesa ,402,4115,100,406
Mesa ,402,4116,45,406
Mesa ,402,4117,1,406
Mesa ,402,4118,17,406
Mesa ,402,4119,100,406
Mesa ,402,4120,100,406
Mesa ,402,4121,100,406
Mesa ,402,4122,100,406
Mesa ,402,4123,98,406
Mesa ,402,4124,100,406
Mesa ,402,4125,100,406
Mesa ,402,4126,99,406
Mesa ,402,4127,99,406
Mesa ,402,4128,3,406
Mesa ,402,4129,74,406
Mesa ,402,4130,84,406
Mesa ,402,4131,6,406
Mesa ,402,4132,17,406
Mesa ,402,4133,99,407
Mesa ,402,4134,99,407
Mesa ,402,4135,100,407
Mesa ,402,4136,100,407
Mesa ,402,4137,100,407
Mesa ,402,4138,7,407
Mesa ,402,4139,22,407
Mesa ,402,4140,100,407
Mesa ,402,4141,1,407
Mesa ,402,4142,4,407
Mesa ,402,4143,100,407
Mesa ,402,4144,100,407
Mesa ,402,4145,86,407
Mesa ,402,4146,18,407
Mesa ,402,4147,100,407
Mesa ,402,4148,100,407
Mesa ,402,4149,100,407
Mesa ,402,4150,99,407
Mesa ,402,4151,99,407
Mesa ,402,4152,100,407
Mesa ,402,4153,100,407
Mesa ,402,4154,2,408
Mesa ,402,4155,99,408
Mesa ,402,4156,100,408
Mesa ,402,4157,11,408
Mesa ,402,4158,100,408
Mesa ,402,4159,100,408
Mesa ,402,4160,21,408
Mesa ,402,4161,99,408
Mesa ,402,4162,99,408
Mesa ,402,4163,100,408
Mesa ,402,4164,98,408
Mesa ,402,4165,7,408
Mesa ,402,4166,97,408
Mesa ,402,4167,89,408
Mesa ,402,4168,96,408
Mesa ,402,4169,99,408
Mesa ,402,4170,100,408
Mesa ,402,4171,21,408
Mesa ,402,4172,98,408
Mesa ,402,4173,6,408
Mesa ,402,4174,100,408
Mesa ,402,4175,18,408
Mesa ,402,4176,100,408
Mesa ,402,4177,100,408
Mesa ,402,4178,98,408
Mesa ,402,4179,100,408
Mesa ,402,4180,11,408
Mesa ,402,4181,8,409
Mesa ,402,4182,30,409
Mesa ,402,4183,99,409
Mesa ,402,4184,100,409
Mesa ,402,4185,99,409
Mesa ,402,4186,100,409
Mesa ,402,4187,100,409
Mesa ,402,4188,99,409
Mesa ,402,4189,4,409
Mesa ,402,4190,26,409
Mesa ,402,4191,98,409
Mesa ,302,3001,99,301
Mesa ,302,3002,13,301
Mesa ,302,3003,96,301
Mesa ,302,3004,12,301
Mesa ,302,3005,97,301
Mesa ,302,3006,7,301
Mesa ,302,3007,99,301
Mesa ,302,3008,97,301
Mesa ,302,3009,98,301
Mesa ,302,3010,99,301
Mesa ,302,3011,98,301
Mesa ,302,3012,1,301
Mesa ,302,3013,2,301
Mesa ,302,3014,100,301
Mesa ,302,3015,24,301
Mesa ,302,3016,99,301
Mesa ,302,3017,100,301
Mesa ,302,3018,100,301
Mesa ,302,3019,75,301
Mesa ,302,3020,6,301
Mesa ,302,3021,98,301
