County,Device ID,Batch,# of Ballots,Location
Delta,201,1,38,1
Delta,201,2,50,1
Delta,201,3,50,1
Delta,201,4,50,1
Delta,201,5,23,1
Delta,201,6,52,1
Delta,201,7,50,1
Delta,201,8,42,1
Delta,201,9,52,1
Delta,201,10,45,1
Delta,201,11,47,1
Delta,201,12,28,1
Delta,201,13,49,1
Delta,201,14,50,1
Delta,201,15,50,1
Delta,201,16,50,1
Delta,201,17,50,1
Delta,201,18,49,1
Delta,201,19,50,1
Delta,201,20,51,1
Delta,201,21,50,1
Delta,201,22,28,1
Delta,201,23,50,1
Delta,201,24,50,1
Delta,201,25,50,1
Delta,201,26,50,1
Delta,201,27,46,1
Delta,201,28,45,1
Delta,201,29,49,1
Delta,201,30,50,1
Delta,201,31,52,1
Delta,201,32,52,1
Delta,201,33,50,1
Delta,201,34,50,1
Delta,201,35,50,1
Delta,201,36,51,1
Delta,201,37,50,1
Delta,201,38,50,1
Delta,201,39,50,1
Delta,201,40,50,1
Delta,201,41,53,1
Delta,201,42,50,1
Delta,201,43,53,1
Delta,201,44,50,1
Delta,201,45,50,1
Delta,201,46,50,1
Delta,201,47,50,1
Delta,201,48,50,1
Delta,201,49,46,2
Delta,201,50,47,2
Delta,201,51,39,2
Delta,201,52,47,2
Delta,201,53,49,2
Delta,201,54,50,2
Delta,201,55,45,2
Delta,201,56,24,2
Delta,201,57,50,2
Delta,201,58,50,2
Delta,201,59,50,2
Delta,201,60,50,2
Delta,201,61,50,2
Delta,201,62,58,2
Delta,201,63,50,2
Delta,201,64,50,2
Delta,201,65,52,2
Delta,201,66,57,2
Delta,201,67,50,2
Delta,201,68,50,2
Delta,201,69,52,2
Delta,201,70,50,2
Delta,201,71,48,2
Delta,201,72,49,2
Delta,201,73,50,2
Delta,201,74,8,2
Delta,201,75,44,2
Delta,201,76,48,2
Delta,201,77,49,2
Delta,201,78,50,2
Delta,201,79,51,2
Delta,201,80,51,2
Delta,201,81,52,2
Delta,201,82,20,2
Delta,201,83,47,2
Delta,201,84,50,2
Delta,201,85,50,2
Delta,201,86,50,2
Delta,201,87,50,2
Delta,201,88,50,2
Delta,201,89,50,2
Delta,201,90,45,2
Delta,201,91,55,2
Delta,201,92,50,2
Delta,201,93,40,2
Delta,201,94,56,2
Delta,201,95,17,2
Delta,201,96,50,3
Delta,201,97,45,3
Delta,201,98,48,3
Delta,201,99,49,3
Delta,201,100,47,3
Delta,201,101,30,3
Delta,201,102,48,3
Delta,201,103,48,3
Delta,201,104,51,3
Delta,201,105,50,3
Delta,201,106,26,3
Delta,201,107,50,3
Delta,201,108,50,3
Delta,201,109,50,3
Delta,201,110,50,3
Delta,201,111,50,3
Delta,201,112,51,3
Delta,201,113,50,3
Delta,201,114,31,3
Delta,201,115,50,3
Delta,201,116,25,3
Delta,201,117,17,3
Delta,201,118,50,3
Delta,201,119,50,3
Delta,201,120,30,3
Delta,201,121,47,3
Delta,201,122,49,3
Delta,201,123,29,3
Delta,201,124,47,3
Delta,201,125,16,3
Delta,201,126,24,3
Delta,201,127,51,3
Delta,201,128,46,3
Delta,201,129,34,3
Delta,201,130,49,3
Delta,201,131,50,3
Delta,201,132,50,3
Delta,201,133,52,3
Delta,201,134,52,3
Delta,201,135,17,3
Delta,201,136,51,3
Delta,201,137,50,3
Delta,201,138,52,3
Delta,201,139,43,3
Delta,201,140,49,3
Delta,201,141,52,3
Delta,201,142,50,3
Delta,201,143,64,4
Delta,201,144,51,4
Delta,201,145,50,4
Delta,201,146,41,4
Delta,201,147,56,4
Delta,201,148,51,4
Delta,201,149,49,4
Delta,201,150,60,4
Delta,201,151,61,4
Delta,201,152,7,4
Delta,201,153,50,4
Delta,201,154,34,4
Delta,201,155,25,4
Delta,201,156,12,4
Delta,201,157,64,4
Delta,201,158,40,4
Delta,201,159,13,4
Delta,201,160,31,4
Delta,201,161,34,4
Delta,201,162,8,4
Delta,201,163,41,4
Delta,201,164,55,4
Delta,201,165,58,4
Delta,201,166,41,4
Delta,201,167,22,4
Delta,201,168,2,4
Delta,201,169,71,4
Delta,201,170,30,4
Delta,201,171,2,4
Delta,201,172,32,4
Delta,201,173,38,4
Delta,201,174,49,4
