name,filename,type,approx_count,size,status,timestamp,computed_hash,submitted_hash
Jackson,CVR_Export_20240703123448.csv,manifest,565,75768,FAILED,2024-07-03 13:17:12.235449,52E2EF6DB834846B2278F4351167D1F4DF61A9BBCC0BAF0EDF1EE8B1E7287BE6,52E2EF6DB834846B2278F4351167D1F4DF61A9BBCC0BAF0EDF1EE8B1E7287BE6
Gilpin,modified CVR_Export_20240704103052.xlsx,manifest,1295,172195,FAILED,2024-07-04 11:19:47.292409,9CE420A1417CD4F3028609B632FAACA604BFD6B828D4A4C7E014258B01575C82,9CE420A1417CD4F3028609B632FAACA604BFD6B828D4A4C7E014258B01575C82
Montezuma,Modified_CVR_Export_20240703144341.csv,manifest,5400,442469,HASH_MISMATCH,2024-07-03 15:42:49.483955,50EB7A8218875BFBE6F5CDB98201F1151150EB73C13AAF9B536947ABF5208CCF,652641C47BF40CB05ABA0A563EE7B50962608589
Montezuma,Modified_CVR_Export_20240703144341.csv,manifest,5400,442469,HASH_MISMATCH,2024-07-03 15:43:07.822881,50EB7A8218875BFBE6F5CDB98201F1151150EB73C13AAF9B536947ABF5208CCF,652641C47BF40CB05ABA0A563EE7B50962608589
Montezuma,Modified_CVR_Export_20240703144341.csv,manifest,5400,442469,HASH_MISMATCH,2024-07-03 15:43:37.93304,50EB7A8218875BFBE6F5CDB98201F1151150EB73C13AAF9B536947ABF5208CCF,652641C47BF40CB05ABA0A563EE7B50962608589
Montezuma,Modified_CVR_Export_20240703144341.csv,manifest,5400,442469,HASH_MISMATCH,2024-07-03 15:49:18.15127,50EB7A8218875BFBE6F5CDB98201F1151150EB73C13AAF9B536947ABF5208CCF,652641C47BF40CB05ABA0A563EE7B50962608589
Broomfield,Broomfield_Ballot Manifest_2024 State Primary.csv,manifest,245,7021,HASH_MISMATCH,2024-07-03 17:24:14.590315,7CB6C16C4A392E9D358931BEF950AAAE74B9E3734F8C0B6F94C763AAFFBA4FAF,2FDD1BFC9091696B6913EA0E02738CE0CFB32CFFE16256B50FA7B597B14CAAA3
Broomfield,Broomfield_Ballot Manifest_2024 State Primary.csv,manifest,244,6994,HASH_MISMATCH,2024-07-03 17:26:46.373064,1DFA6DD1EB7BD49D7E7C318231E125AF91A022D781A702B32F81F6998420CBDA,2FDD1BFC9091696B6913EA0E02738CE0CFB32CFFE16256B50FA7B597B14CAAA3
Dolores,Ballot Manifest.csv,manifest,27,869,HASH_MISMATCH,2024-07-05 09:47:32.503323,A7A3849983913CA007F979E13EA6317F80CF6F8941C0F9FBE1D7B82033656321,5298DD1688126792029DA7B6631D4D1C6B342CA5AD0F64EFD5D804596E5E6BFB
Yuma,Hash Values.doc,manifest,57,22528,HASH_MISMATCH,2024-07-05 10:32:16.642592,B7B80833198E0577D10DED76548C4E9561168353C6F517E821A57C408037E7C5,""
Garfield,election2024JunePrimary.co.csv,manifest,0,0,HASH_MISMATCH,2024-07-05 10:47:06.131309,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,3B423B505559F3B9CEBDE1E04ADDCCB9D26266D3
Garfield,2024 Primary Ballot Manifest.csv,manifest,189,5129,HASH_MISMATCH,2024-07-05 10:48:17.229061,386E1EBE6A0473F150FC9860B6F33F9A60745824DEAEC5E9168DA5F188C54B30,84CC3820FC77EE56263E1CC2400B12E3E326FE95
Garfield,election2024JunePrimary.co.csv,manifest,0,0,HASH_MISMATCH,2024-07-05 10:52:27.916298,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,9CC0B1D6DA491B429035641E7E341921B5A77A8DA26650A526A06A1E09A44151
Grand,CVR_Export_20240705102826_Modified.csv,manifest,17,2960,HASH_MISMATCH,2024-07-05 11:06:22.672261,9D9BDDDBAFFC233FD47529D02BE05DB0881D0A88FEE6870BF80809648D40F11C,E08C8726B420D7C08BCB58FD9FA02A8D8C0FBED958C4CC7DFD2060DB77BBEA24
Pueblo,BallotManifest_2024 Pueblo County Primary.csv,manifest,592,12353,HASH_MISMATCH,2024-07-05 13:20:30.084273,03204E9DBAF846E623837D1B9284C6CABEF53233683281742AD12DC8F2FB8BA4,D1B35FA2DDCEF7971EB3A765C6C0B1F66DDA22D6551D73067524EFB121535653
Pueblo,BallotManifest_2024 Pueblo County Primary.csv,manifest,592,12353,HASH_MISMATCH,2024-07-05 13:20:45.840168,03204E9DBAF846E623837D1B9284C6CABEF53233683281742AD12DC8F2FB8BA4,D1B35FA2DDCEF7971EB3A765C6C0B1F66DDA22D6551D73067524EFB121535653
