contest_name,choice,votes
State Representative - District 11 - DEM,Karen McCormick,10186
State Representative - District 11 - REP,Kathy Reeves,2349
State Representative - District 11 - REP,Terri Goon,1623
State Representative - District 12 - DEM,Kyle Brown,13845
State Representative - District 12 - REP,Mark Milliman,1617
State Representative - District 12 - REP,Robert Mahler,1026
State Representative - District 13 - DEM,Julie McCluskie,7871
State Representative - District 13 - REP,Dave Williams,5961
State Representative - District 14 - DEM,"Katherine ""Kat"" Gayle",5830
State Representative - District 14 - REP,Rose Pugliese,12503
State Representative - District 15 - DEM,Jeff K. Livingston,3862
State Representative - District 15 - REP,Scott Bottoms,7437
State Representative - District 16 - DEM,Steph Vigil,5708
State Representative - District 16 - REP,Rebecca Keltie,7045
State Representative - District 17 - DEM,Regina English,3116
State Representative - District 17 - REP,Elizabeth Riggs,2798
State Representative - District 18 - DEM,Amy T. Paschal,6615
State Representative - District 18 - REP,James R. Boelens Jr.,7917
State Representative - District 19 - DEM,Jennifer Lea Parenti,6937
State Representative - District 19 - REP,Dan Woog,6387
State Representative - District 1 - DEM,Javier Mabrey,5908
State Representative - District 1 - REP,Barbara DeHaan,2145
State Representative - District 20 - DEM,Arik Dougherty,4035
State Representative - District 20 - REP,Jarvis Caldwell,11315
State Representative - District 20 - REP,Jason Lupo,5865
State Representative - District 21 - DEM,Liz Rosenbaum,2879
State Representative - District 21 - REP,Mary Bradfield,2748
State Representative - District 21 - REP,Bill Garlington,1917
State Representative - District 21 - REP,Jan Koester,1159
State Representative - District 22 - DEM,Michael M. Pierson,4629
State Representative - District 22 - REP,Ken deGraaf,9523
State Representative - District 23 - DEM,Monica Irasema Duran,8588
State Representative - District 24 - DEM,Lisa Feret,9944
State Representative - District 24 - REP,Gwen Henderson,5587
State Representative - District 25 - DEM,Tammy Story,8556
State Representative - District 25 - REP,George B. Mumma Jr,6444
State Representative - District 26 - DEM,Meghan Lukens,6423
State Representative - District 26 - REP,Nathan Butler,5029
State Representative - District 27 - DEM,Brianna Titone,9419
State Representative - District 27 - REP,Ed Cox,5051
State Representative - District 28 - DEM,Sheila Lieder,6998
State Representative - District 28 - REP,Peter Boddie,5308
State Representative - District 29 - DEM,Shannon Bird,8526
State Representative - District 29 - REP,Evan Shields Hunt,4413
State Representative - District 2 - DEM,Steven Woodrow,11694
State Representative - District 2 - REP,Michael F. DiManna,2015
State Representative - District 30 - DEM,Rebekah Stewart,5657
State Representative - District 30 - DEM,Kyra deGruy Kennedy,4103
State Representative - District 30 - REP,Ramey Johnson,3584
State Representative - District 31 - DEM,"Jacqueline ""Jacque"" Phillips",2620
State Representative - District 31 - DEM,Julia Marvin,2210
State Representative - District 31 - REP,Heidi Pitchforth,2652
State Representative - District 32 - DEM,Manny Rutinel,3426
State Representative - District 33 - DEM,William Lindstedt,8710
State Representative - District 33 - REP,Michael Martinez,5230
State Representative - District 34 - DEM,Jenny Willford,5661
State Representative - District 34 - REP,Craig Sullivan,4161
State Representative - District 35 - DEM,Lorena Garcia,4327
State Representative - District 35 - REP,Lee J Knoll,2101
State Representative - District 36 - DEM,Michael Carter,3705
State Representative - District 36 - DEM,Bryan Lindstrom,2331
State Representative - District 37 - DEM,Chad Clifford,6897
State Representative - District 37 - REP,Danny D. Moore,4583
State Representative - District 38 - DEM,Gretchen Jeannette Rydin,8051
State Representative - District 38 - REP,Jeffrey Patty,5576
State Representative - District 39 - DEM,Eric Brody,7055
State Representative - District 39 - REP,Brandi Bradley,13499
State Representative - District 3 - DEM,Meg Froelich,6573
State Representative - District 3 - REP,Mickey Neal,2669
State Representative - District 40 - DEM,Naquetta Ricks,6425
State Representative - District 40 - REP,Darryl Gibbs,3708
State Representative - District 41 - DEM,Iman Jodeh,6796
State Representative - District 41 - REP,Rob McKenna,3119
State Representative - District 42 - DEM,Mandy Lindsay,4771
State Representative - District 43 - DEM,Bob Marshall,8013
State Representative - District 43 - REP,Matt Burcham,6606
State Representative - District 43 - REP,Lora Thomas,5756
State Representative - District 44 - DEM,Alyssa Nilemo,5688
State Representative - District 44 - REP,Anthony Hartsook,9739
State Representative - District 45 - DEM,Chad Cox,6247
State Representative - District 45 - REP,Max Brooks,7949
State Representative - District 45 - REP,Bill Jack,6317
State Representative - District 46 - DEM,Tisha Mauro,7380
State Representative - District 46 - REP,Kim Swearingen,4768
State Representative - District 46 - REP,Christina Rae Mascarenas,2156
State Representative - District 47 - DEM,Elizabeth Bulthuis,4729
State Representative - District 47 - REP,Ty S. Winter,9864
State Representative - District 48 - REP,Carlos Barron,5967
State Representative - District 49 - DEM,Lesley Smith,9800
State Representative - District 49 - DEM,Max Woodfin,3773
State Representative - District 49 - REP,Steve Ferrante,5890
State Representative - District 4 - DEM,Cecelia Espenoza,5589
State Representative - District 4 - DEM,Timothy Mariano Hernandez,4920
State Representative - District 4 - REP,Jack Daus,1047
State Representative - District 50 - DEM,Mary Young,2256
State Representative - District 50 - REP,Ryan Gonzalez,2772
State Representative - District 51 - DEM,Sarah McKeen,7673
State Representative - District 51 - REP,Ron Weinberg,10182
State Representative - District 52 - DEM,Yara Zokaie,8010
State Representative - District 52 - DEM,Ethnie Treick,4424
State Representative - District 53 - DEM,Andy Boesenecker,7473
State Representative - District 53 - REP,Donna Walter,2429
State Representative - District 54 - REP,Matt Soper,13277
State Representative - District 55 - REP,Rick Taggart,11513
State Representative - District 56 - DEM,Alessandra A. Navetta,3401
State Representative - District 56 - REP,Chris Richardson,14701
State Representative - District 57 - DEM,Elizabeth Velasco,5972
State Representative - District 57 - REP,Caleb Waller,5179
State Representative - District 58 - DEM,Kathleen Curry,6550
State Representative - District 58 - REP,J. Mark Roeber,6282
State Representative - District 58 - REP,Larry Don Suckla,6235
State Representative - District 59 - DEM,Katie Stewart,7208
State Representative - District 59 - REP,Clark Craig,7670
State Representative - District 5 - DEM,Alex Valdez,6455
State Representative - District 5 - REP,Johnnie Wesley Johnson,729
State Representative - District 60 - DEM,Kathryn Green,4915
State Representative - District 60 - REP,Stephanie Luck,11267
State Representative - District 61 - DEM,Eliza Hamrick,6804
State Representative - District 61 - REP,Luis A. Moy,5276
State Representative - District 62 - DEM,Matthew Martinez,6543
State Representative - District 62 - REP,Carol Riggenbach,5418
State Representative - District 63 - DEM,Charles Alvarado,2160
State Representative - District 63 - REP,Dusty A Johnson,7622
State Representative - District 63 - REP,Brian Urdiales,4190
State Representative - District 64 - DEM,Mark K Matthews,4245
State Representative - District 64 - REP,Ryan Armagost,8922
State Representative - District 65 - DEM,Will Walters,5365
State Representative - District 65 - REP,Lori Garcia Sander,8765
State Representative - District 65 - REP,Trent Lane Leisy,5275
State Representative - District 6 - DEM,Sean Camacho,8889
State Representative - District 6 - DEM,Elisabeth Epps,5647
State Representative - District 6 - REP,Kyle Witter,1152
State Representative - District 7 - DEM,Jennifer Bacon,5337
State Representative - District 7 - REP,Tom Swift,821
State Representative - District 8 - DEM,Lindsay Gilchrist,12244
State Representative - District 8 - REP,Philip Borrelli,742
State Representative - District 9 - DEM,Emily Sirota,9113
State Representative - District 9 - REP,Tom Cowhick,1959
State Senator - District 10 - REP,Larry G. Liston,12466
State Senator - District 10 - REP,David Stiver,4533
State Senator - District 10 - REP,Rex Tonkins,3535
State Senator - District 12 - DEM,Marc Snyder,9810
State Senator - District 12 - REP,Stan VanderWerf,9091
State Senator - District 12 - REP,Adriana Cuva,6188
State Senator - District 13 - DEM,Matt Johnston,5101
State Senator - District 13 - REP,Scott Bright,7314
State Senator - District 14 - DEM,Cathy Kipp,16665
State Senator - District 14 - REP,Phoebe McWilliams,5892
State Senator - District 16 - DEM,Chris Kolker,14644
State Senator - District 16 - REP,Robyn Carnes,10943
State Senator - District 17 - DEM,Sonya Jaquez Lewis,19836
State Senator - District 17 - REP,Tom Van Lone,7208
State Senator - District 18 - DEM,Judy Amabile,21775
State Senator - District 18 - DEM,Jovita Schiffer,6694
State Senator - District 19 - DEM,Lindsey Daugherty,13378
State Senator - District 19 - DEM,Obi Ezeadi,7536
State Senator - District 19 - REP,Sam Bandimere,9995
State Senator - District 21 - DEM,Dafna Michaelson Jenet,6980
State Senator - District 21 - REP,Frederick Alfred Jr,6182
State Senator - District 23 - REP,Barb Kirkmeyer,14564
State Senator - District 23 - REP,Natalie Abshier,5671
State Senator - District 26 - DEM,Jeff Bridges,12768
State Senator - District 26 - REP,Bob Lane,5612
State Senator - District 28 - DEM,Mike Weissman,5838
State Senator - District 28 - DEM,Idris Keith,5134
State Senator - District 28 - REP,Pedro Espinoza,3397
State Senator - District 29 - DEM,Janet Buckner,11611
State Senator - District 29 - REP,Robert Tate,5133
State Senator - District 2 - DEM,Jennifer Brady,11118
State Senator - District 2 - REP,Lisa Frizell,15926
State Senator - District 2 - REP,Timothy Wesley Arvidson,8124
State Senator - District 31 - DEM,Chris Hansen,23007
State Senator - District 33 - DEM,James Coleman,15492
State Senator - District 33 - REP,Max Minnig,1416
State Senator - District 5 - DEM,Cole Buerger,9932
State Senator - District 5 - REP,Marc Catlin,14223
State Senator - District 6 - DEM,Vivian Smotherman,12930
State Senator - District 6 - REP,Cleave Alan Simpson,14590
Summit County Clerk and Recorder - DEM,Taryn Power,2367
Summit County Commissioner - District 1 - DEM,Eric S. Mamula,2397
Summit County Commissioner - District 1 - REP,Allen Bacher,985
Summit County Commissioner - District 2 - DEM,Tamara Pogue,2222
Summit County Commissioner - District 2 - REP,Bob Cottrell,992
Summit County Commissioner - District 2 - REP,Kevin Adamson,0
Summit County Commissioner - District 3 - DEM,Nina Waters,2223
Summit - State Board of Education Member - Congressional District 2 - DEM,Kathy Gebhardt,1414
Summit - State Board of Education Member - Congressional District 2 - DEM,Marisol Lynda Rodriguez,1005
Teller County Commissioner District 1 - REP,Dan Williams,3171
Teller County Commissioner District 3 - REP,Erik Stone,3164
Teller County Treasurer - REP,Krystal Brown,3209
Teller - District Attorney - 4th Judicial District - REP,Michael J. Allen,2200
Teller - District Attorney - 4th Judicial District - REP,David Willson,1049
Washington County Commissioner - District 2 - REP,Brandy Ward,836
Washington County Commissioner - District 2 - REP,Kent R Vance,728
Washington County Commissioner - District 3 - REP,Scott H. Ramey,1423
Weld County Commissioner - At-Large - REP,Perry L. Buck,21728
Weld County Commissioner - At-Large - REP,Lori A. Saine,12565
Weld County Commissioner - District 1 - REP,Jason S. Maxey,10480
Weld County Commissioner - District 3 - REP,"Lynette ""Kilpatrick"" Peppler",4693
Weld County Commissioner - District 3 - REP,Adrienne Sandoval,3513
Yuma County Commissioner - District 2 - REP,Scott Weaver,1481
Yuma County Commissioner - District 3 - REP,Mike Leerar,897
Yuma County Commissioner - District 3 - REP,Clint Monk,780
Yuma County Commissioner - District 3 - REP,Jessie Vance,382
