County,Tabulator,Batch,# of Ballots,Location
Otero,102,1,25,17
Otero,102,2,25,17
Otero,102,3,25,17
Otero,102,4,25,17
Otero,102,5,25,17
Otero,102,6,25,17
Otero,102,7,24,17
Otero,102,8,24,17
Otero,102,9,25,17
Otero,102,10,24,17
Otero,102,11,24,17
Otero,102,12,25,17
Otero,102,13,25,17
Otero,102,14,25,17
Otero,102,15,25,17
Otero,102,16,25,17
Otero,102,17,25,17
Otero,102,18,25,17
Otero,102,19,25,17
Otero,102,20,25,17
Otero,102,21,25,17
Otero,102,22,24,17
Otero,102,23,25,17
Otero,102,24,24,17
Otero,102,25,25,17
Otero,102,26,25,17
Otero,102,27,24,17
Otero,102,28,25,17
Otero,102,29,25,17
Otero,102,30,25,17
Otero,102,31,25,17
Otero,102,32,21,17
Otero,102,33,25,17
Otero,102,34,25,17
Otero,102,35,25,17
Otero,102,36,25,17
Otero,102,37,25,17
Otero,102,38,25,17
Otero,102,39,25,17
Otero,102,40,25,17
Otero,102,41,25,17
Otero,102,42,24,17
Otero,102,43,25,5
Otero,102,44,25,5
Otero,102,45,25,5
Otero,102,46,25,5
Otero,102,47,25,5
Otero,102,48,25,5
Otero,102,49,25,5
Otero,102,50,25,21
Otero,102,51,25,21
Otero,102,52,25,21
Otero,102,53,25,21
Otero,102,54,25,21
Otero,102,55,23,21
Otero,102,56,25,21
Otero,102,57,16,21
Otero,102,58,23,9
Otero,102,59,25,9
Otero,102,60,25,9
Otero,102,61,25,9
Otero,102,62,24,9
Otero,102,63,25,9
Otero,102,64,24,9
Otero,102,65,25,9
Otero,102,66,25,9
Otero,102,67,24,9
Otero,102,68,25,9
Otero,102,69,25,9
Otero,102,70,24,9
Otero,102,71,25,13
Otero,102,72,25,13
Otero,102,73,25,13
Otero,102,74,25,13
Otero,102,75,25,13
Otero,102,76,25,13
Otero,102,77,25,13
Otero,102,78,25,13
Otero,102,79,25,13
Otero,102,80,23,13
Otero,102,81,25,13
Otero,102,82,24,13
Otero,102,83,25,13
Otero,102,84,25,13
Otero,102,85,25,13
Otero,102,86,25,13
Otero,102,87,24,13
Otero,102,88,25,13
Otero,102,89,25,13
Otero,102,90,25,13
Otero,102,91,25,15
Otero,102,92,25,15
Otero,102,93,25,15
Otero,102,94,25,15
Otero,102,95,25,15
Otero,102,96,25,15
Otero,102,97,11,15
Otero,102,98,37,15
Otero,102,99,21,15
Otero,102,100,22,15
Otero,104,1,23,4
Otero,104,2,25,4
Otero,104,3,25,4
Otero,104,4,25,4
Otero,104,5,25,4
Otero,104,6,25,4
Otero,104,8,24,4
Otero,104,9,24,4
Otero,104,10,25,4
Otero,104,11,24,4
Otero,104,12,25,4
Otero,104,13,25,4
Otero,104,14,25,4
Otero,104,15,25,4
Otero,104,16,25,4
Otero,104,17,25,4
Otero,104,18,25,4
Otero,104,19,25,5
Otero,104,20,25,5
Otero,104,21,25,5
Otero,104,22,25,5
Otero,104,23,17,5
Otero,104,24,25,5
Otero,104,25,25,5
Otero,104,26,25,6
Otero,104,27,25,6
Otero,104,28,24,6
Otero,104,29,25,6
Otero,104,30,25,6
Otero,104,31,25,6
