County,Tabulator ID,Batch,# of Ballots,Location
Douglas,1,PRSP-0001,100,36
Douglas,1,PRSP-0002,100,68
Douglas,1,PRSP-0003,100,69
Douglas,1,PRSP-0004,99,36
Douglas,1,PRSP-0005,100,36
Douglas,1,PRSP-0006,99,56
Douglas,1,PRSP-0007,100,68
Douglas,1,PRSP-0008,100,37
Douglas,1,PRSP-0009,100,40
Douglas,1,PRSP-0010,100,54
Douglas,1,PRSP-0011,100,56
Douglas,1,PRSP-0012,100,68
Douglas,1,PRSP-0013,100,37
Douglas,1,PRSP-0014,100,36
Douglas,1,PRSP-0015,100,56
Douglas,1,PRSP-0016,100,6
Douglas,1,PRSP-0017,100,33
Douglas,1,PRSP-0018,100,33
Douglas,1,PRSP-0019,100,54
Douglas,1,PRSP-0020,100,36
Douglas,1,PRSP-0021,100,52
Douglas,1,PRSP-0022,93,33
Douglas,1,PRSP-0023,100,37
Douglas,1,PRSP-0024,100,68
Douglas,1,PRSP-0025,100,36
Douglas,1,PRSP-0026,100,52
Douglas,1,PRSP-0027,100,4
Douglas,1,PRSP-0028,100,70
Douglas,1,PRSP-0029,100,36
Douglas,1,PRSP-0030,100,69
Douglas,1,PRSP-0031,100,68
Douglas,1,PRSP-0032,100,52
Douglas,1,PRSP-0033,100,65
Douglas,1,PRSP-0034,100,69
Douglas,1,PRSP-0035,100,65
Douglas,1,PRSP-0036,100,52
Douglas,1,PRSP-0037,100,36
Douglas,1,PRSP-0038,61,34
Douglas,1,PRSP-0039,100,34
Douglas,1,PRSP-0040,100,17
Douglas,1,PRSP-0041,100,52
Douglas,1,PRSP-0042,100,34
Douglas,1,PRSP-0043,100,68
Douglas,1,PRSP-0044,100,65
Douglas,1,PRSP-0045,100,68
Douglas,1,PRSP-0046,100,4
Douglas,1,PRSP-0047,100,68
Douglas,1,PRSP-0048,100,69
Douglas,1,PRSP-0049,100,70
Douglas,1,PRSP-0050,100,34
Douglas,1,PRSP-0051,100,56
Douglas,1,PRSP-0052,100,37
Douglas,1,PRSP-0053,100,34
Douglas,1,PRSP-0054,100,56
Douglas,1,PRSP-0055,100,54
Douglas,1,PRSP-0056,100,34
Douglas,1,PRSP-0057,100,6
Douglas,1,PRSP-0058,100,33
Douglas,1,PRSP-0059,100,6
Douglas,1,PRSP-0060,100,4
Douglas,1,PRSP-0061,100,34
Douglas,1,PRSP-0062,100,70
Douglas,1,PRSP-0063,100,6
Douglas,1,PRSP-0064,100,52
Douglas,1,PRSP-0065,100,56
Douglas,1,PRSP-0066,100,52
Douglas,1,PRSP-0067,75,54
Douglas,1,PRSP-0068,99,69
Douglas,1,PRSP-0069,99,42
Douglas,1,PRSP-0070,100,34
Douglas,1,PRSP-0071,100,54
Douglas,1,PRSP-0072,100,52
Douglas,1,PRSP-0073,100,4
Douglas,1,PRSP-0074,100,52
Douglas,1,PRSP-0075,100,33
Douglas,1,PRSP-0076,100,33
Douglas,1,PRSP-0077,100,54
Douglas,1,PRSP-0078,100,54
Douglas,1,PRSP-0079,100,6
Douglas,1,PRSP-0080,101,36
Douglas,1,PRSP-0081,100,34
Douglas,1,PRSP-0082,100,34
Douglas,1,PRSP-0083,100,54
Douglas,1,PRSP-0084,100,71
Douglas,1,PRSP-0085,100,34
Douglas,1,PRSP-0086,100,52
Douglas,1,PRSP-0087,100,54
Douglas,1,PRSP-0088,100,33
Douglas,1,PRSP-0089,100,52
Douglas,1,PRSP-0090,100,56
Douglas,1,PRSP-0091,100,33
Douglas,1,PRSP-0092,100,65
Douglas,1,PRSP-0093,100,65
Douglas,1,PRSP-0094,100,17
Douglas,1,PRSP-0095,99,52
Douglas,1,PRSP-0096,100,68
Douglas,1,PRSP-0097,100,34
Douglas,1,PRSP-0098,100,4
Douglas,1,PRSP-0099,100,4
Douglas,1,PRSP-0100,100,52
Douglas,1,PRSP-0101,100,4
