County,Tabulator ID,Batch,# of Ballots,Location
Lake,2,1,10,Gray 3 Box
Lake,2,2,10,Gray 3 Box
Lake,2,3,10,Gray 3 Box
Lake,2,4,10,Gray 3 Box
Lake,2,5,10,Gray 3 Box
Lake,2,6,10,Gray 3 Box
Lake,2,7,10,Gray 3 Box
Lake,2,8,10,Gray 3 Box
Lake,2,9,10,Gray 3 Box
Lake,2,10,10,Gray 3 Box
Lake,2,11,10,Gray 3 Box
Lake,2,12,10,Gray 3 Box
Lake,2,13,10,Gray 3 Box
Lake,2,14,10,Gray 3 Box
Lake,2,15,10,Gray 3 Box
Lake,2,16,10,Gray 3 Box
Lake,2,17,10,Gray 3 Box
Lake,2,18,10,Gray 3 Box
Lake,2,19,10,Gray 3 Box
Lake,2,20,10,Gray 3 Box
Lake,2,21,10,Gray 3 Box
Lake,2,22,10,Gray 3 Box
Lake,2,23,10,Gray 3 Box
Lake,2,24,10,Gray 3 Box
Lake,2,25,10,Gray 3 Box
Lake,2,26,10,Gray 3 Box
Lake,2,27,10,Gray 3 Box
Lake,2,28,10,Gray 3 Box
Lake,2,29,10,Gray 3 Box
Lake,2,30,10,Gray 3 Box
Lake,2,31,10,Gray 3 Box
Lake,2,32,10,Gray 3 Box
Lake,2,33,10,Gray 3 Box
Lake,2,34,10,Gray 3 Box
Lake,2,35,10,Gray 3 Box
Lake,2,36,10,Gray 3 Box
Lake,2,37,10,Gray 3 Box
Lake,2,38,10,Gray 3 Box
Lake,2,39,10,Gray 3 Box
Lake,2,40,10,Gray 3 Box
Lake,2,41,10,Gray 3 Box
Lake,2,42,10,Gray 3 Box
Lake,2,43,10,Gray 3 Box
Lake,2,44,10,Gray 3 Box
Lake,2,45,10,Gray 3 Box
Lake,2,46,10,Gray 3 Box
Lake,2,47,10,Gray 3 Box
Lake,2,48,10,Gray 3 Box
Lake,2,49,10,Gray 3 Box
Lake,2,50,10,Gray 3 Box
Lake,2,51,10,Gray 3 Box
Lake,2,52,10,Gray 3 Box
Lake,2,53,10,Gray 3 Box
Lake,2,54,10,Gray 3 Box
Lake,2,55,10,Gray 3 Box
Lake,2,56,10,Gray 3 Box
Lake,2,57,10,Gray 3 Box
Lake,2,58,10,Gray 3 Box
Lake,2,59,10,Gray 3 Box
Lake,2,60,10,Gray 3 Box
Lake,2,61,10,Gray 3 Box
