County,Tabulator,Batch,# of Ballots,Location
Douglas,1,PRI-0001,27,20
Douglas,1,PRI-0002,97,20
Douglas,1,PRI-0003,97,20
Douglas,1,PRI-0004,92,20
Douglas,1,PRI-0005,98,22
Douglas,1,PRI-0006,100,20
Douglas,1,PRI-0007,99,20
Douglas,1,PRI-0008,95,20
Douglas,1,PRI-0009,95,20
Douglas,1,PRI-0010,100,40
Douglas,1,PRI-0011,100,22
Douglas,1,PRI-0012,100,22
Douglas,1,PRI-0013,100,22
Douglas,1,PRI-0014,100,20
Douglas,1,PRI-0015,100,22
Douglas,1,PRI-0016,100,22
Douglas,1,PRI-0017,100,40
Douglas,1,PRI-0018,100,20
Douglas,1,PRI-0019,100,22
Douglas,1,PRI-0020,100,27
Douglas,1,PRI-0021,100,22
Douglas,1,PRI-0022,43,22
Douglas,1,PRI-0023,100,22
Douglas,1,PRI-0024,100,20
Douglas,1,PRI-0025,100,22
Douglas,1,PRI-0026,100,37
Douglas,1,PRI-0027,100,22
Douglas,1,PRI-0028,100,22
Douglas,1,PRI-0029,100,22
Douglas,1,PRI-0030,100,22
Douglas,1,PRI-0031,100,27
Douglas,1,PRI-0032,100,20
Douglas,1,PRI-0033,100,20
Douglas,1,PRI-0034,100,20
Douglas,1,PRI-0035,100,20
Douglas,1,PRI-0036,100,20
Douglas,1,PRI-0037,100,27
Douglas,1,PRI-0038,100,27
Douglas,1,PRI-0039,100,40
Douglas,1,PRI-0040,100,27
Douglas,1,PRI-0041,100,30
Douglas,1,PRI-0042,100,40
Douglas,1,PRI-0043,100,27
Douglas,1,PRI-0044,100,27
Douglas,1,PRI-0045,100,20
Douglas,1,PRI-0046,100,22
Douglas,1,PRI-0047,100,22
Douglas,1,PRI-0048,100,27
Douglas,1,PRI-0049,100,27
Douglas,1,PRI-0050,100,30
Douglas,1,PRI-0051,100,40
Douglas,1,PRI-0052,100,40
Douglas,1,PRI-0053,100,30
Douglas,1,PRI-0054,100,27
Douglas,1,PRI-0055,100,30
Douglas,1,PRI-0056,100,30
Douglas,1,PRI-0057,100,20
Douglas,1,PRI-0058,100,40
Douglas,1,PRI-0059,100,27
Douglas,1,PRI-0060,100,30
Douglas,1,PRI-0061,100,22
Douglas,1,PRI-0062,100,37
Douglas,1,PRI-0063,100,40
Douglas,1,PRI-0064,100,37
Douglas,1,PRI-0065,100,40
Douglas,1,PRI-0066,100,27
Douglas,1,PRI-0067,100,40
Douglas,1,PRI-0068,100,40
Douglas,1,PRI-0069,100,27
Douglas,1,PRI-0070,99,37
Douglas,1,PRI-0071,100,40
Douglas,1,PRI-0072,100,22
Douglas,1,PRI-0073,100,27
Douglas,1,PRI-0074,100,27
Douglas,1,PRI-0075,100,40
Douglas,1,PRI-0076,100,27
Douglas,1,PRI-0077,100,30
Douglas,1,PRI-0078,100,27
Douglas,1,PRI-0079,100,27
Douglas,1,PRI-0080,100,40
Douglas,1,PRI-0081,100,27
Douglas,1,PRI-0082,100,27
Douglas,1,PRI-0083,100,27
Douglas,1,PRI-0084,100,27
Douglas,1,PRI-0085,100,27
Douglas,1,PRI-0086,58,27
Douglas,1,PRI-0087,100,27
Douglas,1,PRI-0088,100,40
Douglas,1,PRI-0089,100,27
Douglas,1,PRI-0090,100,27
Douglas,1,PRI-0091,100,27
Douglas,1,PRI-0092,100,27
Douglas,1,PRI-0093,100,40
Douglas,1,PRI-0094,97,37
Douglas,1,PRI-0095,94,30
Douglas,1,PRI-0096,96,30
Douglas,1,PRI-0097,98,36
Douglas,1,PRI-0098,98,20
Douglas,1,PRI-0099,97,20
Douglas,1,PRI-0100,98,36
Douglas,1,PRI-0101,98,37
Douglas,1,PRI-0102,100,49
Douglas,1,PRI-0103,93,36
Douglas,1,PRI-0104,100,37
Douglas,1,PRI-0105,94,36
Douglas,1,PRI-0106,97,36
Douglas,1,PRI-0107,100,50
Douglas,1,PRI-0108,97,50
Douglas,1,PRI-0109,99,49
Douglas,1,PRI-0110,97,36
Douglas,1,PRI-0111,96,39
Douglas,1,PRI-0112,99,37
Douglas,1,PRI-0113,99,20
Douglas,1,PRI-0114,94,20
Douglas,1,PRI-0115,96,20
Douglas,1,PRI-0116,99,37
Douglas,1,PRI-0117,98,37
Douglas,1,PRI-0118,97,37
Douglas,1,PRI-0119,94,37
Douglas,1,PRI-0120,97,37
Douglas,1,PRI-0121,97,37
Douglas,1,PRI-0122,98,37
Douglas,1,PRI-0123,98,37
Douglas,1,PRI-0124,96,37
Douglas,1,PRI-0125,95,30
Douglas,1,PRI-0126,99,37
Douglas,1,PRI-0127,98,37
Douglas,1,PRI-0128,100,37
Douglas,1,PRI-0129,37,37
Douglas,1,PRI-0130,100,49
Douglas,1,PRI-0131,100,45
Douglas,1,PRI-0132,99,49
Douglas,1,PRI-0133,100,30
Douglas,1,PRI-0134,100,45
Douglas,1,PRI-0135,100,49
Douglas,1,PRI-0136,100,36
Douglas,1,PRI-0137,100,45
Douglas,1,PRI-0138,100,36
Douglas,1,PRI-0139,100,20
Douglas,1,PRI-0140,100,20
Douglas,1,PRI-0141,100,20
Douglas,1,PRI-0142,100,39
Douglas,1,PRI-0143,100,20
Douglas,1,PRI-0144,100,20
Douglas,1,PRI-0145,67,45
Douglas,1,PRI-0146,100,30
Douglas,1,PRI-0147,100,30
Douglas,1,PRI-0148,100,36
Douglas,1,PRI-0149,99,39
Douglas,1,PRI-0150,100,41
Douglas,1,PRI-0151,100,30
Douglas,1,PRI-0152,100,30
