County,Device ID,Batch,# of Ballots,Location
Delta,1,1,25,1
Delta,1,2,11,1
Delta,1,3,25,1
Delta,1,4,25,1
Delta,1,5,24,1
Delta,1,6,25,1
Delta,1,7,25,1
Delta,1,8,25,1
Delta,1,9,25,1
Delta,1,10,25,1
Delta,1,11,25,1
Delta,1,12,25,1
Delta,1,13,24,1
Delta,1,14,25,1
Delta,1,15,25,1
Delta,1,16,25,1
Delta,1,17,25,1
Delta,1,18,25,1
Delta,1,19,25,1
Delta,1,20,25,1
Delta,1,21,25,1
Delta,1,22,25,1
Delta,1,23,25,1
Delta,1,24,25,1
Delta,1,25,18,1
Delta,1,26,25,1
Delta,1,27,24,1
Delta,1,28,24,1
Delta,1,29,16,1
Delta,1,30,24,1
Delta,1,31,25,1
Delta,1,32,25,1
Delta,1,33,25,1
Delta,1,34,25,1
Delta,1,35,25,1
Delta,1,36,19,1
Delta,1,37,24,1
Delta,1,38,25,1
Delta,1,39,25,1
Delta,1,40,21,1
Delta,1,41,24,1
Delta,1,42,18,1
Delta,1,43,25,1
Delta,1,44,20,1
Delta,1,45,25,1
Delta,1,46,25,2
Delta,1,47,25,2
Delta,1,48,24,2
Delta,1,49,24,2
Delta,1,50,26,2
Delta,1,51,25,2
Delta,1,52,26,2
Delta,1,53,25,2
Delta,1,54,25,2
Delta,1,55,27,2
Delta,1,56,25,2
Delta,1,57,25,2
Delta,1,58,18,2
Delta,1,59,23,2
Delta,1,60,25,2
Delta,1,61,25,2
Delta,1,62,25,2
Delta,1,63,25,2
Delta,1,64,18,2
Delta,1,65,25,2
Delta,1,66,25,2
Delta,1,67,25,2
Delta,1,68,17,2
Delta,1,69,25,2
Delta,1,70,30,2
Delta,1,71,25,2
Delta,1,72,25,2
Delta,1,73,22,2
Delta,1,74,10,2
Delta,1,75,25,2
Delta,1,76,24,2
Delta,1,77,27,2
Delta,1,78,25,2
Delta,1,79,25,2
Delta,1,80,25,2
Delta,1,81,25,2
Delta,1,82,26,2
Delta,1,83,25,2
Delta,1,84,22,2
Delta,1,85,24,2
Delta,1,86,25,2
Delta,1,87,24,2
Delta,1,88,24,2
Delta,1,89,25,2
Delta,1,90,25,2
Delta,1,91,25,3
Delta,1,92,24,3
Delta,1,93,19,3
Delta,1,94,23,3
Delta,1,95,17,3
Delta,1,96,22,3
Delta,1,97,24,3
Delta,1,98,22,3
Delta,1,99,20,3
Delta,1,100,23,3
Delta,1,101,25,3
Delta,1,102,14,3
Delta,1,103,24,3
Delta,1,104,23,3
Delta,1,105,21,3
Delta,1,106,24,3
Delta,1,107,25,3
Delta,1,108,26,3
Delta,1,109,26,3
Delta,1,110,26,3
Delta,1,111,17,3
Delta,1,112,24,3
Delta,1,113,27,3
Delta,1,114,19,3
Delta,1,115,26,3
Delta,1,116,25,3
Delta,1,117,23,3
Delta,1,118,24,3
Delta,1,119,25,3
Delta,1,120,22,3
Delta,1,121,24,3
Delta,1,122,24,3
Delta,1,123,22,3
Delta,1,124,25,4
Delta,1,125,25,4
Delta,1,126,25,4
Delta,1,127,23,4
Delta,1,128,25,4
Delta,1,129,24,4
Delta,1,130,24,4
Delta,1,131,25,4
Delta,1,132,24,4
Delta,1,133,23,4
Delta,1,134,25,4
Delta,1,135,17,4
Delta,1,136,25,4
Delta,1,137,25,4
Delta,1,138,25,4
Delta,1,139,25,4
Delta,1,140,25,4
Delta,1,141,25,4
Delta,1,142,13,4
Delta,1,143,25,4
Delta,1,144,24,4
Delta,1,145,24,4
Delta,1,146,20,4
Delta,1,147,25,4
Delta,1,148,25,4
Delta,1,149,25,4
Delta,1,150,15,4
Delta,1,151,24,4
Delta,1,152,24,4
Delta,1,153,29,4
Delta,1,154,16,4
Delta,1,155,20,4
Delta,1,156,25,4
Delta,1,157,25,4
Delta,1,158,20,4
Delta,1,159,25,4
Delta,1,160,17,4
Delta,1,161,24,5
Delta,1,162,25,5
Delta,1,163,25,5
Delta,1,164,24,5
Delta,1,165,25,5
Delta,1,166,20,5
Delta,1,167,16,5
Delta,1,168,25,5
Delta,1,169,20,5
Delta,1,170,25,5
Delta,1,171,25,5
Delta,1,172,25,5
Delta,1,173,30,5
Delta,1,174,24,5
Delta,1,175,25,5
Delta,1,176,24,5
Delta,1,177,25,5
Delta,1,178,25,5
Delta,1,179,24,5
Delta,1,180,30,5
Delta,1,181,25,5
Delta,1,182,26,5
Delta,1,183,25,5
Delta,1,184,25,5
Delta,1,185,25,5
Delta,1,186,24,5
Delta,1,187,25,5
Delta,1,188,25,5
Delta,1,189,25,5
Delta,1,190,27,5
Delta,1,191,25,5
Delta,1,192,25,5
Delta,1,193,25,5
Delta,1,194,25,5
Delta,1,195,25,5
Delta,1,196,25,5
Delta,1,197,25,5
Delta,1,198,20,6
Delta,1,199,19,6
Delta,1,200,25,6
Delta,1,201,25,6
Delta,1,202,18,6
Delta,1,203,25,6
Delta,1,204,25,6
Delta,1,205,17,6
Delta,1,206,28,6
Delta,1,207,18,6
Delta,1,208,20,6
Delta,1,209,16,6
Delta,1,210,25,6
Delta,1,211,25,6
Delta,1,212,21,6
Delta,1,213,28,6
Delta,1,214,22,6
Delta,1,215,25,6
Delta,1,216,13,6
Delta,1,217,23,6
Delta,1,218,25,6
Delta,1,219,20,6
Delta,1,220,20,6
Delta,1,221,35,6
Delta,1,222,25,6
Delta,1,223,23,6
Delta,1,224,28,6
Delta,1,225,29,6
Delta,1,226,25,6
Delta,1,227,23,6
Delta,1,228,26,6
Delta,1,229,25,6
Delta,1,230,31,6
Delta,1,231,20,6
Delta,1,232,32,6
Delta,1,233,26,6
Delta,1,234,17,6
Delta,1,235,25,6
Delta,1,236,24,7
Delta,1,237,19,7
Delta,1,238,25,7
Delta,1,239,19,7
Delta,1,240,24,7
Delta,1,241,27,7
Delta,1,242,25,7
Delta,1,243,26,7
Delta,1,244,29,7
Delta,1,245,25,7
Delta,1,246,25,7
Delta,1,247,25,7
Delta,1,248,26,7
Delta,1,249,26,7
Delta,1,250,27,7
Delta,1,251,25,7
Delta,1,252,27,7
Delta,1,253,22,7
Delta,1,254,27,7
Delta,1,255,25,7
Delta,1,256,27,7
Delta,1,257,24,7
Delta,1,258,18,7
Delta,1,259,19,7
Delta,1,260,27,7
Delta,1,261,25,7
Delta,1,262,25,7
Delta,1,263,27,7
Delta,1,264,26,7
Delta,1,265,25,7
Delta,1,266,25,7
Delta,1,267,27,7
Delta,1,268,25,7
Delta,1,269,25,7
Delta,1,270,25,7
Delta,1,271,25,7
Delta,1,272,25,8
Delta,1,273,25,8
Delta,1,274,25,8
Delta,1,275,16,8
Delta,1,276,18,8
Delta,1,277,20,8
Delta,1,278,25,8
Delta,1,279,25,8
Delta,1,280,20,8
Delta,1,281,25,8
Delta,1,282,17,8
Delta,1,283,19,8
Delta,1,284,22,8
Delta,1,285,27,8
Delta,1,286,24,8
Delta,1,287,27,8
Delta,1,288,16,8
Delta,1,289,28,8
Delta,1,290,24,8
Delta,1,291,24,8
Delta,1,292,25,8
Delta,1,293,21,8
Delta,1,294,18,8
Delta,1,295,25,8
Delta,1,296,24,8
Delta,1,297,25,8
Delta,1,298,23,9
Delta,1,299,22,9
Delta,1,300,15,9
Delta,1,301,20,9
Delta,1,302,25,9
Delta,1,303,16,9
Delta,1,304,15,9
Delta,1,305,19,9
Delta,1,306,19,9
Delta,1,307,25,9
Delta,1,308,27,9
Delta,1,309,16,9
Delta,1,310,24,9
Delta,1,311,21,9
Delta,1,312,25,9
Delta,1,313,19,9
Delta,1,314,23,9
Delta,1,315,27,9
Delta,1,316,25,9
Delta,1,317,13,9
Delta,1,318,22,9
Delta,1,319,25,9
Delta,1,320,25,9
Delta,1,321,18,9
Delta,1,322,28,9
Delta,1,323,18,9
Delta,1,324,17,9
Delta,1,325,24,9
Delta,1,326,23,9
Delta,1,327,16,9
Delta,1,328,24,9
Delta,1,329,25,9
Delta,1,330,23,9
Delta,1,331,16,9
Delta,1,332,20,9
Delta,1,333,18,9
Delta,1,334,22,9
Delta,1,335,26,9
Delta,1,336,19,10
Delta,1,337,25,10
Delta,1,338,24,10
Delta,1,339,23,10
Delta,1,340,29,10
Delta,1,341,25,10
Delta,1,342,30,10
Delta,1,343,29,10
Delta,1,344,25,10
Delta,1,345,24,10
Delta,1,346,24,10
Delta,1,347,29,10
Delta,1,348,29,10
Delta,1,349,25,10
Delta,1,350,25,10
Delta,1,351,24,10
Delta,1,352,23,10
Delta,1,353,22,10
Delta,1,354,30,10
Delta,1,355,24,10
Delta,1,356,25,10
Delta,1,357,25,10
Delta,1,358,25,10
Delta,1,359,25,10
Delta,1,360,25,11
Delta,1,361,20,11
Delta,1,362,19,11
Delta,1,363,29,11
Delta,1,364,22,11
Delta,1,365,16,11
Delta,1,366,29,11
Delta,1,367,25,11
