County,Tabulator ID,Batch,# of Ballot Cards,Location,,,
Pueblo,2,184,50,Tub 4,,,
Pueblo,2,185,49,Tub 4,,,
Pueblo,2,186,50,Tub 4,,,
Pueblo,2,187,48,Tub 4,,,
Pueblo,2,188,49,Tub 4,,,
Pueblo,2,189,49,Tub 4,,,
Pueblo,2,190,49,Tub 4,,,
Pueblo,2,191,47,Tub 4,,,
Pueblo,2,192,50,Tub 4,,,
Pueblo,2,193,48,Tub 4,,,
Pueblo,2,194,50,Tub 4,,,
Pueblo,2,195,46,Tub 4,,,
Pueblo,2,196,50,Tub 4,,,
Pueblo,2,197,47,Tub 4,,,
Pueblo,2,198,47,Tub 4,,,
Pueblo,2,199,48,Tub 4,,,
Pueblo,2,200,41,Tub 4,,,
Pueblo,2,201,49,Tub 4,,,
Pueblo,2,202,47,Tub 4,,,
Pueblo,2,203,49,Tub 4,,,
Pueblo,2,204,50,Tub 5,,,
Pueblo,2,205,50,Tub 5,,,
Pueblo,2,206,50,Tub 5,,,
Pueblo,2,207,50,Tub 5,,,
Pueblo,2,208,50,Tub 5,,,
Pueblo,2,209,50,Tub 5,,,
Pueblo,2,210,50,Tub 5,,,
Pueblo,2,211,50,Tub 5,,,
Pueblo,2,212,50,Tub 5,,,
Pueblo,2,213,50,Tub 5,,,
Pueblo,2,214,50,Tub 5,,,
Pueblo,2,215,50,Tub 5,,,
Pueblo,2,216,50,Tub 5,,,
Pueblo,2,217,50,Tub 5,,,
Pueblo,2,218,50,Tub 5,,,
Pueblo,2,219,50,Tub 5,,,
Pueblo,2,220,50,Tub 5,,,
Pueblo,2,221,50,Tub 5,,,
Pueblo,2,222,49,Tub 5,,,
Pueblo,2,223,50,Tub 5,,,
Pueblo,2,224,50,Tub 5,,,
Pueblo,2,225,50,Tub 5,,,
Pueblo,2,226,50,Tub 5,,,
Pueblo,2,227,50,Tub 5,,,
Pueblo,2,228,50,Tub 5,,,
Pueblo,2,229,47,Tub 5,,,
Pueblo,2,230,33,Tub 5,,,
Pueblo,2,231,49,Tub 5,,,
Pueblo,2,232,48,Tub 5,,,
Pueblo,2,233,48,Tub 5,,,
Pueblo,2,234,50,Tub 5,,,
Pueblo,2,235,49,Tub 5,,,
Pueblo,2,236,50,Tub 5,,,
Pueblo,2,237,49,Tub 5,,,
Pueblo,2,238,49,Tub 5,,,
Pueblo,2,239,48,Tub 5,,,
Pueblo,2,240,49,Tub 5,,,
Pueblo,2,241,48,Tub 5,,,
Pueblo,2,242,50,Tub 5,,,
Pueblo,2,243,50,Tub 5,,,
Pueblo,2,244,50,Tub 5,,,
Pueblo,2,245,50,Tub 5,,,
Pueblo,2,246,50,Tub 5,,,
Pueblo,2,247,50,Tub 5,,,
Pueblo,2,248,50,Tub 5,,,
Pueblo,2,249,50,Tub 5,,,
Pueblo,2,250,50,Tub 5,,,
Pueblo,2,251,50,Tub 5,,,
Pueblo,2,252,49,Tub 5,,,
Pueblo,2,253,50,Tub 5,,,
Pueblo,2,254,48,Tub 5,,,
Pueblo,2,255,50,Tub 5,,,
Pueblo,2,256,29,Tub 5,,,
Pueblo,2,257,50,Tub 6,,,
Pueblo,2,258,48,Tub 6,,,
Pueblo,2,259,50,Tub 6,,,
Pueblo,2,260,50,Tub 6,,,
Pueblo,2,261,50,Tub 6,,,
Pueblo,2,262,50,Tub 6,,,
Pueblo,2,263,50,Tub 6,,,
Pueblo,2,264,50,Tub 6,,,
Pueblo,2,265,50,Tub 6,,,
Pueblo,2,266,50,Tub 6,,,
Pueblo,2,267,50,Tub 6,,,
Pueblo,2,268,50,Tub 6,,,
Pueblo,2,269,50,Tub 6,,,
Pueblo,2,270,50,Tub 6,,,
Pueblo,2,271,50,Tub 6,,,
Pueblo,2,272,50,Tub 6,,,
Pueblo,2,273,50,Tub 6,,,
Pueblo,2,274,50,Tub 6,,,
Pueblo,2,275,50,Tub 6,,,
Pueblo,2,276,50,Tub 6,,,
Pueblo,2,277,50,Tub 6,,,
Pueblo,2,278,50,Tub 6,,,
Pueblo,2,279,50,Tub 6,,,
Pueblo,2,280,50,Tub 6,,,
Pueblo,2,281,50,Tub 6,,,
Pueblo,2,282,49,Tub 6,,,
Pueblo,2,283,47,Tub 6,,,
Pueblo,2,284,48,Tub 6,,,
Pueblo,2,285,50,Tub 6,,,
Pueblo,2,286,48,Tub 6,,,
Pueblo,2,287,49,Tub 6,,,
Pueblo,2,288,48,Tub 6,,,
Pueblo,2,289,49,Tub 6,,,
Pueblo,2,290,48,Tub 6,,,
Pueblo,2,291,49,Tub 6,,,
Pueblo,2,292,50,Tub 6,,,
Pueblo,2,293,50,Tub 6,,,
Pueblo,2,294,50,Tub 6,,,
Pueblo,2,295,50,Tub 6,,,
Pueblo,2,296,50,Tub 6,,,
Pueblo,2,297,50,Tub 6,,,
Pueblo,2,298,50,Tub 6,,,
Pueblo,2,299,50,Tub 6,,,
Pueblo,2,300,50,Tub 6,,,
Pueblo,2,301,50,Tub 6,,,
Pueblo,2,302,50,Tub 6,,,
Pueblo,2,303,50,Tub 6,,,
Pueblo,2,304,50,Tub 6,,,
Pueblo,2,305,50,Tub 6,,,
Pueblo,2,306,31,Tub 6,,,
Pueblo,2,307,50,Tub 7,,,
Pueblo,2,308,50,Tub 7,,,
Pueblo,2,309,50,Tub 7,,,
Pueblo,2,310,50,Tub 7,,,
Pueblo,2,311,50,Tub 7,,,
Pueblo,2,312,50,Tub 7,,,
Pueblo,2,313,50,Tub 7,,,
Pueblo,2,314,50,Tub 7,,,
Pueblo,2,315,20,Tub 7,,,
Pueblo,2,316,50,Tub 7,,,
Pueblo,2,317,9,Tub 7,,,
Pueblo,2,318,50,Tub 7,,,
Pueblo,2,319,50,Tub 7,,,
Pueblo,2,320,50,Tub 7,,,
Pueblo,2,321,50,Tub 7,,,
Pueblo,2,322,50,Tub 7,,,
Pueblo,2,323,50,Tub 7,,,
Pueblo,2,324,50,Tub 7,,,
Pueblo,2,325,50,Tub 7,,,
Pueblo,2,326,50,Tub 7,,,
Pueblo,2,327,49,Tub 7,,,
Pueblo,2,328,50,Tub 7,,,
Pueblo,2,329,50,Tub 7,,,
Pueblo,2,330,50,Tub 7,,,
Pueblo,2,331,50,Tub 7,,,
Pueblo,2,332,29,Tub 7,,,
Pueblo,2,333,50,Tub 7,,,
Pueblo,2,334,47,Tub 7,,,
Pueblo,2,335,50,Tub 7,,,
Pueblo,2,336,49,Tub 7,,,
Pueblo,2,337,50,Tub 7,,,
Pueblo,2,338,46,Tub 7,,,
Pueblo,2,339,48,Tub 7,,,
Pueblo,2,340,50,Tub 7,,,
Pueblo,2,341,50,Tub 7,,,
Pueblo,2,342,50,Tub 7,,,
Pueblo,2,343,50,Tub 7,,,
Pueblo,2,344,50,Tub 7,,,
Pueblo,2,345,50,Tub 7,,,
Pueblo,2,346,50,Tub 7,,,
Pueblo,2,347,50,Tub 7,,,
Pueblo,2,348,50,Tub 7,,,
Pueblo,2,349,50,Tub 7,,,
Pueblo,2,350,50,Tub 7,,,
Pueblo,2,351,50,Tub 7,,,
Pueblo,2,352,50,Tub 7,,,
Pueblo,2,353,50,Tub 7,,,
Pueblo,2,354,50,Tub 7,,,
Pueblo,2,355,50,Tub 7,,,
Pueblo,2,356,50,Tub 7,,,
Pueblo,2,357,3,Tub 7,,,
Pueblo,2,358,50,Tub 8,,,
Pueblo,2,359,50,Tub 8,,,
Pueblo,2,360,50,Tub 8,,,
Pueblo,2,361,50,Tub 8,,,
Pueblo,2,362,50,Tub 8,,,
Pueblo,2,363,50,Tub 8,,,
Pueblo,2,364,50,Tub 8,,,
Pueblo,2,365,50,Tub 8,,,
Pueblo,2,366,50,Tub 8,,,
Pueblo,2,367,50,Tub 8,,,
Pueblo,2,368,50,Tub 8,,,
Pueblo,2,369,50,Tub 8,,,
Pueblo,2,370,50,Tub 8,,,
Pueblo,2,371,50,Tub 8,,,
Pueblo,2,372,50,Tub 8,,,
Pueblo,2,373,50,Tub 8,,,
Pueblo,2,374,50,Tub 8,,,
Pueblo,2,375,22,Tub 8,,,
Pueblo,2,376,50,Tub 8,,,
Pueblo,2,377,21,Tub 8,,,
Pueblo,2,378,50,Tub 8,,,
Pueblo,2,379,50,Tub 8,,,
Pueblo,2,380,50,Tub 8,,,
Pueblo,2,381,50,Tub 8,,,
Pueblo,2,382,50,Tub 8,,,
Pueblo,2,383,16,Tub 8,,,
Pueblo,2,384,48,Tub 8,,,
Pueblo,2,385,46,Tub 8,,,
Pueblo,2,386,49,Tub 8,,,
Pueblo,2,387,49,Tub 8,,,
Pueblo,2,388,50,Tub 8,,,
Pueblo,2,389,48,Tub 8,,,
Pueblo,2,390,50,Tub 8,,,
Pueblo,2,391,48,Tub 8,,,
Pueblo,2,392,50,Tub 8,,,
Pueblo,2,393,50,Tub 8,,,
Pueblo,2,394,49,Tub 8,,,
Pueblo,2,395,50,Tub 8,,,
Pueblo,2,396,50,Tub 8,,,
Pueblo,2,397,50,Tub 8,,,
Pueblo,2,398,50,Tub 8,,,
Pueblo,2,399,50,Tub 8,,,
Pueblo,2,400,50,Tub 8,,,
Pueblo,2,401,50,Tub 8,,,
Pueblo,2,402,50,Tub 8,,,
Pueblo,2,403,50,Tub 8,,,
Pueblo,2,404,50,Tub 8,,,
Pueblo,2,405,50,Tub 8,,,
Pueblo,2,406,49,Tub 8,,,
Pueblo,2,407,50,Tub 8,,,
Pueblo,2,408,2,Tub 8,,,
Pueblo,2,409,1,Tub 8,,,
Pueblo,2,410,1,Tub 8,,,
Pueblo,2,411,1,Tub 8,,,
Pueblo,2,412,50,Tub 9,,,
Pueblo,2,413,50,Tub 9,,,
Pueblo,2,414,50,Tub 9,,,
Pueblo,2,415,50,Tub 9,,,
Pueblo,2,416,50,Tub 9,,,
Pueblo,2,417,24,Tub 9,,,
Pueblo,2,418,50,Tub 9,,,
Pueblo,2,419,50,Tub 9,,,
Pueblo,2,420,50,Tub 9,,,
Pueblo,2,421,40,Tub 9,,,
Pueblo,2,422,50,Tub 9,,,
Pueblo,2,423,50,Tub 9,,,
Pueblo,2,424,50,Tub 9,,,
Pueblo,2,425,50,Tub 9,,,
Pueblo,2,426,50,Tub 9,,,
Pueblo,2,427,50,Tub 9,,,
Pueblo,2,428,50,Tub 9,,,
Pueblo,2,429,50,Tub 9,,,
Pueblo,2,430,50,Tub 9,,,
Pueblo,2,431,50,Tub 9,,,
Pueblo,2,432,50,Tub 9,,,
Pueblo,2,433,50,Tub 9,,,
Pueblo,2,434,50,Tub 9,,,
Pueblo,2,435,50,Tub 9,,,
Pueblo,2,436,50,Tub 9,,,
Pueblo,2,437,72,Tub 9,,,
Pueblo,2,438,17,Tub 9,,,
Pueblo,2,439,33,Tub 9,,,
Pueblo,2,440,47,Tub 9,,,
Pueblo,2,441,47,Tub 9,,,
Pueblo,2,442,48,Tub 9,,,
Pueblo,2,443,50,Tub 9,,,
Pueblo,2,444,49,Tub 9,,,
Pueblo,2,445,49,Tub 9,,,
Pueblo,2,446,48,Tub 9,,,
Pueblo,2,447,48,Tub 9,,,
Pueblo,2,448,48,Tub 9,,,
Pueblo,2,449,45,Tub 9,,,
Pueblo,2,450,48,Tub 9,,,
Pueblo,2,451,49,Tub 9,,,
Pueblo,2,452,48,Tub 9,,,
Pueblo,2,453,50,Tub 9,,,
Pueblo,2,454,50,Tub 9,,,
Pueblo,2,455,50,Tub 9,,,
Pueblo,2,456,50,Tub 9,,,
Pueblo,2,457,50,Tub 9,,,
Pueblo,2,458,50,Tub 9,,,
Pueblo,2,459,50,Tub 9,,,
Pueblo,2,460,50,Tub 9,,,
Pueblo,2,461,50,Tub 9,,,
Pueblo,2,462,50,Tub 10,,,
Pueblo,2,463,50,Tub 10,,,
Pueblo,2,464,50,Tub 10,,,
Pueblo,2,465,50,Tub 10,,,
Pueblo,2,466,50,Tub 10,,,
Pueblo,2,467,42,Tub 10,,,
Pueblo,2,468,50,Tub 10,,,
Pueblo,2,469,3,Tub 10,,,
Pueblo,2,470,50,Tub 10,,,
Pueblo,2,471,50,Tub 10,,,
Pueblo,2,472,50,Tub 10,,,
Pueblo,2,473,50,Tub 10,,,
Pueblo,2,474,50,Tub 10,,,
Pueblo,2,475,50,Tub 10,,,
Pueblo,2,476,50,Tub 10,,,
Pueblo,2,477,50,Tub 10,,,
Pueblo,2,478,50,Tub 10,,,
Pueblo,2,479,50,Tub 10,,,
Pueblo,2,480,50,Tub 10,,,
Pueblo,2,481,50,Tub 10,,,
Pueblo,2,482,50,Tub 10,,,
Pueblo,2,483,50,Tub 10,,,
Pueblo,2,484,50,Tub 10,,,
Pueblo,2,485,50,Tub 10,,,
Pueblo,2,486,50,Tub 10,,,
Pueblo,2,487,18,Tub 10,,,
Pueblo,2,488,50,Tub 10,,,
Pueblo,2,489,50,Tub 10,,,
Pueblo,2,490,50,Tub 10,,,
Pueblo,2,491,50,Tub 10,,,
Pueblo,2,492,50,Tub 10,,,
Pueblo,2,493,50,Tub 10,,,
Pueblo,2,494,50,Tub 10,,,
Pueblo,2,495,50,Tub 10,,,
Pueblo,2,496,50,Tub 10,,,
Pueblo,2,497,50,Tub 10,,,
Pueblo,2,498,50,Tub 10,,,
Pueblo,2,499,50,Tub 10,,,
Pueblo,2,500,50,Tub 10,,,
Pueblo,2,501,50,Tub 10,,,
Pueblo,2,502,50,Tub 10,,,
Pueblo,2,503,50,Tub 10,,,
Pueblo,2,504,50,Tub 10,,,
Pueblo,2,505,50,Tub 10,,,
Pueblo,2,506,50,Tub 10,,,
Pueblo,2,507,50,Tub 10,,,
Pueblo,2,508,50,Tub 10,,,
Pueblo,2,509,50,Tub 10,,,
Pueblo,2,510,50,Tub 10,,,
Pueblo,2,511,50,Tub 10,,,
Pueblo,2,512,48,Tub 11,,,
Pueblo,2,513,48,Tub 11,,,
Pueblo,2,514,50,Tub 11,,,
Pueblo,2,515,49,Tub 11,,,
Pueblo,2,516,48,Tub 11,,,
Pueblo,2,517,49,Tub 11,,,
Pueblo,2,518,47,Tub 11,,,
Pueblo,2,519,49,Tub 11,,,
Pueblo,2,520,49,Tub 11,,,
Pueblo,2,521,48,Tub 11,,,
Pueblo,2,522,49,Tub 11,,,
Pueblo,2,523,50,Tub 11,,,
Pueblo,2,524,48,Tub 11,,,
Pueblo,2,525,49,Tub 11,,,
Pueblo,2,526,24,Tub 11,,,
Pueblo,2,527,50,Tub 11,,,
Pueblo,2,528,49,Tub 11,,,
Pueblo,2,529,50,Tub 11,,,
Pueblo,2,530,47,Tub 11,,,
Pueblo,2,531,50,Tub 11,,,
Pueblo,2,532,45,Tub 11,,,
Pueblo,2,533,49,Tub 11,,,
Pueblo,2,534,17,Tub 11,,,
Pueblo,2,535,50,Tub 11,,,
Pueblo,2,536,50,Tub 11,,,
Pueblo,2,537,50,Tub 11,,,
Pueblo,2,538,50,Tub 11,,,
Pueblo,2,539,5,Tub 11,,,
Pueblo,2,540,50,Tub 11,,,
Pueblo,2,541,50,Tub 11,,,
Pueblo,2,542,50,Tub 11,,,
Pueblo,2,543,50,Tub 11,,,
Pueblo,2,544,50,Tub 11,,,
Pueblo,2,545,50,Tub 11,,,
Pueblo,2,546,50,Tub 11,,,
Pueblo,2,547,50,Tub 11,,,
Pueblo,2,548,50,Tub 11,,,
Pueblo,2,549,50,Tub 11,,,
Pueblo,2,550,50,Tub 11,,,
Pueblo,2,551,50,Tub 11,,,
Pueblo,2,552,50,Tub 11,,,
Pueblo,2,553,1,Tub 11,,,
Pueblo,2,554,50,Tub 11,,,
Pueblo,2,555,10,Tub 11,,,
Pueblo,2,556,50,Tub 11,,,
Pueblo,2,557,50,Tub 11,,,
Pueblo,2,558,50,Tub 11,,,
Pueblo,2,559,50,Tub 11,,,
Pueblo,2,560,50,Tub 11,,,
Pueblo,2,561,50,Tub 11,,,
Pueblo,2,562,50,Tub 11,,,
Pueblo,2,563,50,Tub 11,,,
Pueblo,2,564,50,Tub 11,,,
Pueblo,2,565,2,Tub 11,,,
Pueblo,2,566,50,Tub 12,,,
Pueblo,2,567,29,Tub 12,,,
Pueblo,2,568,49,Tub 12,,,
Pueblo,2,569,50,Tub 12,,,
Pueblo,2,570,50,Tub 12,,,
Pueblo,2,571,50,Tub 12,,,
Pueblo,2,572,50,Tub 12,,,
Pueblo,2,573,50,Tub 12,,,
Pueblo,2,574,8,Tub 12,,,
Pueblo,2,575,50,Tub 12,,,
Pueblo,2,576,50,Tub 12,,,
Pueblo,2,577,12,Tub 12,,,
Pueblo,2,578,50,Tub 12,,,
Pueblo,2,579,39,Tub 12,,,
Pueblo,2,580,50,Tub 12,,,
Pueblo,2,581,50,Tub 12,,,
Pueblo,2,582,50,Tub 12,,,
Pueblo,2,583,50,Tub 12,,,
Pueblo,2,584,26,Tub 12,,,
Pueblo,2,585,50,Tub 12,,,
Pueblo,2,586,50,Tub 12,,,
Pueblo,2,587,50,Tub 12,,,
Pueblo,2,588,50,Tub 12,,,
Pueblo,2,589,50,Tub 12,,,
Pueblo,2,590,50,Tub 12,,,
Pueblo,2,591,50,Tub 12,,,
Pueblo,2,592,50,Tub 12,,,
Pueblo,2,593,50,Tub 12,,,
Pueblo,2,594,17,Tub 12,,,
Pueblo,2,595,9,Tub 12,,,
Pueblo,2,596,50,Tub 12,,,
Pueblo,2,597,50,Tub 12,,,
Pueblo,2,598,50,Tub 12,,,
Pueblo,2,599,49,Tub 12,,,
Pueblo,2,600,49,Tub 12,,,
Pueblo,2,601,48,Tub 12,,,
Pueblo,2,602,49,Tub 12,,,
Pueblo,2,603,29,Tub 12,,,
Pueblo,2,604,50,Tub 12,,,
Pueblo,2,605,49,Tub 12,,,
Pueblo,2,606,50,Tub 12,,,
Pueblo,2,607,49,Tub 12,,,
Pueblo,2,608,48,Tub 12,,,
Pueblo,2,609,32,Tub 12,,,
Pueblo,2,610,48,Tub 12,,,
Pueblo,2,611,47,Tub 12,,,
Pueblo,2,612,4,Tub 12,,,
Pueblo,2,613,48,Tub 12,,,
Pueblo,2,614,47,Tub 12,,,
Pueblo,2,615,40,Tub 12,,,
Pueblo,2,616,50,Tub 13,,,
Pueblo,2,617,50,Tub 13,,,
Pueblo,2,618,50,Tub 13,,,
Pueblo,2,619,50,Tub 13,,,
Pueblo,2,620,50,Tub 13,,,
Pueblo,2,621,50,Tub 13,,,
Pueblo,2,622,50,Tub 13,,,
Pueblo,2,623,50,Tub 13,,,
Pueblo,2,624,50,Tub 13,,,
Pueblo,2,625,50,Tub 13,,,
Pueblo,2,626,50,Tub 13,,,
Pueblo,2,627,2,Tub 13,,,
Pueblo,2,628,50,Tub 13,,,
Pueblo,2,629,50,Tub 13,,,
Pueblo,2,630,19,Tub 13,,,
Pueblo,2,631,50,Tub 13,,,
Pueblo,2,632,50,Tub 13,,,
Pueblo,2,633,50,Tub 13,,,
Pueblo,2,634,50,Tub 13,,,
Pueblo,2,635,50,Tub 13,,,
Pueblo,2,636,50,Tub 13,,,
Pueblo,2,637,50,Tub 13,,,
Pueblo,2,638,50,Tub 13,,,
Pueblo,2,639,50,Tub 13,,,
Pueblo,2,640,50,Tub 13,,,
Pueblo,2,641,50,Tub 13,,,
Pueblo,2,642,50,Tub 13,,,
Pueblo,2,643,50,Tub 13,,,
Pueblo,2,644,50,Tub 13,,,
Pueblo,2,645,50,Tub 13,,,
Pueblo,2,646,50,Tub 13,,,
Pueblo,2,647,50,Tub 13,,,
Pueblo,2,648,50,Tub 13,,,
Pueblo,2,649,50,Tub 13,,,
Pueblo,2,650,50,Tub 13,,,
Pueblo,2,651,37,Tub 13,,,
Pueblo,2,652,50,Tub 13,,,
Pueblo,2,653,17,Tub 13,,,
Pueblo,2,654,50,Tub 13,,,
Pueblo,2,655,48,Tub 13,,,
Pueblo,2,656,45,Tub 13,,,
Pueblo,2,657,50,Tub 13,,,
Pueblo,2,658,50,Tub 13,,,
Pueblo,2,659,49,Tub 13,,,
Pueblo,2,660,47,Tub 13,,,
Pueblo,2,661,48,Tub 13,,,
Pueblo,2,662,50,Tub 13,,,
Pueblo,2,663,49,Tub 13,,,
