County,Tabulator ID,Batch,# of Ballots,Location
Lake,2,1,15,Blue Box 10
Lake,2,2,15,Blue Box 10
Lake,2,3,15,Blue Box 10
Lake,2,4,15,Blue Box 10
Lake,2,5,15,Blue Box 10
Lake,2,6,15,Blue Box 10
Lake,2,7,15,Blue Box 10
Lake,2,8,15,Blue Box 10
Lake,2,9,15,Blue Box 10
Lake,2,10,15,Blue Box 10
Lake,2,11,15,Blue Box 10
Lake,2,12,15,Blue Box 10
Lake,2,13,15,Blue Box 10
Lake,2,14,15,Blue Box 10
Lake,2,15,15,Blue Box 10
Lake,2,16,15,Blue Box 10
Lake,2,17,15,Blue Box 10
Lake,2,18,15,Blue Box 10
Lake,2,19,15,Blue Box 10
Lake,2,20,15,Blue Box 10
Lake,2,21,15,Blue Box 10
Lake,2,22,15,Blue Box 10
Lake,2,23,15,Blue Box 10
Lake,2,24,15,Blue Box 10
Lake,2,25,15,Blue Box 10
Lake,2,26,15,Blue Box 10
Lake,2,27,15,Blue Box 10
Lake,2,28,15,Blue Box 10
Lake,2,29,15,Blue Box 10
Lake,2,30,15,Blue Box 10
Lake,2,31,15,Blue Box 10
Lake,2,32,15,Blue Box 10
Lake,2,33,15,Blue Box 10
Lake,2,34,15,Blue Box 10
Lake,2,35,15,Blue Box 10
Lake,2,36,15,Blue Box 10
Lake,2,37,15,Blue Box 10
Lake,2,38,15,Blue Box 10
Lake,2,39,15,Blue Box 10
Lake,2,40,15,Blue Box 10
Lake,2,41,15,Blue Box 10
Lake,2,42,15,Blue Box 10
Lake,2,43,15,Blue Box 10
Lake,2,44,15,Blue Box 10
Lake,2,45,6,Blue Box 10
Lake,2,46,15,Blue Box 10
Lake,2,47,15,Blue Box 10
Lake,2,48,15,Blue Box 10
Lake,2,49,15,Blue Box 10
Lake,2,50,15,Blue Box 10
Lake,2,51,15,Blue Box 10
Lake,2,52,15,Blue Box 10
Lake,2,53,15,Blue Box 10
Lake,2,54,15,Blue Box 10
Lake,2,55,15,Blue Box 10
Lake,2,56,15,Blue Box 10
Lake,2,57,15,Blue Box 10
Lake,2,58,15,Blue Box 10
Lake,2,59,15,Blue Box 10
Lake,2,60,15,Blue Box 10
Lake,2,61,15,Blue Box 10
Lake,2,62,15,Blue Box 10
Lake,2,63,7,Blue Box 10
Lake,2,64,15,Grey Box 5
Lake,2,65,15,Grey Box 5
Lake,2,66,15,Grey Box 5
Lake,2,67,15,Grey Box 5
Lake,2,68,15,Grey Box 5
Lake,2,69,15,Grey Box 5
Lake,2,70,15,Grey Box 5
Lake,2,71,15,Grey Box 5
Lake,2,72,15,Grey Box 5
Lake,2,73,15,Grey Box 5
Lake,2,74,15,Grey Box 5
Lake,2,75,15,Grey Box 5
Lake,2,76,15,Grey Box 5
Lake,2,77,15,Grey Box 5
Lake,2,78,15,Grey Box 5
Lake,2,79,15,Grey Box 5
Lake,2,80,15,Grey Box 5
Lake,2,81,15,Grey Box 5
Lake,2,82,15,Grey Box 5
Lake,2,83,15,Grey Box 5
Lake,2,84,15,Grey Box 5
Lake,2,85,15,Grey Box 5
Lake,2,86,15,Grey Box 5
Lake,2,87,15,Grey Box 5
Lake,2,88,13,Grey Box 5
Lake,2,89,12,Grey Box 5
Lake,2,90,12,Grey Box 5
Lake,2,91,12,Grey Box 5
Lake,2,92,15,Grey Box 5
Lake,2,93,15,Grey Box 5
Lake,2,94,15,Grey Box 5
Lake,2,95,15,Grey Box 5
Lake,2,96,15,Grey Box 5
Lake,2,97,15,Grey Box 5
Lake,2,98,15,Grey Box 5
Lake,2,99,15,Grey Box 5
Lake,2,100,15,Grey Box 5
Lake,2,101,15,Grey Box 5
Lake,2,102,15,Grey Box 5
Lake,2,103,15,Grey Box 5
Lake,2,104,15,Grey Box 5
Lake,2,105,15,Grey Box 5
Lake,2,106,15,Grey Box 5
Lake,2,107,15,Grey Box 5
Lake,2,108,15,Grey Box 5
Lake,2,109,15,Grey Box 5
Lake,2,110,15,Grey Box 5
Lake,2,111,13,Grey Box 5
Lake,2,112,14,Grey Box 5
Lake,2,113,15,Grey Box 5
Lake,2,114,15,Grey Box 5
Lake,2,115,15,Grey Box 5
Lake,2,116,13,Grey Box 5
Lake,2,117,14,Blue Box 10
