County,Tabulator,Batch,# of Ballots,Location
Otero,2,1,25,15
Otero,2,2,25,15
Otero,2,3,25,15
Otero,2,4,25,15
Otero,2,5,25,15
Otero,2,6,25,15
Otero,2,7,25,15
Otero,2,8,25,15
Otero,2,9,25,15
Otero,2,10,25,15
Otero,2,11,25,15
Otero,2,12,25,15
Otero,2,13,25,15
Otero,2,14,25,15
Otero,2,15,25,15
Otero,2,16,25,15
Otero,2,17,25,15
Otero,2,18,25,15
Otero,2,19,25,15
Otero,2,20,25,15
Otero,2,21,25,15
Otero,2,22,25,15
Otero,2,23,25,15
Otero,2,24,25,15
Otero,2,25,25,15
Otero,2,26,25,15
Otero,2,27,25,15
Otero,2,28,25,15
Otero,2,29,25,15
Otero,2,30,25,15
Otero,2,31,25,15
Otero,2,32,25,15
Otero,2,33,25,15
Otero,2,34,25,15
Otero,2,35,25,15
Otero,2,36,25,15
Otero,2,37,25,15
Otero,2,38,25,15
Otero,2,39,25,15
Otero,2,40,25,15
Otero,2,41,25,15
Otero,2,42,25,15
Otero,2,43,25,15
Otero,2,44,25,15
Otero,2,45,25,15
Otero,2,46,25,15
Otero,2,47,25,15
Otero,2,48,25,15
Otero,2,49,25,15
Otero,2,50,25,15
Otero,2,51,25,15
Otero,2,52,25,15
Otero,2,53,25,15
Otero,2,54,25,15
Otero,2,55,25,15
Otero,2,56,25,15
Otero,2,57,25,16
Otero,2,58,25,16
Otero,2,59,25,16
Otero,2,60,25,16
Otero,2,61,25,16
Otero,2,62,25,16
Otero,2,63,25,16
Otero,2,64,25,16
Otero,2,65,25,16
Otero,2,66,25,16
Otero,2,67,25,16
Otero,2,68,25,16
Otero,2,69,25,16
Otero,2,70,25,16
Otero,2,71,25,16
Otero,2,72,25,16
Otero,2,73,25,16
Otero,2,74,25,16
Otero,2,75,25,16
Otero,2,76,25,16
Otero,2,77,25,16
Otero,2,78,25,16
Otero,2,79,25,16
Otero,2,80,25,16
Otero,2,81,25,16
Otero,2,82,25,16
Otero,2,83,25,16
Otero,2,84,25,16
Otero,2,85,25,16
Otero,2,86,25,16
Otero,2,87,25,16
Otero,2,88,25,16
Otero,2,89,25,16
Otero,2,90,25,16
Otero,2,91,25,16
Otero,2,92,25,16
Otero,2,93,25,16
Otero,2,94,25,16
Otero,2,95,25,16
Otero,2,96,25,16
Otero,2,97,25,16
Otero,2,98,25,16
Otero,2,99,25,16
Otero,2,100,25,16
Otero,2,101,25,16
Otero,2,102,25,16
Otero,2,103,25,16
Otero,2,104,25,16
Otero,2,105,25,16
Otero,2,106,25,16
Otero,2,107,25,16
Otero,2,108,25,16
Otero,2,109,25,16
Otero,2,110,25,16
Otero,2,111,25,16
Otero,2,112,25,16
Otero,2,113,25,21
Otero,2,114,25,21
Otero,2,115,25,21
Otero,2,116,25,21
Otero,2,117,25,21
Otero,2,118,25,21
Otero,2,119,25,21
Otero,2,120,25,21
Otero,2,121,25,21
Otero,2,122,25,21
Otero,2,123,25,21
Otero,2,124,25,21
Otero,2,125,25,21
Otero,2,126,25,21
Otero,2,127,25,21
Otero,2,128,25,21
Otero,2,129,25,21
Otero,2,130,25,9
Otero,2,131,25,9
Otero,2,132,25,9
Otero,2,133,25,9
Otero,2,134,25,9
Otero,2,135,25,9
Otero,2,136,25,9
Otero,2,137,25,9
Otero,2,138,25,9
Otero,2,139,25,9
Otero,2,140,25,9
Otero,2,141,25,9
Otero,2,142,25,9
Otero,2,143,25,6
Otero,2,144,25,6
Otero,2,145,25,6
Otero,2,146,25,6
Otero,2,147,25,6
Otero,2,148,25,6
Otero,2,149,25,6
Otero,2,150,25,6
Otero,2,151,25,6
Otero,2,152,25,6
Otero,2,153,25,6
Otero,2,154,25,6
Otero,2,155,25,6
Otero,2,156,25,6
Otero,2,157,25,6
Otero,2,158,25,6
Otero,2,159,25,6
Otero,2,160,25,6
Otero,2,161,25,6
Otero,2,162,25,6
Otero,2,163,25,6
Otero,2,164,25,6
Otero,2,165,25,6
Otero,2,166,25,6
Otero,2,167,25,6
Otero,2,168,25,6
Otero,2,169,25,6
Otero,2,170,25,6
Otero,2,171,25,6
Otero,2,172,25,6
Otero,2,173,25,6
Otero,2,174,25,6
Otero,2,175,25,6
Otero,2,176,25,6
Otero,2,177,25,6
Otero,2,178,12,6
Otero,2,179,25,6
Otero,2,180,25,6
Otero,2,181,25,6
Otero,2,182,25,6
Otero,2,183,25,6
Otero,2,184,25,6
Otero,2,185,25,6
Otero,2,186,25,6
Otero,2,187,25,6
Otero,2,188,25,6
Otero,2,189,25,6
Otero,2,190,30,6
