County,Tabulator,Batch,Ballots,Location
Douglas,1,GEN-0772,100,117
Douglas,1,GEN-0773,100,130
Douglas,1,GEN-0774,100,126
Douglas,1,GEN-0775,80,117
Douglas,1,GEN-0776,100,117
Douglas,1,GEN-0777,100,123
Douglas,1,GEN-0778,100,132
Douglas,1,GEN-0779,100,123
Douglas,1,GEN-0780,100,123
Douglas,1,GEN-0781,100,126
Douglas,1,GEN-0782,100,58
Douglas,1,GEN-0783,100,132
Douglas,1,GEN-0784,100,132
Douglas,1,GEN-0785,100,132
Douglas,1,GEN-0786,77,126
Douglas,1,GEN-0787,100,126
Douglas,1,GEN-0788,100,123
Douglas,1,GEN-0789,100,131
Douglas,1,GEN-0790,100,132
Douglas,1,GEN-0791,100,125
Douglas,1,GEN-0792,100,132
Douglas,1,GEN-0793,100,132
Douglas,1,GEN-0794,75,125
Douglas,1,GEN-0795,100,131
Douglas,1,GEN-0796,100,132
Douglas,1,GEN-0797,52,126
Douglas,1,GEN-0798,100,124
Douglas,1,GEN-0799,100,125
Douglas,1,GEN-0800,100,125
Douglas,1,GEN-0801,100,126
Douglas,1,GEN-0802,100,125
Douglas,1,GEN-0803,100,132
Douglas,1,GEN-0804,100,124
Douglas,1,GEN-0805,100,125
Douglas,1,GEN-0806,100,135
Douglas,1,GEN-0807,100,116
Douglas,1,GEN-0808,100,89
Douglas,1,GEN-0809,100,116
Douglas,1,GEN-0810,100,135
Douglas,1,GEN-0811,100,149
Douglas,1,GEN-0812,100,141
Douglas,1,GEN-0813,100,135
Douglas,1,GEN-0814,86,116
Douglas,1,GEN-0815,100,142
Douglas,1,GEN-0816,100,141
Douglas,1,GEN-0817,100,131
Douglas,1,GEN-0818,100,141
Douglas,1,GEN-0819,100,143
Douglas,1,GEN-0820,100,143
Douglas,1,GEN-0821,100,149
Douglas,1,GEN-0822,100,131
Douglas,1,GEN-0823,100,143
Douglas,1,GEN-0824,58,149
Douglas,1,GEN-0825,100,131
Douglas,1,GEN-0826,100,124
Douglas,1,GEN-0827,100,131
Douglas,1,GEN-0828,100,141
Douglas,1,GEN-0829,100,143
Douglas,1,GEN-0830,100,131
Douglas,1,GEN-0831,40,131
Douglas,1,GEN-0832,100,143
Douglas,1,GEN-0833,100,143
Douglas,1,GEN-0834,100,124
Douglas,1,GEN-0835,100,141
Douglas,1,GEN-0836,100,131
Douglas,1,GEN-0837,100,103
Douglas,1,GEN-0838,100,124
Douglas,1,GEN-0839,100,103
Douglas,1,GEN-0840,100,133
Douglas,1,GEN-0841,100,133
Douglas,1,GEN-0842,100,143
Douglas,1,GEN-0843,100,135
Douglas,1,GEN-0844,100,131
Douglas,1,GEN-0845,100,116
Douglas,1,GEN-0846,100,135
Douglas,1,GEN-0847,100,89
Douglas,1,GEN-0848,100,142
Douglas,1,GEN-0849,57,124
Douglas,1,GEN-0850,100,124
Douglas,1,GEN-0851,100,133
Douglas,1,GEN-0852,100,124
Douglas,1,GEN-0853,100,131
Douglas,1,GEN-0854,100,103
Douglas,1,GEN-0855,100,103
Douglas,1,GEN-0856,100,133
Douglas,1,GEN-0857,27,124
Douglas,1,GEN-0858,100,135
Douglas,1,GEN-0859,100,116
Douglas,1,GEN-0860,100,116
Douglas,1,GEN-0861,100,116
Douglas,1,GEN-0862,100,141
Douglas,1,GEN-0863,100,142
Douglas,1,GEN-0864,100,116
Douglas,1,GEN-0865,100,116
Douglas,1,GEN-0866,56,116
Douglas,1,GEN-0867,100,135
Douglas,1,GEN-0868,100,103
Douglas,1,GEN-0869,100,133
Douglas,1,GEN-0870,100,133
Douglas,1,GEN-0871,24,124
Douglas,1,GEN-0872,100,133
Douglas,1,GEN-0873,100,133
Douglas,1,GEN-0874,100,145
Douglas,1,GEN-0875,100,116
Douglas,1,GEN-0876,100,103
Douglas,1,GEN-0877,100,103
Douglas,1,GEN-0878,100,133
Douglas,1,GEN-0879,100,124
Douglas,1,GEN-0880,100,124
Douglas,1,GEN-0881,100,124
Douglas,1,GEN-0882,71,133
Douglas,1,GEN-0883,100,133
Douglas,1,GEN-0884,52,141
Douglas,1,GEN-0885,100,141
Douglas,1,GEN-0886,100,149
Douglas,1,GEN-0887,100,155
Douglas,1,GEN-0888,100,149
Douglas,1,GEN-0889,100,135
Douglas,1,GEN-0890,100,141
Douglas,1,GEN-0891,100,148
Douglas,1,GEN-0892,100,149
Douglas,1,GEN-0893,32,142
Douglas,1,GEN-0894,100,149
Douglas,1,GEN-0895,100,139
Douglas,1,GEN-0896,100,146
Douglas,1,GEN-0897,100,139
Douglas,1,GEN-0898,100,147
Douglas,1,GEN-0899,100,146
Douglas,1,GEN-0900,100,135
Douglas,1,GEN-0901,100,146
Douglas,1,GEN-0902,100,147
Douglas,1,GEN-0903,100,147
Douglas,1,GEN-0904,100,142
Douglas,1,GEN-0905,100,149
Douglas,1,GEN-0906,100,147
Douglas,1,GEN-0907,100,146
Douglas,1,GEN-0908,21,153
Douglas,1,GEN-0909,100,149
Douglas,1,GEN-0910,96,146
Douglas,1,GEN-0911,100,141
Douglas,1,GEN-0912,100,153
Douglas,1,GEN-0913,100,139
Douglas,1,GEN-0914,100,142
Douglas,1,GEN-0915,100,148
Douglas,1,GEN-0916,100,139
Douglas,1,GEN-0917,100,141
Douglas,1,GEN-0918,100,142
Douglas,1,GEN-0919,100,148
Douglas,1,GEN-0920,45,146
Douglas,1,GEN-0921,100,147
Douglas,1,GEN-0922,100,142
Douglas,1,GEN-0923,100,139
Douglas,1,GEN-0924,100,148
Douglas,1,GEN-0925,100,153
Douglas,1,GEN-0926,100,139
Douglas,1,GEN-0927,100,155
Douglas,1,GEN-0928,100,139
Douglas,1,GEN-0929,100,155
Douglas,1,GEN-0930,67,146
Douglas,1,GEN-0931,100,135
Douglas,1,GEN-0932,100,142
Douglas,1,GEN-0933,100,149
Douglas,1,GEN-0934,100,155
Douglas,1,GEN-0935,100,146
Douglas,1,GEN-0936,100,139
Douglas,1,GEN-0937,100,135
Douglas,1,GEN-0938,100,146
Douglas,1,GEN-0939,100,153
Douglas,1,GEN-0940,100,153
Douglas,1,GEN-0941,100,148
Douglas,1,GEN-0942,97,146
Douglas,1,GEN-0943,100,142
Douglas,1,GEN-0944,100,139
Douglas,1,GEN-0945,100,147
Douglas,1,GEN-0946,100,153
Douglas,1,GEN-0947,91,148
Douglas,1,GEN-0948,100,139
Douglas,1,GEN-0949,100,148
Douglas,1,GEN-0950,100,142
Douglas,1,GEN-0951,100,146
Douglas,1,GEN-0952,100,147
Douglas,1,GEN-0953,100,146
Douglas,1,GEN-0954,77,153
Douglas,1,GEN-0955,58,146
Douglas,1,GEN-0956,100,139
Douglas,1,GEN-0957,100,155
Douglas,1,GEN-0958,100,153
Douglas,1,GEN-0959,100,148
Douglas,1,GEN-0960,25,148
Douglas,1,GEN-0961,100,148
Douglas,1,GEN-0962,100,153
Douglas,1,GEN-0963,100,156
Douglas,1,GEN-0964,100,163
Douglas,1,GEN-0965,100,158
Douglas,1,GEN-0966,100,143
Douglas,1,GEN-0967,100,153
Douglas,1,GEN-0968,100,158
Douglas,1,GEN-0969,100,160
Douglas,1,GEN-0970,100,156
Douglas,1,GEN-0971,100,160
Douglas,1,GEN-0972,100,161
Douglas,1,GEN-0973,100,221
Douglas,1,GEN-0974,100,161
Douglas,1,GEN-0975,100,156
Douglas,1,GEN-0976,100,158
Douglas,1,GEN-0977,100,160
Douglas,1,GEN-0978,100,163
Douglas,1,GEN-0979,100,161
Douglas,1,GEN-0980,100,153
Douglas,1,GEN-0981,100,155
Douglas,1,GEN-0982,100,156
Douglas,1,GEN-0983,100,145
Douglas,1,GEN-0984,100,160
Douglas,1,GEN-0985,63,158
Douglas,1,GEN-0986,100,161
Douglas,1,GEN-0987,100,148
Douglas,1,GEN-0988,100,169
Douglas,1,GEN-0989,100,163
Douglas,1,GEN-0990,100,154
Douglas,1,GEN-0991,100,158
Douglas,1,GEN-0992,100,169
Douglas,1,GEN-0993,100,154
Douglas,1,GEN-0994,100,163
Douglas,1,GEN-0995,100,154
Douglas,1,GEN-0996,100,154
Douglas,1,GEN-0997,100,154
Douglas,1,GEN-0998,100,154
Douglas,1,GEN-0999,100,154
Douglas,1,GEN-1000,100,68
Douglas,1,GEN-1001,100,168
Douglas,1,GEN-1002,100,169
Douglas,1,GEN-1003,100,163
Douglas,1,GEN-1004,100,169
Douglas,1,GEN-1005,100,148
Douglas,1,GEN-1006,100,156
Douglas,1,GEN-1007,71,156
Douglas,1,GEN-1008,100,154
Douglas,1,GEN-1009,100,156
Douglas,1,GEN-1010,100,156
Douglas,1,GEN-1011,100,143
Douglas,1,GEN-1012,100,145
Douglas,1,GEN-1013,100,165
Douglas,1,GEN-1014,100,156
Douglas,1,GEN-1015,100,162
Douglas,1,GEN-1016,100,173
Douglas,1,GEN-1017,100,145
Douglas,1,GEN-1018,100,143
Douglas,1,GEN-1019,100,165
Douglas,1,GEN-1020,100,154
Douglas,1,GEN-1021,100,147
Douglas,1,GEN-1022,83,145
Douglas,1,GEN-1023,100,145
Douglas,1,GEN-1024,100,154
Douglas,1,GEN-1025,100,156
Douglas,1,GEN-1026,100,145
Douglas,1,GEN-1027,100,158
Douglas,1,GEN-1028,100,165
Douglas,1,GEN-1029,100,153
Douglas,1,GEN-1030,100,155
Douglas,1,GEN-1031,100,145
Douglas,1,GEN-1032,100,143
Douglas,1,GEN-1033,100,153
Douglas,1,GEN-1034,100,160
Douglas,1,GEN-1035,100,145
Douglas,1,GEN-1036,100,155
Douglas,1,GEN-1037,100,145
Douglas,1,GEN-1038,100,165
Douglas,1,GEN-1039,100,160
Douglas,1,GEN-1040,100,163
Douglas,1,GEN-1041,100,160
Douglas,1,GEN-1042,100,145
Douglas,1,GEN-1043,100,162
Douglas,1,GEN-1044,100,198
Douglas,1,GEN-1045,100,204
Douglas,1,GEN-1046,100,168
Douglas,1,GEN-1047,100,163
Douglas,1,GEN-1048,100,155
Douglas,1,GEN-1049,100,168
Douglas,1,GEN-1050,100,155
Douglas,1,GEN-1051,100,47
Douglas,1,GEN-1052,100,220
Douglas,1,GEN-1053,100,231
Douglas,1,GEN-1054,100,194
Douglas,1,GEN-1055,100,195
Douglas,1,GEN-1056,55,158
Douglas,1,GEN-1057,100,165
Douglas,1,GEN-1058,100,168
Douglas,1,GEN-1059,100,173
Douglas,1,GEN-1060,100,171
Douglas,1,GEN-1061,100,158
Douglas,1,GEN-1062,100,156
Douglas,1,GEN-1063,100,160
Douglas,1,GEN-1064,100,171
Douglas,1,GEN-1065,100,158
Douglas,1,GEN-1066,100,158
Douglas,1,GEN-1067,100,221
Douglas,1,GEN-1068,100,163
Douglas,1,GEN-1069,100,158
Douglas,1,GEN-1070,100,161
Douglas,1,GEN-1071,100,173
Douglas,1,GEN-1072,100,165
Douglas,1,GEN-1073,100,171
Douglas,1,GEN-1074,73,147
Douglas,1,GEN-1075,100,160
Douglas,1,GEN-1076,100,162
Douglas,1,GEN-1077,100,170
Douglas,1,GEN-1078,100,162
Douglas,1,GEN-1079,100,162
Douglas,1,GEN-1080,100,162
Douglas,1,GEN-1081,100,155
Douglas,1,GEN-1082,100,168
Douglas,1,GEN-1083,100,162
Douglas,1,GEN-1084,100,171
Douglas,1,GEN-1085,100,154
Douglas,1,GEN-1086,100,162
Douglas,1,GEN-1087,100,162
Douglas,1,GEN-1088,100,168
Douglas,1,GEN-1089,87,162
Douglas,1,GEN-1090,100,171
Douglas,1,GEN-1091,100,162
Douglas,1,GEN-1092,100,180
Douglas,1,GEN-1093,100,170
Douglas,1,GEN-1094,100,180
Douglas,1,GEN-1095,100,170
Douglas,1,GEN-1096,100,189
Douglas,1,GEN-1097,100,170
Douglas,1,GEN-1098,100,170
Douglas,1,GEN-1099,100,180
Douglas,1,GEN-1100,100,180
Douglas,1,GEN-1101,100,171
Douglas,1,GEN-1102,100,161
Douglas,1,GEN-1103,100,171
Douglas,1,GEN-1104,80,171
Douglas,1,GEN-1105,100,170
Douglas,1,GEN-1106,100,180
Douglas,1,GEN-1107,100,170
Douglas,1,GEN-1108,100,171
Douglas,1,GEN-1109,100,161
Douglas,1,GEN-1110,100,165
Douglas,1,GEN-1111,100,168
Douglas,1,GEN-1112,55,160
Douglas,1,GEN-1113,100,168
Douglas,1,GEN-1114,100,158
Douglas,1,GEN-1115,100,163
Douglas,1,GEN-1116,100,165
Douglas,1,GEN-1117,100,163
Douglas,1,GEN-1118,100,165
Douglas,1,GEN-1119,100,165
Douglas,1,GEN-1120,100,165
Douglas,1,GEN-1121,100,186
Douglas,1,GEN-1122,100,187
Douglas,1,GEN-1123,100,170
Douglas,1,GEN-1124,100,172
Douglas,1,GEN-1125,100,192
Douglas,1,GEN-1126,100,192
Douglas,1,GEN-1127,100,169
Douglas,1,GEN-1128,100,169
Douglas,1,GEN-1129,100,181
Douglas,1,GEN-1130,100,181
Douglas,1,GEN-1131,100,161
Douglas,1,GEN-1132,100,170
Douglas,1,GEN-1133,100,170
Douglas,1,GEN-1134,100,173
Douglas,1,GEN-1135,100,192
Douglas,1,GEN-1136,100,172
Douglas,1,GEN-1137,100,173
Douglas,1,GEN-1138,71,160
Douglas,1,GEN-1139,100,181
Douglas,1,GEN-1140,100,169
Douglas,1,GEN-1141,100,181
Douglas,1,GEN-1142,100,172
Douglas,1,GEN-1143,100,173
Douglas,1,GEN-1144,100,173
Douglas,1,GEN-1145,100,181
Douglas,1,GEN-1146,100,156
Douglas,1,GEN-1147,76,168
Douglas,1,GEN-1148,100,168
Douglas,1,GEN-1149,100,181
Douglas,1,GEN-1150,100,180
Douglas,1,GEN-1151,100,180
Douglas,1,GEN-1152,100,171
Douglas,1,GEN-1153,100,171
Douglas,1,GEN-1154,100,173
Douglas,1,GEN-1155,100,189
Douglas,1,GEN-1156,100,172
Douglas,1,GEN-1157,100,182
Douglas,1,GEN-1158,100,192
Douglas,1,GEN-1159,100,189
Douglas,1,GEN-1160,100,189
Douglas,1,GEN-1161,100,189
Douglas,1,GEN-1162,100,193
Douglas,1,GEN-1163,100,186
Douglas,1,GEN-1164,100,172
Douglas,1,GEN-1165,100,172
Douglas,1,GEN-1166,100,186
Douglas,1,GEN-1167,100,189
Douglas,1,GEN-1168,100,186
Douglas,1,GEN-1169,100,187
Douglas,1,GEN-1170,100,186
Douglas,1,GEN-1171,100,189
Douglas,1,GEN-1172,100,189
Douglas,1,GEN-1173,100,186
Douglas,1,GEN-1174,72,171
Douglas,1,GEN-1175,100,195
Douglas,1,GEN-1176,100,194
Douglas,1,GEN-1177,100,189
Douglas,1,GEN-1178,100,187
Douglas,1,GEN-1179,100,187
Douglas,1,GEN-1180,100,172
Douglas,1,GEN-1181,100,170
Douglas,1,GEN-1182,100,170
Douglas,1,GEN-1183,100,180
Douglas,1,GEN-1184,100,169
Douglas,1,GEN-1185,100,189
Douglas,1,GEN-1186,100,180
Douglas,1,GEN-1187,100,187
Douglas,1,GEN-1188,100,187
Douglas,1,GEN-1189,100,180
Douglas,1,GEN-1190,100,161
Douglas,1,GEN-1191,100,192
Douglas,1,GEN-1192,100,192
Douglas,1,GEN-1193,100,180
Douglas,1,GEN-1194,100,169
Douglas,1,GEN-1195,65,180
Douglas,1,GEN-1196,100,161
Douglas,1,GEN-1197,100,187
Douglas,1,GEN-1198,100,187
Douglas,1,GEN-1199,100,192
Douglas,1,GEN-1200,100,181
Douglas,1,GEN-1201,100,181
Douglas,1,GEN-1202,100,169
Douglas,1,GEN-1203,80,169
Douglas,1,GEN-1204,100,181
Douglas,1,GEN-1205,100,181
Douglas,1,GEN-1206,100,193
Douglas,1,GEN-1207,100,186
Douglas,1,GEN-1208,100,172
Douglas,1,GEN-1209,100,173
Douglas,1,GEN-1210,100,163
Douglas,1,GEN-1211,100,192
Douglas,1,GEN-1212,100,186
Douglas,1,GEN-1213,100,169
Douglas,1,GEN-1214,39,181
Douglas,1,GEN-1215,100,186
Douglas,1,GEN-1216,100,192
Douglas,1,GEN-1217,100,193
Douglas,1,GEN-1218,100,194
Douglas,1,GEN-1219,100,182
Douglas,1,GEN-1220,100,195
Douglas,1,GEN-1221,100,172
Douglas,1,GEN-1222,100,194
Douglas,1,GEN-1223,100,173
Douglas,1,GEN-1224,100,187
Douglas,1,GEN-1225,100,193
Douglas,1,GEN-1226,100,182
Douglas,1,GEN-1227,100,206
Douglas,1,GEN-1228,100,182
Douglas,1,GEN-1229,100,195
Douglas,1,GEN-1230,100,195
Douglas,1,GEN-1231,100,193
Douglas,1,GEN-1232,100,182
Douglas,1,GEN-1233,100,193
Douglas,1,GEN-1234,100,195
Douglas,1,GEN-1235,100,194
Douglas,1,GEN-1236,100,172
Douglas,1,GEN-1237,100,198
Douglas,1,GEN-1238,100,198
Douglas,1,GEN-1239,100,198
Douglas,1,GEN-1240,100,194
Douglas,1,GEN-1241,100,198
Douglas,1,GEN-1242,100,197
Douglas,1,GEN-1243,100,200
Douglas,1,GEN-1244,100,195
Douglas,1,GEN-1245,41,189
Douglas,1,GEN-1246,100,200
Douglas,1,GEN-1247,100,194
Douglas,1,GEN-1248,100,195
Douglas,1,GEN-1249,100,200
Douglas,1,GEN-1250,100,206
Douglas,1,GEN-1251,100,194
Douglas,1,GEN-1252,100,194
Douglas,1,GEN-1253,100,194
Douglas,1,GEN-1254,100,200
Douglas,1,GEN-1255,100,182
Douglas,1,GEN-1256,100,198
Douglas,1,GEN-1257,100,200
Douglas,1,GEN-1258,100,198
Douglas,1,GEN-1259,100,200
Douglas,1,GEN-1260,100,200
Douglas,1,GEN-1261,39,181
Douglas,1,GEN-1262,100,192
Douglas,1,GEN-1263,100,186
Douglas,1,GEN-1264,100,187
Douglas,1,GEN-1265,100,195
Douglas,1,GEN-1266,100,182
Douglas,1,GEN-1267,100,195
Douglas,1,GEN-1268,100,186
Douglas,1,GEN-1269,81,192
Douglas,1,GEN-1270,100,195
Douglas,1,GEN-1271,100,187
Douglas,1,GEN-1272,100,200
Douglas,1,GEN-1273,100,193
Douglas,1,GEN-1274,100,189
Douglas,1,GEN-1275,100,192
Douglas,1,GEN-1276,100,200
Douglas,1,GEN-1277,100,200
Douglas,1,GEN-1278,91,193
Douglas,1,GEN-1279,100,194
Douglas,1,GEN-1280,100,182
Douglas,1,GEN-1281,100,234
Douglas,1,GEN-1282,100,231
Douglas,1,GEN-1283,100,244
Douglas,1,GEN-1284,100,233
Douglas,1,GEN-1285,100,233
Douglas,1,GEN-1286,100,220
Douglas,1,GEN-1287,100,197
Douglas,1,GEN-1288,100,231
Douglas,1,GEN-1289,100,204
Douglas,1,GEN-1290,87,186
Douglas,1,GEN-1291,100,206
Douglas,1,GEN-1292,100,209
Douglas,1,GEN-1293,100,233
Douglas,1,GEN-1294,100,182
Douglas,1,GEN-1295,100,206
Douglas,1,GEN-1296,100,197
Douglas,1,GEN-1297,100,197
Douglas,1,GEN-1298,100,198
Douglas,1,GEN-1299,21,220
Douglas,1,GEN-1300,100,197
Douglas,1,GEN-1301,100,204
Douglas,1,GEN-1302,100,198
Douglas,1,GEN-1303,100,182
Douglas,1,GEN-1304,100,182
Douglas,1,GEN-1305,100,204
Douglas,1,GEN-1306,100,233
Douglas,1,GEN-1307,100,209
Douglas,1,GEN-1308,100,204
Douglas,1,GEN-1309,100,197
Douglas,1,GEN-1310,100,204
Douglas,1,GEN-1311,100,233
Douglas,1,GEN-1312,100,209
Douglas,1,GEN-1313,100,198
Douglas,1,GEN-1314,100,233
Douglas,1,GEN-1315,100,198
Douglas,1,GEN-1316,44,221
Douglas,1,GEN-1317,100,198
Douglas,1,GEN-1318,100,204
Douglas,1,GEN-1319,100,204
Douglas,1,GEN-1320,100,206
Douglas,1,GEN-1321,66,197
Douglas,1,GEN-1322,100,197
Douglas,1,GEN-1323,100,197
Douglas,1,GEN-1324,100,200
Douglas,1,GEN-1325,100,206
Douglas,1,GEN-1326,100,220
Douglas,1,GEN-1327,35,204
Douglas,1,GEN-1328,100,239
Douglas,1,GEN-1329,100,234
Douglas,1,GEN-1330,100,233
Douglas,1,GEN-1331,100,221
Douglas,1,GEN-1332,100,234
Douglas,1,GEN-1333,100,212
Douglas,1,GEN-1334,100,209
Douglas,1,GEN-1335,100,220
Douglas,1,GEN-1336,100,209
Douglas,1,GEN-1337,100,220
Douglas,1,GEN-1338,100,234
Douglas,1,GEN-1339,84,233
Douglas,1,GEN-1340,100,239
Douglas,1,GEN-1341,100,217
Douglas,1,GEN-1342,100,234
Douglas,1,GEN-1343,100,239
Douglas,1,GEN-1344,100,234
Douglas,1,GEN-1345,100,217
Douglas,1,GEN-1346,100,234
Douglas,1,GEN-1347,100,239
Douglas,1,GEN-1348,100,212
Douglas,1,GEN-1349,100,203
Douglas,1,GEN-1350,100,206
Douglas,1,GEN-1351,100,206
Douglas,1,GEN-1352,100,203
Douglas,1,GEN-1353,100,203
Douglas,1,GEN-1354,100,242
Douglas,1,GEN-1355,100,242
Douglas,1,GEN-1356,100,242
Douglas,1,GEN-1357,100,239
Douglas,1,GEN-1358,100,211
Douglas,1,GEN-1359,100,239
Douglas,1,GEN-1360,100,239
Douglas,1,GEN-1361,92,246
Douglas,1,GEN-1362,100,203
Douglas,1,GEN-1363,100,222
Douglas,1,GEN-1364,100,203
Douglas,1,GEN-1365,100,222
Douglas,1,GEN-1366,100,222
Douglas,1,GEN-1367,95,226
Douglas,1,GEN-1368,100,211
Douglas,1,GEN-1369,100,239
Douglas,1,GEN-1370,59,219
Douglas,1,GEN-1371,74,199
Douglas,1,GEN-1372,100,211
Douglas,1,GEN-1373,100,242
Douglas,1,GEN-1374,100,242
Douglas,1,GEN-1375,100,242
Douglas,1,GEN-1376,100,201
Douglas,1,GEN-1377,100,222
Douglas,1,GEN-1378,100,203
Douglas,1,GEN-1379,100,232
Douglas,1,GEN-1380,100,203
Douglas,1,GEN-1381,100,203
Douglas,1,GEN-1382,100,245
Douglas,1,GEN-1383,100,225
Douglas,1,GEN-1384,100,245
Douglas,1,GEN-1385,100,232
Douglas,1,GEN-1386,100,232
Douglas,1,GEN-1387,100,232
Douglas,1,GEN-1388,100,232
Douglas,1,GEN-1389,100,232
Douglas,1,GEN-1390,100,232
Douglas,1,GEN-1391,100,226
Douglas,1,GEN-1392,100,196
Douglas,1,GEN-1393,100,245
Douglas,1,GEN-1394,100,226
Douglas,1,GEN-1395,100,232
Douglas,1,GEN-1396,100,217
Douglas,1,GEN-1397,100,245
Douglas,1,GEN-1398,100,199
Douglas,1,GEN-1399,72,211
Douglas,1,GEN-1400,33,211
Douglas,1,GEN-1401,100,199
Douglas,1,GEN-1402,100,238
Douglas,1,GEN-1403,100,231
Douglas,1,GEN-1404,100,219
Douglas,1,GEN-1405,100,225
Douglas,1,GEN-1406,100,222
Douglas,1,GEN-1407,100,236
Douglas,1,GEN-1408,100,199
Douglas,1,GEN-1409,100,226
Douglas,1,GEN-1410,100,222
Douglas,1,GEN-1411,100,206
Douglas,1,GEN-1412,100,236
Douglas,1,GEN-1413,100,245
Douglas,1,GEN-1414,100,225
Douglas,1,GEN-1415,100,199
Douglas,1,GEN-1416,100,236
Douglas,1,GEN-1417,100,199
Douglas,1,GEN-1418,53,226
Douglas,1,GEN-1419,100,219
Douglas,1,GEN-1420,100,270
Douglas,1,GEN-1421,100,219
Douglas,1,GEN-1422,100,220
Douglas,1,GEN-1423,100,245
Douglas,1,GEN-1424,100,245
Douglas,1,GEN-1425,100,219
Douglas,1,GEN-1426,100,220
Douglas,1,GEN-1427,100,245
Douglas,1,GEN-1428,100,196
Douglas,1,GEN-1429,100,236
Douglas,1,GEN-1430,100,199
Douglas,1,GEN-1431,100,242
Douglas,1,GEN-1432,100,225
Douglas,1,GEN-1433,100,206
Douglas,1,GEN-1434,100,225
Douglas,1,GEN-1435,100,203
Douglas,1,GEN-1436,100,242
Douglas,1,GEN-1437,100,231
Douglas,1,GEN-1438,100,203
Douglas,1,GEN-1439,100,242
Douglas,1,GEN-1440,100,231
Douglas,1,GEN-1441,100,209
Douglas,1,GEN-1442,100,217
Douglas,1,GEN-1443,100,226
Douglas,1,GEN-1444,100,226
Douglas,1,GEN-1445,100,239
Douglas,1,GEN-1446,100,219
Douglas,1,GEN-1447,100,239
Douglas,1,GEN-1448,100,219
Douglas,1,GEN-1449,100,220
Douglas,1,GEN-1450,69,217
Douglas,1,GEN-1451,100,217
Douglas,1,GEN-1452,100,220
Douglas,1,GEN-1453,100,242
Douglas,1,GEN-1454,100,222
Douglas,1,GEN-1455,100,206
Douglas,1,GEN-1456,100,222
Douglas,1,GEN-1457,100,231
Douglas,1,GEN-1458,100,236
Douglas,1,GEN-1459,33,270
Douglas,1,GEN-1460,100,236
Douglas,1,GEN-1461,100,214
Douglas,1,GEN-1462,100,201
Douglas,1,GEN-1463,100,214
Douglas,1,GEN-1464,100,221
Douglas,1,GEN-1465,100,199
Douglas,1,GEN-1466,100,199
Douglas,1,GEN-1467,100,236
Douglas,1,GEN-1468,100,226
Douglas,1,GEN-1469,100,211
Douglas,1,GEN-1470,100,242
Douglas,1,GEN-1471,100,219
Douglas,1,GEN-1472,100,201
Douglas,1,GEN-1473,100,199
Douglas,1,GEN-1474,100,217
Douglas,1,GEN-1475,100,201
Douglas,1,GEN-1476,100,209
Douglas,1,GEN-1477,100,196
Douglas,1,GEN-1478,99,204
Douglas,1,GEN-1479,100,193
Douglas,1,GEN-1480,100,243
Douglas,1,GEN-1481,100,217
Douglas,1,GEN-1482,100,197
Douglas,1,GEN-1483,100,221
Douglas,1,GEN-1484,100,234
Douglas,1,GEN-1485,72,221
Douglas,1,GEN-1486,100,201
Douglas,1,GEN-1487,100,244
Douglas,1,GEN-1488,100,219
Douglas,1,GEN-1489,100,212
Douglas,1,GEN-1490,100,196
Douglas,1,GEN-1491,100,209
Douglas,1,GEN-1492,100,197
Douglas,1,GEN-1493,100,193
Douglas,1,GEN-1494,100,219
Douglas,1,GEN-1495,100,201
Douglas,1,GEN-1496,100,219
Douglas,1,GEN-1497,100,201
Douglas,1,GEN-1498,100,214
Douglas,1,GEN-1499,100,220
Douglas,1,GEN-1500,100,201
Douglas,1,GEN-1501,100,196
Douglas,1,GEN-1502,100,199
Douglas,1,GEN-1503,100,217
Douglas,1,GEN-1504,100,236
Douglas,1,GEN-1505,100,232
Douglas,1,GEN-1506,100,243
Douglas,1,GEN-1507,100,244
Douglas,1,GEN-1508,100,244
Douglas,1,GEN-1509,100,243
Douglas,1,GEN-1510,100,246
Douglas,1,GEN-1511,100,243
Douglas,1,GEN-1512,100,238
Douglas,1,GEN-1513,100,245
Douglas,1,GEN-1514,100,214
Douglas,1,GEN-1515,100,226
Douglas,1,GEN-1516,100,214
Douglas,1,GEN-1517,100,214
Douglas,1,GEN-1518,38,221
Douglas,1,GEN-1519,100,212
Douglas,1,GEN-1520,100,209
Douglas,1,GEN-1521,100,212
Douglas,1,GEN-1522,100,196
Douglas,1,GEN-1523,100,238
Douglas,1,GEN-1524,100,204
Douglas,1,GEN-1525,100,209
Douglas,1,GEN-1526,100,217
Douglas,1,GEN-1527,100,204
Douglas,1,GEN-1528,37,243
Douglas,1,GEN-1529,44,244
Douglas,1,GEN-1530,100,214
Douglas,1,GEN-1531,100,238
Douglas,1,GEN-1532,97,196
Douglas,1,GEN-1533,100,212
Douglas,1,GEN-1534,100,212
Douglas,1,GEN-1535,100,196
Douglas,1,GEN-1536,100,220
Douglas,1,GEN-1537,100,196
Douglas,1,GEN-1538,100,270
Douglas,1,GEN-1539,100,214
Douglas,1,GEN-1540,100,196
Douglas,1,GEN-1541,100,212
Douglas,1,GEN-1542,100,212
Douglas,1,GEN-1543,100,212
Douglas,1,GEN-1544,100,211
Douglas,1,GEN-1545,100,225
Douglas,1,GEN-1546,100,211
Douglas,1,GEN-1547,100,231
