County,Tabulator,Batch,Ballots,Location
Douglas,1,GEN-1548,100,254
Douglas,1,GEN-1549,85,244
Douglas,1,GEN-1550,100,246
Douglas,1,GEN-1551,100,275
Douglas,1,GEN-1552,100,264
Douglas,1,GEN-1553,100,244
Douglas,1,GEN-1554,100,264
Douglas,1,GEN-1555,100,225
Douglas,1,GEN-1556,100,225
Douglas,1,GEN-1557,100,203
Douglas,1,GEN-1558,100,209
Douglas,1,GEN-1559,100,225
Douglas,1,GEN-1560,40,246
Douglas,1,GEN-1561,100,221
Douglas,1,GEN-1562,100,225
Douglas,1,GEN-1563,100,214
Douglas,1,GEN-1564,89,231
Douglas,1,GEN-1565,100,197
Douglas,1,GEN-1566,100,193
Douglas,1,GEN-1567,100,214
Douglas,1,GEN-1568,100,225
Douglas,1,GEN-1569,100,221
Douglas,1,GEN-1570,100,231
Douglas,1,GEN-1571,100,231
Douglas,1,GEN-1572,100,234
Douglas,1,GEN-1573,100,225
Douglas,1,GEN-1574,100,196
Douglas,1,GEN-1575,100,201
Douglas,1,GEN-1576,100,212
Douglas,1,GEN-1577,54,217
Douglas,1,GEN-1578,100,238
Douglas,1,GEN-1579,100,221
Douglas,1,GEN-1580,100,217
Douglas,1,GEN-1581,100,222
Douglas,1,GEN-1582,100,245
Douglas,1,GEN-1583,100,221
Douglas,1,GEN-1584,35,214
Douglas,1,GEN-1585,100,243
Douglas,1,GEN-1586,100,232
Douglas,1,GEN-1587,100,201
Douglas,1,GEN-1588,100,236
Douglas,1,GEN-1589,100,249
Douglas,1,GEN-1590,100,238
Douglas,1,GEN-1591,100,264
Douglas,1,GEN-1592,100,211
Douglas,1,GEN-1593,100,246
Douglas,1,GEN-1594,100,236
Douglas,1,GEN-1595,100,236
Douglas,1,GEN-1596,100,222
Douglas,1,GEN-1597,100,219
Douglas,1,GEN-1598,100,211
Douglas,1,GEN-1599,100,238
Douglas,1,GEN-1600,100,233
Douglas,1,GEN-1601,100,222
Douglas,1,GEN-1602,100,246
Douglas,1,GEN-1603,100,211
Douglas,1,GEN-1604,100,238
Douglas,1,GEN-1605,100,234
Douglas,1,GEN-1606,100,238
Douglas,1,GEN-1607,100,201
Douglas,1,GEN-1608,27,221
Douglas,1,GEN-1609,100,238
Douglas,1,GEN-1610,100,199
Douglas,1,GEN-1611,100,271
Douglas,1,GEN-1612,100,254
Douglas,1,GEN-1613,100,260
Douglas,1,GEN-1614,100,244
Douglas,1,GEN-1615,100,250
Douglas,1,GEN-1616,100,211
Douglas,1,GEN-1617,31,238
Douglas,1,GEN-1618,100,249
Douglas,1,GEN-1619,100,226
Douglas,1,GEN-1620,100,243
Douglas,1,GEN-1621,100,254
Douglas,1,GEN-1622,100,249
Douglas,1,GEN-1623,100,238
Douglas,1,GEN-1624,100,238
Douglas,1,GEN-1625,85,270
Douglas,1,GEN-1626,100,250
Douglas,1,GEN-1627,100,260
Douglas,1,GEN-1628,100,254
Douglas,1,GEN-1629,100,233
Douglas,1,GEN-1630,100,246
Douglas,1,GEN-1631,100,233
Douglas,1,GEN-1632,100,261
Douglas,1,GEN-1633,65,239
Douglas,1,GEN-1634,100,258
Douglas,1,GEN-1635,100,243
Douglas,1,GEN-1636,100,246
Douglas,1,GEN-1637,100,243
Douglas,1,GEN-1638,100,249
Douglas,1,GEN-1639,100,234
Douglas,1,GEN-1640,100,243
Douglas,1,GEN-1641,100,270
Douglas,1,GEN-1642,100,246
Douglas,1,GEN-1643,100,249
Douglas,1,GEN-1644,100,249
Douglas,1,GEN-1645,100,246
Douglas,1,GEN-1646,100,250
Douglas,1,GEN-1647,100,248
Douglas,1,GEN-1648,100,249
Douglas,1,GEN-1649,100,244
Douglas,1,GEN-1650,100,248
Douglas,1,GEN-1651,100,261
Douglas,1,GEN-1652,100,248
Douglas,1,GEN-1653,100,261
Douglas,1,GEN-1654,100,243
Douglas,1,GEN-1655,100,252
Douglas,1,GEN-1656,100,254
Douglas,1,GEN-1657,100,268
Douglas,1,GEN-1658,100,258
Douglas,1,GEN-1659,100,259
Douglas,1,GEN-1660,100,269
Douglas,1,GEN-1661,100,248
Douglas,1,GEN-1662,100,258
Douglas,1,GEN-1663,100,258
Douglas,1,GEN-1664,68,246
Douglas,1,GEN-1665,100,243
Douglas,1,GEN-1666,100,224
Douglas,1,GEN-1667,100,264
Douglas,1,GEN-1668,99,289
Douglas,1,GEN-1669,100,296
Douglas,1,GEN-1670,100,273
Douglas,1,GEN-1671,100,248
Douglas,1,GEN-1672,100,252
Douglas,1,GEN-1673,27,246
Douglas,1,GEN-1674,100,275
Douglas,1,GEN-1675,100,261
Douglas,1,GEN-1676,100,244
Douglas,1,GEN-1677,100,259
Douglas,1,GEN-1678,100,252
Douglas,1,GEN-1679,100,249
Douglas,1,GEN-1680,100,248
Douglas,1,GEN-1681,100,244
Douglas,1,GEN-1682,100,252
Douglas,1,GEN-1683,100,249
Douglas,1,GEN-1684,100,224
Douglas,1,GEN-1685,100,250
Douglas,1,GEN-1686,100,248
Douglas,1,GEN-1687,100,259
Douglas,1,GEN-1688,100,224
Douglas,1,GEN-1689,100,258
Douglas,1,GEN-1690,100,250
Douglas,1,GEN-1691,100,254
Douglas,1,GEN-1692,100,250
Douglas,1,GEN-1693,100,248
Douglas,1,GEN-1694,100,250
Douglas,1,GEN-1695,98,259
Douglas,1,GEN-1696,100,258
Douglas,1,GEN-1697,100,258
Douglas,1,GEN-1698,100,261
Douglas,1,GEN-1699,100,261
Douglas,1,GEN-1700,100,264
Douglas,1,GEN-1701,100,283
Douglas,1,GEN-1702,100,252
Douglas,1,GEN-1703,100,250
Douglas,1,GEN-1704,100,259
Douglas,1,GEN-1705,100,270
Douglas,1,GEN-1706,100,250
Douglas,1,GEN-1707,100,248
Douglas,1,GEN-1708,100,249
Douglas,1,GEN-1709,100,259
Douglas,1,GEN-1710,100,270
Douglas,1,GEN-1711,100,224
Douglas,1,GEN-1712,100,264
Douglas,1,GEN-1713,41,245
Douglas,1,GEN-1714,100,273
Douglas,1,GEN-1715,100,254
Douglas,1,GEN-1716,100,283
Douglas,1,GEN-1717,100,259
Douglas,1,GEN-1718,100,224
Douglas,1,GEN-1719,73,250
Douglas,1,GEN-1720,100,258
Douglas,1,GEN-1721,100,259
Douglas,1,GEN-1722,37,245
Douglas,1,GEN-1723,100,269
Douglas,1,GEN-1724,100,248
Douglas,1,GEN-1725,100,270
Douglas,1,GEN-1726,100,252
Douglas,1,GEN-1727,100,260
Douglas,1,GEN-1728,100,283
Douglas,1,GEN-1729,100,260
Douglas,1,GEN-1730,100,283
Douglas,1,GEN-1731,100,260
Douglas,1,GEN-1732,100,267
Douglas,1,GEN-1733,100,261
Douglas,1,GEN-1734,100,252
Douglas,1,GEN-1735,100,260
Douglas,1,GEN-1736,100,267
Douglas,1,GEN-1737,100,260
Douglas,1,GEN-1738,100,254
Douglas,1,GEN-1739,100,281
Douglas,1,GEN-1740,100,254
Douglas,1,GEN-1741,100,252
Douglas,1,GEN-1742,100,249
Douglas,1,GEN-1743,100,250
Douglas,1,GEN-1744,100,254
Douglas,1,GEN-1745,39,261
Douglas,1,GEN-1746,79,252
Douglas,1,GEN-1747,100,252
Douglas,1,GEN-1748,100,258
Douglas,1,GEN-1749,100,267
Douglas,1,GEN-1750,100,248
Douglas,1,GEN-1751,100,224
Douglas,1,GEN-1752,100,270
Douglas,1,GEN-1753,100,224
Douglas,1,GEN-1754,100,267
Douglas,1,GEN-1755,100,260
Douglas,1,GEN-1756,100,269
Douglas,1,GEN-1757,100,260
Douglas,1,GEN-1758,100,281
Douglas,1,GEN-1759,100,283
Douglas,1,GEN-1760,100,268
Douglas,1,GEN-1761,69,261
Douglas,1,GEN-1762,100,283
Douglas,1,GEN-1763,100,291
Douglas,1,GEN-1764,100,269
Douglas,1,GEN-1765,100,267
Douglas,1,GEN-1766,100,275
Douglas,1,GEN-1767,98,264
Douglas,1,GEN-1768,100,275
Douglas,1,GEN-1769,100,264
Douglas,1,GEN-1770,129,264
Douglas,1,GEN-1771,100,293
Douglas,1,GEN-1772,82,267
Douglas,1,GEN-1773,100,264
Douglas,1,GEN-1774,100,261
Douglas,1,GEN-1775,100,261
Douglas,1,GEN-1776,100,261
Douglas,1,GEN-1777,100,267
Douglas,1,GEN-1778,100,267
Douglas,1,GEN-1779,100,252
Douglas,1,GEN-1780,100,252
Douglas,1,GEN-1781,100,267
Douglas,1,GEN-1782,100,260
Douglas,1,GEN-1783,100,254
Douglas,1,GEN-1784,100,260
Douglas,1,GEN-1785,100,267
Douglas,1,GEN-1786,100,275
Douglas,1,GEN-1787,100,269
Douglas,1,GEN-1788,100,264
Douglas,1,GEN-1789,100,293
Douglas,1,GEN-1790,81,270
Douglas,1,GEN-1791,100,288
Douglas,1,GEN-1792,100,267
Douglas,1,GEN-1793,100,269
Douglas,1,GEN-1794,100,261
Douglas,1,GEN-1795,100,267
Douglas,1,GEN-1796,100,258
Douglas,1,GEN-1797,100,255
Douglas,1,GEN-1798,100,269
Douglas,1,GEN-1799,100,254
Douglas,1,GEN-1800,100,293
Douglas,1,GEN-1801,64,264
Douglas,1,GEN-1802,100,273
Douglas,1,GEN-1803,100,255
Douglas,1,GEN-1804,100,258
Douglas,1,GEN-1805,100,269
Douglas,1,GEN-1806,100,281
Douglas,1,GEN-1807,100,255
Douglas,1,GEN-1808,100,271
Douglas,1,GEN-1809,100,281
Douglas,1,GEN-1810,100,255
Douglas,1,GEN-1811,100,281
Douglas,1,GEN-1812,100,255
Douglas,1,GEN-1813,100,284
Douglas,1,GEN-1814,41,269
Douglas,1,GEN-1815,100,259
Douglas,1,GEN-1816,100,278
Douglas,1,GEN-1817,100,270
Douglas,1,GEN-1818,100,259
Douglas,1,GEN-1819,100,271
Douglas,1,GEN-1820,100,271
Douglas,1,GEN-1821,100,273
Douglas,1,GEN-1822,100,224
Douglas,1,GEN-1823,100,259
Douglas,1,GEN-1824,100,270
Douglas,1,GEN-1825,100,269
Douglas,1,GEN-1826,100,224
Douglas,1,GEN-1827,100,255
Douglas,1,GEN-1828,100,269
Douglas,1,GEN-1829,100,283
Douglas,1,GEN-1830,100,271
Douglas,1,GEN-1831,100,255
Douglas,1,GEN-1832,63,255
Douglas,1,GEN-1833,100,224
Douglas,1,GEN-1834,100,255
Douglas,1,GEN-1835,100,255
Douglas,1,GEN-1836,100,255
Douglas,1,GEN-1837,100,224
Douglas,1,GEN-1838,100,271
Douglas,1,GEN-1839,100,264
Douglas,1,GEN-1840,100,278
Douglas,1,GEN-1841,100,271
Douglas,1,GEN-1842,100,271
Douglas,1,GEN-1843,81,255
Douglas,1,GEN-1844,100,273
Douglas,1,GEN-1845,100,284
Douglas,1,GEN-1846,100,273
Douglas,1,GEN-1847,99,268
Douglas,1,GEN-1848,100,281
Douglas,1,GEN-1849,100,271
Douglas,1,GEN-1850,100,273
Douglas,1,GEN-1851,100,273
Douglas,1,GEN-1852,100,283
Douglas,1,GEN-1853,100,281
Douglas,1,GEN-1854,100,271
Douglas,1,GEN-1855,74,281
Douglas,1,GEN-1856,100,273
Douglas,1,GEN-1857,100,273
Douglas,1,GEN-1858,100,271
Douglas,1,GEN-1859,100,281
Douglas,1,GEN-1860,100,281
Douglas,1,GEN-1861,100,268
Douglas,1,GEN-1862,100,268
Douglas,1,GEN-1863,100,283
Douglas,1,GEN-1864,74,281
Douglas,1,GEN-1865,100,284
Douglas,1,GEN-1866,100,284
Douglas,1,GEN-1867,100,281
Douglas,1,GEN-1868,100,284
Douglas,1,GEN-1869,100,275
Douglas,1,GEN-1870,100,275
Douglas,1,GEN-1871,100,288
Douglas,1,GEN-1872,100,291
Douglas,1,GEN-1873,100,283
Douglas,1,GEN-1874,100,278
Douglas,1,GEN-1875,100,275
Douglas,1,GEN-1876,35,281
Douglas,1,GEN-1877,100,278
Douglas,1,GEN-1878,100,278
Douglas,1,GEN-1879,100,288
Douglas,1,GEN-1880,100,288
Douglas,1,GEN-1881,100,278
Douglas,1,GEN-1882,100,275
Douglas,1,GEN-1883,100,275
Douglas,1,GEN-1884,100,268
Douglas,1,GEN-1885,100,275
Douglas,1,GEN-1886,100,293
Douglas,1,GEN-1887,100,293
Douglas,1,GEN-1888,100,288
Douglas,1,GEN-1889,100,268
Douglas,1,GEN-1890,100,288
Douglas,1,GEN-1891,68,283
Douglas,1,GEN-1892,100,284
Douglas,1,GEN-1893,100,291
Douglas,1,GEN-1894,100,293
Douglas,1,GEN-1895,100,291
Douglas,1,GEN-1896,100,284
Douglas,1,GEN-1897,100,278
Douglas,1,GEN-1898,100,284
Douglas,1,GEN-1899,100,268
Douglas,1,GEN-1900,100,284
Douglas,1,GEN-1901,100,268
Douglas,1,GEN-1902,36,278
Douglas,1,GEN-1903,100,291
Douglas,1,GEN-1904,100,284
Douglas,1,GEN-1905,100,268
Douglas,1,GEN-1906,100,293
Douglas,1,GEN-1907,100,288
Douglas,1,GEN-1908,60,284
Douglas,1,GEN-1909,100,278
Douglas,1,GEN-1910,100,291
Douglas,1,GEN-1911,100,268
Douglas,1,GEN-1912,100,291
Douglas,1,GEN-1913,100,288
Douglas,1,GEN-1914,100,278
Douglas,1,GEN-1915,100,288
Douglas,1,GEN-1916,100,293
Douglas,1,GEN-1917,100,293
Douglas,1,GEN-1918,91,288
Douglas,1,GEN-1919,100,278
Douglas,1,GEN-1920,73,296
Douglas,1,GEN-1921,100,288
Douglas,1,GEN-1922,100,291
Douglas,1,GEN-1923,44,291
Douglas,1,GEN-1924,100,296
Douglas,1,GEN-1925,94,286
Douglas,1,GEN-1926,201,296
Douglas,1,GEN-1927,82,296
Douglas,1,GEN-1928,200,292
Douglas,1,GEN-1929,136,292
Douglas,1,GEN-1930,91,290
Douglas,1,GEN-1931,201,290
Douglas,1,GEN-1932,164,292
Douglas,1,GEN-1933,99,296
Douglas,1,GEN-1934,106,290
Douglas,1,GEN-1935,200,290
Douglas,1,GEN-1936,200,290
Douglas,1,GEN-1937,64,290
Douglas,1,GEN-1938,200,296
Douglas,1,GEN-1939,200,290
Douglas,1,GEN-1940,200,290
Douglas,1,GEN-1941,200,296
Douglas,1,GEN-1942,200,296
Douglas,1,GEN-1943,214,289
Douglas,1,GEN-1944,130,289
Douglas,1,GEN-1945,200,289
Douglas,1,GEN-1946,96,289
Douglas,1,GEN-1947,200,289
Douglas,1,GEN-1948,98,289
Douglas,1,GEN-1949,200,286
Douglas,1,GEN-1950,200,289
Douglas,1,GEN-1951,200,289
Douglas,1,GEN-1952,90,286
Douglas,1,GEN-1953,82,286
Douglas,1,GEN-1983,151,290
Douglas,1,GEN-1984,162,290
Douglas,1,GEN-1985,40,286
Douglas,1,GEN-1986,98,286
Douglas,1,GEN-1987,18,286
Douglas,1,GEN-1988,100,286
Douglas,1,GEN-1989,93,286
Douglas,1,GEN-1990,100,371
Douglas,1,GEN-1991,60,286
Douglas,1,GEN-1992,100,286
Douglas,1,GEN-1993,100,371
Douglas,1,GEN-1994,45,286
Douglas,1,GEN-1995,100,371
Douglas,1,GEN-1996,100,371
Douglas,1,GEN-1997,92,371
Douglas,1,GEN-1998,100,371
Douglas,1,GEN-1999,101,371
Douglas,1,GEN-2000,25,371
Douglas,1,GEN-2001,82,286
Douglas,1,GEN-2002,30,286
Douglas,1,GEN-2003,35,371
Douglas,1,GEN-2004,22,371
Douglas,1,GEN-2005,89,371
