County,Tabulator ID,Batch,#of Ballots,Location
Routt,105,34,25,2
Routt,105,35,25,2
Routt,105,36,25,2
Routt,105,37,25,2
Routt,105,38,25,2
Routt,105,39,25,2
Routt,105,40,25,2
Routt,105,41,25,2
Routt,105,42,25,2
Routt,105,43,25,2
Routt,105,44,24,2
Routt,105,45,24,2
Routt,105,46,24,2
Routt,105,47,24,2
Routt,105,48,24,2
Routt,105,49,24,2
Routt,105,50,24,2
Routt,105,51,24,3
Routt,105,52,24,3
Routt,105,53,24,3
Routt,105,54,24,3
Routt,105,55,24,3
Routt,105,56,24,3
Routt,105,57,24,3
Routt,105,58,23,3
Routt,105,59,23,3
Routt,105,60,22,3
Routt,105,61,17,3
Routt,105,62,16,3
Routt,105,63,13,3
Routt,105,64,26,3
Routt,105,65,25,3
Routt,105,66,25,3
Routt,105,67,25,3
Routt,105,68,25,3
Routt,105,69,25,3
Routt,105,70,25,3
Routt,105,71,25,3
Routt,105,72,25,3
Routt,105,73,25,3
Routt,105,74,25,3
Routt,105,75,25,3
Routt,105,76,25,3
Routt,105,77,25,3
Routt,105,78,25,3
Routt,105,79,25,3
Routt,105,80,25,3
Routt,105,81,25,3
Routt,105,82,25,3
Routt,105,83,25,3
Routt,105,84,25,3
Routt,105,85,24,3
Routt,105,86,25,3
Routt,105,87,25,3
Routt,105,88,25,3
Routt,105,89,25,3
Routt,105,90,25,3
Routt,105,91,25,3
Routt,105,92,25,3
Routt,105,93,25,3
Routt,105,94,25,3
Routt,105,95,25,3
Routt,105,96,25,3
Routt,105,97,25,3
Routt,105,98,25,4
Routt,105,99,24,4
Routt,105,100,24,4
Routt,105,101,24,4
Routt,105,102,24,4
Routt,105,103,24,4
Routt,105,104,24,4
Routt,105,105,24,4
Routt,105,106,24,4
Routt,105,107,20,4
Routt,105,108,24,4
Routt,105,109,24,4
Routt,105,110,23,4
Routt,105,111,11,4
Routt,105,112,25,4
Routt,105,113,25,4
Routt,105,114,25,4
Routt,105,115,25,4
Routt,105,116,25,4
Routt,105,117,25,4
Routt,105,118,25,4
Routt,105,119,25,4
Routt,105,120,25,4
Routt,105,121,25,4
Routt,105,122,25,4
Routt,105,123,25,4
Routt,105,124,25,4
Routt,105,125,25,4
Routt,105,126,25,4
Routt,105,127,24,4
Routt,105,128,24,4
Routt,105,129,24,4
Routt,105,130,24,4
Routt,105,131,24,4
Routt,105,132,24,4
Routt,105,133,24,4
Routt,105,134,24,4
Routt,105,135,24,4
Routt,105,136,24,4
Routt,105,137,24,4
Routt,105,138,24,4
Routt,105,139,25,4
Routt,105,140,24,4
Routt,105,141,23,4
Routt,105,142,23,4
Routt,105,143,22,4
Routt,105,144,22,4
Routt,105,145,20,4
Routt,105,146,30,4
Routt,105,147,25,5
Routt,105,148,25,5
Routt,105,149,25,5
Routt,105,150,25,5
Routt,105,151,25,5
Routt,105,152,25,5
Routt,105,153,25,5
Routt,105,154,25,5
Routt,105,155,25,5
Routt,105,156,25,5
Routt,105,157,25,5
Routt,105,158,25,5
Routt,105,159,25,5
Routt,105,160,25,5
Routt,105,161,25,5
Routt,105,162,25,5
Routt,105,163,25,5
Routt,105,164,25,5
Routt,105,165,25,5
Routt,105,166,25,5
Routt,105,167,25,5
Routt,105,168,25,5
Routt,105,169,25,5
Routt,105,170,25,5
Routt,105,171,25,5
Routt,105,172,25,5
Routt,105,173,25,5
Routt,105,174,25,5
Routt,105,175,25,5
Routt,105,176,24,5
Routt,105,177,24,5
Routt,105,178,24,5
Routt,105,179,24,5
Routt,105,180,24,5
Routt,105,181,24,5
Routt,105,182,24,5
Routt,105,183,24,5
Routt,105,184,24,5
Routt,105,185,24,5
Routt,105,186,24,5
Routt,105,187,24,5
Routt,105,188,24,5
Routt,105,189,24,5
Routt,105,190,24,5
Routt,105,191,24,5
Routt,105,192,24,5
Routt,105,193,24,5
Routt,105,194,24,5
Routt,105,195,24,5
Routt,105,196,24,5
Routt,105,197,23,5
Routt,105,198,23,5
Routt,105,199,23,5
Routt,105,200,23,5
Routt,105,201,23,6
Routt,105,202,23,6
Routt,105,203,23,6
Routt,105,204,22,6
Routt,105,205,29,6
Routt,105,206,24,6
Routt,105,207,24,6
Routt,105,208,25,6
Routt,105,209,25,6
Routt,105,210,25,6
Routt,105,211,25,6
Routt,105,212,25,6
Routt,105,213,25,6
Routt,105,214,25,6
Routt,105,215,25,6
Routt,105,216,24,6
Routt,105,217,25,6
Routt,105,218,24,6
Routt,105,219,24,6
Routt,105,220,24,6
Routt,105,221,22,6
Routt,105,222,22,6
Routt,105,223,22,6
Routt,105,224,31,6
Routt,105,225,46,6
Routt,105,226,25,6
Routt,105,227,25,6
Routt,105,228,25,6
Routt,105,229,25,6
Routt,105,230,25,6
Routt,105,231,25,6
Routt,105,232,25,6
Routt,105,233,25,6
Routt,105,234,25,6
Routt,105,235,25,6
Routt,105,236,25,6
Routt,105,237,25,6
Routt,105,238,25,6
Routt,105,239,25,6
Routt,105,240,25,6
Routt,105,241,25,6
Routt,105,242,25,6
Routt,105,243,25,6
Routt,105,244,25,6
Routt,105,245,25,6
Routt,105,246,25,6
Routt,105,247,25,6
Routt,105,248,25,6
Routt,105,249,25,6
Routt,105,250,25,6
Routt,105,251,25,7
Routt,105,252,25,7
Routt,105,253,23,7
Routt,105,254,24,7
Routt,105,255,24,7
Routt,105,256,24,7
Routt,105,257,24,7
Routt,105,258,24,7
Routt,105,259,24,7
Routt,105,260,24,7
Routt,105,261,24,7
Routt,105,262,24,7
Routt,105,263,23,7
Routt,105,264,23,7
Routt,105,265,23,7
Routt,105,266,23,7
Routt,105,267,22,7
Routt,105,268,22,7
Routt,105,269,21,7
Routt,105,270,19,7
Routt,105,271,28,7
Routt,105,272,25,7
Routt,105,273,25,7
Routt,105,274,25,7
Routt,105,275,25,7
Routt,105,276,25,7
Routt,105,277,25,7
Routt,105,278,25,7
Routt,105,279,25,7
Routt,105,280,25,7
Routt,105,281,25,7
Routt,105,282,25,7
Routt,105,283,25,7
Routt,105,284,25,7
Routt,105,285,25,7
Routt,105,286,25,7
Routt,105,287,25,7
Routt,105,288,25,7
Routt,105,289,25,7
Routt,105,290,25,7
Routt,105,291,25,7
Routt,105,292,25,7
Routt,105,293,25,7
Routt,105,294,25,7
Routt,105,295,24,7
Routt,105,296,24,7
Routt,105,297,24,7
Routt,105,298,24,7
Routt,105,299,24,7
Routt,105,300,24,7
Routt,105,301,24,8
Routt,105,302,24,8
Routt,105,303,24,8
Routt,105,304,24,8
Routt,105,305,24,8
Routt,105,306,24,8
Routt,105,307,23,8
Routt,105,308,23,8
Routt,105,309,23,8
Routt,105,310,23,8
Routt,105,311,23,8
Routt,105,312,23,8
Routt,105,313,22,8
Routt,105,314,22,8
Routt,105,315,41,8
Routt,105,316,25,8
Routt,105,317,25,8
Routt,105,318,25,8
Routt,105,319,25,8
Routt,105,320,25,8
Routt,105,321,25,8
Routt,105,322,25,8
Routt,105,323,25,8
Routt,105,324,25,8
Routt,105,325,25,8
Routt,105,326,25,8
Routt,105,327,25,8
Routt,105,328,25,8
Routt,105,329,25,8
Routt,105,330,25,8
Routt,105,331,25,8
Routt,105,332,25,8
Routt,105,333,25,8
Routt,105,334,25,8
Routt,105,335,24,8
Routt,105,336,24,8
Routt,105,337,24,8
Routt,105,338,24,8
Routt,105,339,24,8
Routt,105,340,23,8
Routt,105,341,23,8
Routt,105,342,22,8
Routt,105,343,40,8
Routt,105,344,25,9
Routt,105,345,25,9
Routt,105,346,25,9
Routt,105,347,25,9
Routt,105,348,25,9
Routt,105,349,25,9
Routt,105,350,25,9
Routt,105,351,25,9
Routt,105,352,25,9
Routt,105,353,25,9
Routt,105,354,25,9
Routt,105,355,25,9
Routt,105,356,25,9
Routt,105,357,24,9
Routt,105,358,24,9
Routt,105,359,24,9
Routt,105,360,24,9
Routt,105,361,24,9
Routt,105,362,24,9
Routt,105,363,23,9
Routt,105,364,23,9
Routt,105,365,23,9
Routt,105,366,23,9
Routt,105,367,23,9
Routt,105,368,23,9
Routt,105,369,18,9
Routt,105,370,27,9
Routt,105,371,39,9
Routt,105,372,21,9
Routt,105,373,25,9
Routt,105,374,25,9
Routt,105,375,25,9
Routt,105,376,25,9
Routt,105,377,25,9
Routt,105,378,25,9
Routt,105,379,25,9
Routt,105,380,24,9
Routt,105,381,24,9
Routt,105,382,24,9
Routt,105,383,24,9
Routt,105,384,24,9
Routt,105,385,24,9
Routt,105,386,24,9
Routt,105,387,23,9
Routt,105,388,23,9
Routt,105,389,23,9
Routt,105,390,23,9
Routt,105,391,23,9
Routt,105,392,23,9
Routt,105,393,23,9
Routt,105,394,22,9
Routt,105,395,21,9
Routt,105,396,15,9
Routt,105,397,26,9
Routt,105,398,21,9
Routt,105,399,17,9
Routt,105,400,45,9
Routt,105,401,25,10
Routt,105,402,25,10
Routt,105,403,25,10
Routt,105,404,25,10
Routt,105,405,25,10
Routt,105,406,25,10
Routt,105,407,25,10
Routt,105,408,25,10
Routt,105,409,25,10
Routt,105,410,24,10
Routt,105,411,24,10
Routt,105,412,23,10
Routt,105,413,23,10
Routt,105,414,21,10
Routt,105,415,26,10
Routt,105,416,30,10
Routt,105,417,25,10
Routt,105,418,25,10
Routt,105,419,25,10
Routt,105,420,25,10
Routt,105,421,25,10
Routt,105,422,25,10
Routt,105,423,25,10
Routt,105,424,24,10
Routt,105,425,24,10
Routt,105,426,24,10
Routt,105,427,24,10
Routt,105,428,24,10
Routt,105,429,23,10
Routt,105,430,23,10
Routt,105,431,22,10
Routt,105,432,21,10
Routt,105,433,25,10
Routt,105,434,25,10
Routt,105,435,25,10
Routt,105,436,25,10
Routt,105,437,24,10
Routt,105,438,24,10
Routt,105,439,24,10
Routt,105,440,23,10
Routt,105,441,23,10
Routt,105,442,14,10
Routt,105,443,25,10
Routt,105,444,25,10
Routt,105,445,25,10
Routt,105,446,25,10
Routt,105,447,25,10
Routt,105,448,24,10
Routt,105,449,24,10
Routt,105,450,24,10
Routt,105,451,24,11
Routt,105,452,24,11
Routt,105,453,24,11
Routt,105,454,24,11
Routt,105,455,24,11
Routt,105,456,24,11
Routt,105,457,24,11
Routt,105,458,23,11
Routt,105,459,23,11
Routt,105,460,26,11
Routt,105,461,26,11
Routt,105,462,25,11
Routt,105,463,25,11
Routt,105,464,25,11
Routt,105,465,25,11
Routt,105,466,24,11
Routt,105,467,24,11
Routt,105,468,24,11
Routt,105,469,23,11
Routt,105,470,23,11
Routt,105,471,23,11
Routt,105,472,25,11
Routt,105,473,3,11
Routt,105,474,52,11
Routt,105,475,41,11
Routt,105,476,50,11
Routt,105,477,21,11
Routt,105,478,50,11
Routt,105,479,15,11
Routt,105,480,50,11
Routt,105,481,51,11
Routt,105,482,51,11
Routt,105,483,50,11
Routt,105,484,50,11
Routt,105,485,25,11
Routt,105,486,24,11
Routt,105,487,24,11
Routt,105,488,24,11
Routt,105,489,24,11
Routt,105,490,24,11
Routt,105,491,24,11
Routt,105,492,24,11
Routt,105,493,23,11
Routt,105,494,22,11
Routt,105,495,22,11
Routt,105,496,25,12
Routt,105,497,25,12
Routt,105,498,25,12
Routt,105,499,25,12
Routt,105,500,24,12
Routt,105,501,24,12
Routt,105,502,24,12
Routt,105,503,15,12
Routt,105,504,39,12
Routt,105,505,25,12
Routt,105,506,25,12
Routt,105,507,24,12
Routt,105,508,24,12
Routt,105,509,24,12
Routt,105,510,22,12
Routt,105,511,22,12
Routt,105,512,27,12
Routt,105,513,25,12
Routt,105,514,18,12
Routt,105,515,25,12
Routt,105,516,25,12
Routt,105,517,25,12
Routt,105,518,25,12
Routt,105,519,25,12
Routt,105,520,15,12
Routt,105,521,10,12
