County,Tabulator ID,Batch,# of Ballot Cards,Location,
Pueblo,104,156,50,Tub6,
Pueblo,104,157,50,Tub6,
Pueblo,104,158,50,Tub6,
Pueblo,104,159,50,Tub6,
Pueblo,104,160,50,Tub6,
Pueblo,104,161,50,Tub6,
Pueblo,104,162,50,Tub6,
Pueblo,104,163,50,Tub6,
Pueblo,104,164,50,Tub6,
Pueblo,104,165,50,Tub6,
Pueblo,104,166,50,Tub6,
Pueblo,104,167,50,Tub6,
Pueblo,104,168,50,Tub6,
Pueblo,104,169,50,Tub6,
Pueblo,104,170,50,Tub6,
Pueblo,104,171,50,Tub6,
Pueblo,104,172,50,Tub6,
Pueblo,104,173,50,Tub6,
Pueblo,104,174,50,Tub6,
Pueblo,104,175,50,Tub6,
Pueblo,104,176,50,Tub6,
Pueblo,104,177,50,Tub6,
Pueblo,104,178,50,Tub6,
Pueblo,104,179,50,Tub6,
Pueblo,104,180,50,Tub7,
Pueblo,104,181,50,Tub7,
Pueblo,104,182,50,Tub7,
Pueblo,104,183,50,Tub7,
Pueblo,104,184,50,Tub7,
Pueblo,104,185,50,Tub7,
Pueblo,104,186,50,Tub7,
Pueblo,104,187,50,Tub7,
Pueblo,104,188,50,Tub7,
Pueblo,104,189,50,Tub7,
Pueblo,104,190,50,Tub7,
Pueblo,104,191,50,Tub7,
Pueblo,104,192,50,Tub7,
Pueblo,104,193,50,Tub7,
Pueblo,104,194,50,Tub7,
Pueblo,104,195,50,Tub7,
Pueblo,104,196,50,Tub7,
Pueblo,104,197,50,Tub7,
Pueblo,104,198,50,Tub7,
Pueblo,104,199,48,Tub7,
Pueblo,104,200,50,Tub7,
Pueblo,104,201,50,Tub7,
Pueblo,104,202,50,Tub7,
Pueblo,104,203,50,Tub7,
Pueblo,104,204,50,Tub7,
Pueblo,104,205,50,Tub7,
Pueblo,104,206,50,Tub7,
Pueblo,104,207,50,Tub7,
Pueblo,104,208,50,Tub7,
Pueblo,104,209,50,Tub7,
Pueblo,104,210,50,Tub7,
Pueblo,104,211,50,Tub7,
Pueblo,104,212,50,Tub7,
Pueblo,104,213,50,Tub7,
Pueblo,104,214,50,Tub7,
Pueblo,104,215,50,Tub7,
Pueblo,104,216,50,Tub7,
Pueblo,104,217,50,Tub7,
Pueblo,104,218,50,Tub7,
Pueblo,104,219,50,Tub7,
Pueblo,104,220,50,Tub8,
Pueblo,104,221,50,Tub8,
Pueblo,104,222,50,Tub8,
Pueblo,104,223,50,Tub8,
Pueblo,104,224,50,Tub8,
Pueblo,104,225,50,Tub8,
Pueblo,104,226,50,Tub8,
Pueblo,104,227,50,Tub8,
Pueblo,104,228,50,Tub8,
Pueblo,104,229,50,Tub8,
Pueblo,104,230,50,Tub8,
Pueblo,104,231,50,Tub8,
Pueblo,104,232,50,Tub8,
Pueblo,104,233,50,Tub8,
Pueblo,104,234,50,Tub8,
Pueblo,104,235,50,Tub8,
Pueblo,104,236,50,Tub8,
Pueblo,104,237,50,Tub8,
Pueblo,104,238,50,Tub8,
Pueblo,104,239,50,Tub8,
Pueblo,104,240,50,Tub8,
Pueblo,104,241,50,Tub8,
Pueblo,104,242,50,Tub8,
Pueblo,104,243,50,Tub8,
Pueblo,104,244,50,Tub8,
Pueblo,104,245,50,Tub8,
Pueblo,104,246,50,Tub8,
Pueblo,104,247,50,Tub8,
Pueblo,104,248,50,Tub8,
Pueblo,104,249,50,Tub8,
Pueblo,104,250,50,Tub8,
Pueblo,104,251,50,Tub8,
Pueblo,104,252,50,Tub8,
Pueblo,104,253,50,Tub8,
Pueblo,104,254,50,Tub8,
Pueblo,104,255,50,Tub8,
Pueblo,104,256,50,Tub8,
Pueblo,104,257,50,Tub8,
Pueblo,104,258,50,Tub8,
Pueblo,104,259,50,Tub8,
Pueblo,104,260,50,Tub9,
Pueblo,104,261,50,Tub9,
Pueblo,104,262,50,Tub9,
Pueblo,104,263,50,Tub9,
Pueblo,104,264,50,Tub9,
Pueblo,104,265,50,Tub9,
Pueblo,104,266,50,Tub9,
Pueblo,104,267,50,Tub9,
Pueblo,104,268,50,Tub9,
Pueblo,104,269,50,Tub9,
Pueblo,104,270,50,Tub9,
Pueblo,104,271,48,Tub9,
Pueblo,104,272,50,Tub9,
Pueblo,104,273,50,Tub9,
Pueblo,104,274,6,Tub9,
Pueblo,104,275,2,Tub9,
Pueblo,104,276,50,Tub9,
Pueblo,104,277,50,Tub9,
Pueblo,104,278,50,Tub9,
Pueblo,104,279,50,Tub9,
Pueblo,104,280,50,Tub9,
Pueblo,104,281,50,Tub9,
Pueblo,104,282,50,Tub9,
Pueblo,104,283,50,Tub9,
Pueblo,104,284,50,Tub9,
Pueblo,104,285,50,Tub9,
Pueblo,104,286,50,Tub9,
Pueblo,104,287,50,Tub9,
Pueblo,104,288,50,Tub9,
Pueblo,104,289,50,Tub9,
Pueblo,104,290,50,Tub9,
Pueblo,104,291,50,Tub9,
Pueblo,104,292,50,Tub9,
Pueblo,104,293,50,Tub9,
Pueblo,104,294,50,Tub9,
Pueblo,104,295,50,Tub9,
Pueblo,104,296,50,Tub9,
Pueblo,104,297,50,Tub9,
Pueblo,104,298,50,Tub9,
Pueblo,104,299,28,Tub9,
Pueblo,104,300,50,Tub10,
Pueblo,104,301,50,Tub10,
Pueblo,104,302,50,Tub10,
Pueblo,104,303,50,Tub10,
Pueblo,104,304,50,Tub10,
Pueblo,104,305,50,Tub10,
Pueblo,104,306,50,Tub10,
Pueblo,104,307,50,Tub10,
Pueblo,104,308,50,Tub10,
Pueblo,104,309,50,Tub10,
Pueblo,104,310,50,Tub10,
Pueblo,104,311,50,Tub10,
Pueblo,104,312,50,Tub10,
Pueblo,104,313,50,Tub10,
Pueblo,104,314,50,Tub10,
Pueblo,104,315,50,Tub10,
Pueblo,104,316,50,Tub10,
Pueblo,104,317,50,Tub10,
Pueblo,104,318,50,Tub10,
Pueblo,104,319,50,Tub10,
Pueblo,104,320,50,Tub10,
Pueblo,104,321,46,Tub10,
Pueblo,104,322,50,Tub10,
Pueblo,104,323,50,Tub10,
Pueblo,104,324,46,Tub10,
Pueblo,104,325,100,Tub10,
Pueblo,104,326,100,Tub10,
Pueblo,104,327,100,Tub10,
Pueblo,104,328,100,Tub10,
Pueblo,104,329,100,Tub10,
Pueblo,104,330,100,Tub11,
Pueblo,104,331,100,Tub11,
Pueblo,104,332,100,Tub11,
Pueblo,104,333,100,Tub11,
Pueblo,104,334,100,Tub11,
Pueblo,104,335,100,Tub11,
Pueblo,104,336,100,Tub11,
Pueblo,104,337,98,Tub11,
Pueblo,104,338,100,Tub11,
Pueblo,104,339,100,Tub11,
Pueblo,104,340,100,Tub11,
Pueblo,104,341,100,Tub11,
Pueblo,104,342,100,Tub11,
Pueblo,104,343,100,Tub11,
Pueblo,104,344,100,Tub11,
Pueblo,104,345,100,Tub11,
Pueblo,104,346,100,Tub11,
Pueblo,104,347,100,Tub11,
Pueblo,104,348,32,Tub11,
Pueblo,104,349,20,Tub11,
Pueblo,104,350,100,Tub12,
Pueblo,104,351,100,Tub12,
Pueblo,104,352,100,Tub12,
Pueblo,104,353,100,Tub12,
Pueblo,104,354,100,Tub12,
Pueblo,104,355,100,Tub12,
Pueblo,104,356,68,Tub12,
Pueblo,104,357,100,Tub12,
Pueblo,104,358,100,Tub12,
Pueblo,104,359,100,Tub12,
Pueblo,104,360,100,Tub12,
Pueblo,104,361,100,Tub12,
Pueblo,104,362,100,Tub12,
Pueblo,104,363,100,Tub12,
Pueblo,104,364,100,Tub12,
Pueblo,104,365,100,Tub12,
Pueblo,104,366,100,Tub12,
Pueblo,104,367,100,Tub12,
Pueblo,104,368,100,Tub12,
Pueblo,104,369,100,Tub12,
Pueblo,104,370,100,Tub13,
Pueblo,104,371,100,Tub13,
Pueblo,104,372,100,Tub13,
Pueblo,104,373,100,Tub13,
Pueblo,104,374,100,Tub13,
Pueblo,104,375,100,Tub13,
Pueblo,104,376,100,Tub13,
Pueblo,104,377,100,Tub13,
Pueblo,104,378,100,Tub13,
Pueblo,104,379,100,Tub13,
Pueblo,104,380,100,Tub13,
Pueblo,104,381,100,Tub13,
Pueblo,104,382,100,Tub13,
Pueblo,104,383,100,Tub13,
Pueblo,104,384,100,Tub13,
Pueblo,104,385,100,Tub13,
Pueblo,104,386,100,Tub13,
Pueblo,104,387,100,Tub13,
Pueblo,104,388,100,Tub13,
Pueblo,104,389,98,Tub13,
Pueblo,104,390,100,Tub13,
Pueblo,104,391,2,Tub14,
Pueblo,104,392,100,Tub14,
Pueblo,104,393,18,Tub14,
Pueblo,104,394,100,Tub14,
Pueblo,104,395,100,Tub14,
Pueblo,104,396,100,Tub14,
Pueblo,104,397,100,Tub14,
Pueblo,104,398,74,Tub14,
Pueblo,104,399,100,Tub14,
Pueblo,104,400,100,Tub14,
Pueblo,104,401,100,Tub14,
Pueblo,104,402,100,Tub14,
Pueblo,104,403,100,Tub14,
Pueblo,104,404,100,Tub14,
Pueblo,104,405,100,Tub14,
Pueblo,104,406,100,Tub14,
Pueblo,104,407,100,Tub14,
Pueblo,104,408,100,Tub14,
Pueblo,104,409,100,Tub14,
Pueblo,104,410,98,Tub14,
Pueblo,104,411,98,Tub15,
Pueblo,104,412,100,Tub15,
Pueblo,104,413,98,Tub15,
Pueblo,104,414,100,Tub15,
Pueblo,104,415,100,Tub15,
Pueblo,104,416,100,Tub15,
Pueblo,104,417,98,Tub15,
Pueblo,104,418,100,Tub15,
Pueblo,104,419,100,Tub15,
Pueblo,104,420,100,Tub15,
Pueblo,104,421,100,Tub15,
Pueblo,104,422,100,Tub15,
Pueblo,104,423,100,Tub15,
Pueblo,104,424,98,Tub15,
Pueblo,104,425,100,Tub15,
Pueblo,104,426,100,Tub15,
Pueblo,104,427,100,Tub15,
Pueblo,104,428,100,Tub15,
Pueblo,104,429,100,Tub15,
Pueblo,104,430,100,Tub15,
Pueblo,104,431,98,Tub16,
Pueblo,104,432,100,Tub16,
Pueblo,104,433,100,Tub16,
Pueblo,104,434,100,Tub16,
Pueblo,104,435,100,Tub16,
Pueblo,104,436,100,Tub16,
Pueblo,104,437,100,Tub16,
Pueblo,104,438,100,Tub16,
Pueblo,104,439,100,Tub16,
Pueblo,104,440,100,Tub16,
Pueblo,104,441,100,Tub16,
Pueblo,104,442,100,Tub16,
Pueblo,104,443,100,Tub16,
Pueblo,104,444,100,Tub16,
Pueblo,104,445,100,Tub16,
Pueblo,104,446,100,Tub16,
Pueblo,104,447,100,Tub16,
Pueblo,104,448,100,Tub16,
Pueblo,104,449,100,Tub16,
Pueblo,104,450,100,Tub16,
Pueblo,104,451,26,Tub16,
Pueblo,104,452,4,Tub16,
Pueblo,104,453,2,Tub17,
Pueblo,104,454,100,Tub17,
Pueblo,104,455,100,Tub17,
Pueblo,104,456,100,Tub17,
Pueblo,104,457,100,Tub17,
Pueblo,104,458,98,Tub17,
Pueblo,104,459,100,Tub17,
Pueblo,104,460,100,Tub17,
Pueblo,104,461,100,Tub17,
Pueblo,104,462,100,Tub17,
Pueblo,104,463,100,Tub17,
Pueblo,104,464,100,Tub17,
Pueblo,104,465,100,Tub17,
Pueblo,104,466,100,Tub17,
Pueblo,104,467,100,Tub17,
Pueblo,104,468,98,Tub17,
Pueblo,104,469,100,Tub17,
Pueblo,104,470,100,Tub17,
Pueblo,104,471,14,Tub17,
Pueblo,104,472,100,Tub17,
Pueblo,104,473,38,Tub18,
Pueblo,104,474,100,Tub18,
Pueblo,104,475,100,Tub18,
Pueblo,104,476,100,Tub18,
Pueblo,104,477,100,Tub18,
Pueblo,104,478,100,Tub18,
Pueblo,104,479,100,Tub18,
Pueblo,104,480,100,Tub18,
Pueblo,104,481,100,Tub18,
Pueblo,104,482,100,Tub18,
Pueblo,104,483,100,Tub18,
Pueblo,104,484,100,Tub18,
Pueblo,104,485,100,Tub18,
Pueblo,104,486,100,Tub18,
Pueblo,104,487,100,Tub18,
Pueblo,104,488,100,Tub18,
Pueblo,104,489,100,Tub18,
Pueblo,104,490,100,Tub18,
Pueblo,104,491,50,Tub18,
Pueblo,104,492,100,Tub18,
Pueblo,104,493,100,Tub18,
Pueblo,104,494,2,Tub19,
Pueblo,104,495,38,Tub19,
Pueblo,104,496,100,Tub19,
Pueblo,104,497,100,Tub19,
Pueblo,104,498,100,Tub19,
Pueblo,104,499,82,Tub19,
Pueblo,104,500,100,Tub19,
Pueblo,104,501,100,Tub19,
Pueblo,104,502,100,Tub19,
Pueblo,104,503,22,Tub19,
Pueblo,104,504,100,Tub19,
Pueblo,104,505,100,Tub19,
Pueblo,104,506,100,Tub19,
Pueblo,104,507,100,Tub19,
Pueblo,104,508,100,Tub19,
Pueblo,104,509,100,Tub19,
Pueblo,104,510,100,Tub19,
Pueblo,104,511,100,Tub19,
Pueblo,104,512,100,Tub19,
Pueblo,104,513,100,Tub19,
Pueblo,104,514,100,Tub21,
Pueblo,104,515,100,Tub21,
Pueblo,104,516,100,Tub21,
Pueblo,104,517,100,Tub21,
Pueblo,104,518,100,Tub21,
Pueblo,104,519,98,Tub21,
Pueblo,104,520,100,Tub21,
Pueblo,104,521,100,Tub21,
Pueblo,104,522,100,Tub21,
Pueblo,104,523,100,Tub21,
Pueblo,104,524,100,Tub21,
Pueblo,104,525,100,Tub21,
Pueblo,104,526,100,Tub21,
Pueblo,104,527,100,Tub21,
Pueblo,104,528,100,Tub21,
Pueblo,104,529,100,Tub21,
Pueblo,104,530,100,Tub21,
Pueblo,104,531,100,Tub21,
Pueblo,104,532,100,Tub21,
Pueblo,104,533,100,Tub21,
Pueblo,104,534,100,Tub23,
Pueblo,104,535,100,Tub23,
Pueblo,104,536,100,Tub23,
Pueblo,104,537,100,Tub23,
Pueblo,104,538,100,Tub23,
Pueblo,104,539,100,Tub23,
Pueblo,104,540,98,Tub23,
Pueblo,104,541,100,Tub23,
Pueblo,104,542,100,Tub23,
Pueblo,104,543,100,Tub23,
Pueblo,104,544,100,Tub23,
Pueblo,104,545,100,Tub23,
Pueblo,104,546,30,Tub23,
Pueblo,104,547,100,Tub23,
Pueblo,104,548,100,Tub23,
Pueblo,104,549,100,Tub23,
Pueblo,104,550,100,Tub23,
Pueblo,104,551,100,Tub23,
Pueblo,104,552,100,Tub23,
Pueblo,104,553,100,Tub23,
Pueblo,104,554,100,Tub25,
Pueblo,104,555,100,Tub25,
Pueblo,104,556,100,Tub25,
Pueblo,104,557,100,Tub25,
Pueblo,104,558,98,Tub25,
Pueblo,104,559,100,Tub25,
Pueblo,104,560,98,Tub25,
Pueblo,104,561,100,Tub25,
Pueblo,104,562,100,Tub25,
Pueblo,104,563,100,Tub25,
Pueblo,104,564,98,Tub25,
Pueblo,104,565,100,Tub25,
Pueblo,104,566,100,Tub25,
Pueblo,104,567,100,Tub25,
Pueblo,104,568,100,Tub25,
Pueblo,104,569,100,Tub25,
Pueblo,104,570,42,Tub25,
Pueblo,104,571,100,Tub25,
Pueblo,104,572,100,Tub25,
Pueblo,104,573,100,Tub25,
Pueblo,104,574,100,Tub27,
Pueblo,104,575,100,Tub27,
Pueblo,104,576,100,Tub27,
Pueblo,104,577,100,Tub27,
Pueblo,104,578,100,Tub27,
Pueblo,104,579,100,Tub27,
Pueblo,104,580,100,Tub27,
Pueblo,104,581,100,Tub27,
Pueblo,104,582,100,Tub27,
Pueblo,104,583,100,Tub27,
Pueblo,104,584,100,Tub27,
Pueblo,104,585,100,Tub27,
Pueblo,104,586,100,Tub27,
