name,filename,type,approx_count,size,status,timestamp,computed_hash,submitted_hash
Garfield,election2019_Coordinated_Official.cvr.csv,manifest,14264,1930966,FAILED,2019-11-14 10:36:48.649,362A4D7E788077BAF49E53860A9B844F7B7110EF8698648ABD442BB9CE25EFFC,362A4D7E788077BAF49E53860A9B844F7B7110EF8698648ABD442BB9CE25EFFC
Gilpin,Modified CVR_Export_20191114125543.csv,manifest,2065,179853,FAILED,2019-11-14 13:48:50.099,5C3116D4366976C2BBA990B5ED4C4BDBE748BB6070A5D433B332478625305F51,5C3116D4366976C2BBA990B5ED4C4BDBE748BB6070A5D433B332478625305F51
Pueblo,Modifed_CVR_Export_201911142019.csv,manifest,43853,6913712,FAILED,2019-11-14 14:51:10.475,64FC018B5D5DE457C1091B07B6399935306B650C03F0907544818A911982991D,64FC018B5D5DE457C1091B07B6399935306B650C03F0907544818A911982991D
Pueblo,Modifed_CVR_Export_201911142019.csv,manifest,43853,6913712,FAILED,2019-11-14 14:51:40.083,64FC018B5D5DE457C1091B07B6399935306B650C03F0907544818A911982991D,64FC018B5D5DE457C1091B07B6399935306B650C03F0907544818A911982991D
Clear Creek,Modified_CVR_Export_20191114122016.csv.xlsx,manifest,1927,311866,FAILED,2019-11-14 15:53:14.087,2AE41DB17485EB8C7316EBB0A0FF3BB6E1DE515608173762F2FDBC5F4BE1BDDC,2AE41DB17485EB8C7316EBB0A0FF3BB6E1DE515608173762F2FDBC5F4BE1BDDC
Las Animas,modifiedcvr.csv,manifest,4784,386051,FAILED,2019-11-14 16:00:02.573,EA67946146F9B39CC3E803FEFA217DE2CBCEAA60DD3010010BE70E5EECCDEFB8,EA67946146F9B39CC3E803FEFA217DE2CBCEAA60DD3010010BE70E5EECCDEFB8
Las Animas,modifiedcvr2.csv,manifest,4784,386051,FAILED,2019-11-14 16:14:50.397,EA67946146F9B39CC3E803FEFA217DE2CBCEAA60DD3010010BE70E5EECCDEFB8,EA67946146F9B39CC3E803FEFA217DE2CBCEAA60DD3010010BE70E5EECCDEFB8
Washington,Modified_CVR_Export_20191114162536.csv,manifest,1794,98621,FAILED,2019-11-14 16:57:34.496,B881502D81FC57B57D8134D43EB3A27FA73A5CA6C5BF2356E7C64BCA64211E99,B881502D81FC57B57D8134D43EB3A27FA73A5CA6C5BF2356E7C64BCA64211E99
Ouray,Modified_CVR_Export_20191114163709.csv,manifest,2472,205528,FAILED,2019-11-14 17:02:53.747,5E87B98E5994E29B078F4B7E5BCC4C42A59AACEC68673D78B2ABB87FB22A9877,5E87B98E5994E29B078F4B7E5BCC4C42A59AACEC68673D78B2ABB87FB22A9877
Ouray,Modified_CVR_Export_20191114163709.csv,manifest,2472,205528,FAILED,2019-11-14 17:03:51.358,5E87B98E5994E29B078F4B7E5BCC4C42A59AACEC68673D78B2ABB87FB22A9877,5E87B98E5994E29B078F4B7E5BCC4C42A59AACEC68673D78B2ABB87FB22A9877
Ouray,Modified_CVR_Export_20191114163709.csv,manifest,2472,205528,FAILED,2019-11-14 17:05:26.841,5E87B98E5994E29B078F4B7E5BCC4C42A59AACEC68673D78B2ABB87FB22A9877,5E87B98E5994E29B078F4B7E5BCC4C42A59AACEC68673D78B2ABB87FB22A9877
Ouray,Modified_CVR_Export_20191114163709.csv,manifest,2472,222804,FAILED,2019-11-14 17:10:52.868,83FE8955348C8899C7BC06C227069C3BF4CC7CA0DF462B96F44A6DB4A8C561D2,83FE8955348C8899C7BC06C227069C3BF4CC7CA0DF462B96F44A6DB4A8C561D2
Ouray,Modified_CVR_Export_20191114163709.csv,manifest,2472,222804,FAILED,2019-11-14 17:12:06.476,83FE8955348C8899C7BC06C227069C3BF4CC7CA0DF462B96F44A6DB4A8C561D2,83FE8955348C8899C7BC06C227069C3BF4CC7CA0DF462B96F44A6DB4A8C561D2
Fremont,CVR Modified.csv,manifest,13709,1353871,HASH_MISMATCH,2019-11-14 10:18:58.474,7414D6B09C57F5CF4095D9D2FC81F8CA08CD0745DB0DE3FFD7AC3D4CC386287B,3EF5BB5F2C259648D9B80BE68E5F61F453655008FC26B3530EFCFBDD0C9E837D
Garfield,XML UNOFFICIAL FINAL for election2019_Coordinated_Official (6).csv,manifest,633,69834,HASH_MISMATCH,2019-11-14 10:30:20.342,B8C7B13059AA70ABE724CCF58DC0465E127937DD26659A2E40900C1EF4AA9836,362A4D7E788077BAF49E53860A9B844F7B7110EF8698648ABD442BB9CE25EFFC
El Paso,Modified_CVR_Export_20191114095846.csv,manifest,178498,29659797,HASH_MISMATCH,2019-11-14 10:48:51.153,F07140451FD26A74F8541D7C1E6F644A725942E772E7DFA269B9A8BCCCF1B14F,3A08AB4E1F414401D937A7F0055BD674EEEC6F0E3191E7BFD8B1653A9E528B67
Hinsdale,2019 Coordinated Election Ballot Manifest Hinsdale.csv,manifest,20,443,HASH_MISMATCH,2019-11-14 10:50:55.358,4D6D5D73BEF24C1F3AE2EEF87E90609A3738FFD39B50DC7359A07A4B09590B33,8692B658EF8958ADB9F15DB41F4F3AA9CD0ADFF4E1E69D388C68132B4EABADFE
Phillips,Hash Values.doc,manifest,49,23040,HASH_MISMATCH,2019-11-14 11:50:20.177,041DBD701673FAEF1A540B4FCF284661A177B40C555D7C3E9AD28B97C9D3819D,2656F94C1BCCBCC2C6521BCABE48097509DDC6559E86EE0828FB85539D174690
Phillips,modified2019 coordinated.csv,manifest,1585,104409,HASH_MISMATCH,2019-11-14 12:15:05.579,02B4412C07CF7ECEBB9012C66D2168BF6ED22AD9A194967CCF84362AF5B68D39,FCC9FCA8C313A9FF73EEECA8C8472521FA36A309
Phillips,CVR_Export_20191114100337.csv,manifest,1585,182563,HASH_MISMATCH,2019-11-14 12:15:52.251,0EDB9936F3B6A7DE423C101BF8E510AADEDAD320FC8C040E20000E7B5E49CD44,FCC9FCA8C313A9FF73EEECA8C8472521FA36A309
Mineral,2019 Coordinated Ballot Manifest.csv,manifest,24,598,HASH_MISMATCH,2019-11-14 14:17:43.329,FDB361358231D1D3848BBBC126FADEE0A273102D58CB1DDBDD30C879143045BB,7B6B229EE0F545DFE18FCE4B417587797B214619BA30BEBB8DE912E5DC7DA8E9
Morgan,2019 Coordinated Ballot Manifest.csv,manifest,418,9863,HASH_MISMATCH,2019-11-14 14:47:45.692,C809D0160CEEB5505503F6939E000D9CF8F0CFAD14842F99964ADFD5582387A6,671AC5E005310BF47EAE9F7A958594F2534DB283A21AD1A26E06D87E05FAAA98
Adams,Adams Manifest.csv,manifest,1021,27951,HASH_MISMATCH,2019-11-14 15:21:08.591,0035D77A67E35FDBF8E6C0610C6F7EA550BDF2CD9A4F7D5012AC47D07B67E5D2,383B01DDC5153BA52E0C9EBFE5EC9ADB1FF3E0D3
Adams,Modified_CVR.csv,manifest,100139,20598665,HASH_MISMATCH,2019-11-14 15:21:43.102,84CB97DFD2D8AA01ABE32E1D7D1FFB7079CC1D228C28E5974E4BC8E057ACA413,AC775581A93458E3C170C3FDC24AD0FC8C3066BB
Bent,Bent_BallotManifest.csv,manifest,60,929,HASH_MISMATCH,2019-11-14 15:23:52.056,B773DD249DEDE53B67923EBDC5896CBCA5995F33A1BC239E603E64D77B6102A4,7AF6DC0E2FD48718D45D757643B12615C74BE8D8B6A46B02FC44FD955725A74C
Custer,2019 Coordinated Custer Ballot Manifest.csv,manifest,92,2047,HASH_MISMATCH,2019-11-14 15:45:13.844,F130E154B8BE65E704C002D33B61A77765CFD21774A05B0FA66D1F1598944BFF,38BD7A7814463BF0A6F2049792EC9F7DE9990C64C7FAD70DA3A33CD2D448C2C5
Custer,2019 Coordinated Custer Ballot Manifest.csv,manifest,92,2047,HASH_MISMATCH,2019-11-14 15:47:49.591,F130E154B8BE65E704C002D33B61A77765CFD21774A05B0FA66D1F1598944BFF,38BD7A7814463BF0A6F2049792EC9F7DE9990C64C7FAD70DA3A33CD2D448C2C5
