county_name,contest_name,imprinted_id,ballot_type,choice_per_voting_computer,audit_board_selection,consensus,record_type,audit_board_comment,timestamp,cvr_id,audit_reason
Larimer,City of Fort Collins Ballot Issue 2A,103-110-89,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 12:20:12.877775,102083,
Larimer,City of Fort Collins Ballot Issue 2A,103-157-3,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 13:49:21.420971,147156,
Larimer,City of Fort Collins Ballot Issue 2A,103-177-21,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 14:03:54.315005,167604,
Larimer,City of Fort Collins Ballot Issue 2A,103-194-11,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 13:44:35.726891,183953,
Larimer,City of Fort Collins Ballot Issue 2A,103-32-33,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 12:15:29.540345,30618,
Larimer,City of Fort Collins Ballot Issue 2A,103-39-61,19,"""No/Against""","""No/Against""",YES,uploaded,"",2025-11-18 13:46:35.504108,36368,
Larimer,City of Fort Collins Ballot Issue 2A,103-48-23,20,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 14:13:49.940184,44917,
Larimer,City of Fort Collins Ballot Issue 2A,103-60-71,18,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 11:56:30.910407,53406,
Larimer,City of Fort Collins Ballot Issue 2A,103-7-31,20,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 11:22:41.131493,7655,
Larimer,City of Fort Collins Ballot Issue 2A,103-86-46,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 12:16:15.916389,76855,
Larimer,City of Fort Collins Ballot Issue 2A,103-86-54,16,"""No/Against""","""No/Against""",YES,uploaded,"",2025-11-18 12:17:38.802623,76811,
Larimer,City of Fort Collins Ballot Issue 2A,103-88-54,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 13:58:44.762977,79008,
Larimer,City of Fort Collins Ballot Issue 2A,104-102-57,19,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 13:47:11.726897,80005,
Larimer,City of Fort Collins Ballot Issue 2A,104-140-31,19,"""No/Against""","""No/Against""",YES,uploaded,"",2025-11-18 12:06:12.770766,112364,
Larimer,City of Fort Collins Ballot Issue 2A,104-155-33,18,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 13:42:49.596567,126430,
Larimer,City of Fort Collins Ballot Issue 2A,104-218-15,20,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 11:59:07.897394,183814,
Larimer,City of Fort Collins Ballot Issue 2A,104-220-55,20,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 12:01:41.787102,185220,
Larimer,City of Fort Collins Ballot Issue 2A,104-70-9,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 11:41:58.961125,58259,
Larimer,City of Fort Collins Ballot Issue 2A,105-16-21,18,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 11:39:38.123326,11343,
Larimer,City of Fort Collins Ballot Issue 2A,105-16-24,19,"""No/Against""","""No/Against""",YES,uploaded,"",2025-11-18 11:42:50.94469,11357,
Larimer,City of Fort Collins Ballot Issue 2A,105-210-5,18,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 12:15:41.287739,143215,
Larimer,City of Fort Collins Ballot Issue 2A,105-230-1,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 13:35:56.104199,155300,
Larimer,City of Fort Collins Ballot Issue 2A,105-235-69,5,"""No/Against""","""No/Against""",YES,uploaded,"",2025-11-18 12:21:33.823615,157884,
Larimer,City of Fort Collins Ballot Issue 2A,105-245-7,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 11:39:21.65738,164567,
Larimer,City of Fort Collins Ballot Issue 2A,105-254-69,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 11:49:32.350908,170019,
Larimer,City of Fort Collins Ballot Issue 2A,105-284-78,19,"""No/Against""","""No/Against""",YES,uploaded,"",2025-11-18 13:46:05.935866,190426,
Larimer,City of Fort Collins Ballot Issue 2A,105-36-72,16,"""No/Against""","""No/Against""",YES,uploaded,"",2025-11-18 11:54:50.827329,23949,
Larimer,City of Fort Collins Ballot Issue 2A,105-38-31,20,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 12:04:20.482163,25491,
Larimer,City of Fort Collins Ballot Issue 2A,105-53-53,20,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 13:40:16.459057,35852,
Larimer,City of Fort Collins Ballot Issue 2A,105-55-2,19,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 14:04:25.409168,36830,
Larimer,City of Fort Collins Ballot Issue 2A,106-180-66,5,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 12:17:18.091237,111704,
Larimer,City of Fort Collins Ballot Issue 2A,106-201-96,16,"""Yes/For""","""Yes/For""",YES,uploaded,"",2025-11-18 13:46:23.403703,125833,
