county_id,county_name,contest_name,contest_id
35,Larimer,City of Fort Collins Mayor,2249
35,Larimer,City of Loveland Mayor,2251
35,Larimer,City of Fort Collins Councilmember - District 1,2253
35,Larimer,City of Fort Collins Councilmember - District 3,2255
35,Larimer,City of Fort Collins Councilmember - District 5,2257
35,Larimer,City of Loveland City Council - Ward 1,2259
35,Larimer,City of Loveland City Council - Ward 2,2261
35,Larimer,City of Loveland City Council - Ward 3,2263
35,Larimer,City of Loveland City Council - Ward 4,2265
35,Larimer,Poudre School District R-1 Director District C,2267
35,Larimer,Poudre School District R-1 Director District D,2269
35,Larimer,Poudre School District R-1 Director District E,2271
35,Larimer,St. Vrain Valley School District RE-1J Board of Education Director in Director District B,2273
35,Larimer,St. Vrain Valley School District RE-1J Board of Education Director in Director District D,2275
35,Larimer,St. Vrain Valley School District RE-1J Board of Education Director in Director District E,2277
35,Larimer,St. Vrain Valley School District RE-1J Board of Education Director in Director District F,2279
35,Larimer,Thompson School District R2-J Board of Education Director District B,2281
35,Larimer,Thompson School District R2-J Board of Education Director District E,2283
35,Larimer,Thompson School District R2-J Board of Education Director District F,2285
35,Larimer,Proposition LL (Statutory),2287
35,Larimer,Proposition MM (Statutory),2289
35,Larimer,Larimer County Ballot Issue 1A,2291
35,Larimer,Larimer County Ballot Issue 1B,2293
35,Larimer,Town of Estes Park Ballot Question 300,2295
35,Larimer,Town of Estes Park Ballot Question 301,2297
35,Larimer,Thompson School District R2-J Ballot Issue 5A,2299
35,Larimer,City of Fort Collins Ballot Issue 2A,2301
35,Larimer,City of Fort Collins Ballot Question 2B,2303
35,Larimer,City of Fort Collins Ballot Question 2C,2305
35,Larimer,City of Fort Collins Ballot Question 2D,2307
35,Larimer,City of Fort Collins Ballot Question 2E,2309
35,Larimer,City of Fort Collins Ballot Question 2F,2311
35,Larimer,City of Fort Collins Ballot Question 2G,2313
35,Larimer,City of Fort Collins Ballot Question 2H,2315
35,Larimer,City of Fort Collins Ballot Issue 302,2317
35,Larimer,City of Fort Collins Ballot Question 303,2319
35,Larimer,Town of Timnath Ballot Issue 3A,2321
35,Larimer,Larimer County Thunder Mountain Public Improvement District No. 76 Ballot Issue 6A,2323
35,Larimer,Larimer County Nedrah Acres Public Improvement District No. 77 Ballot Issue 6B,2325
35,Larimer,Larimer County Rolling Hills Public Improvement District No. 78 Ballot Issue 6C,2327
35,Larimer,Wellington Fire Protection District Ballot Issue 6D,2329
