county,contest,record_type,cvr_number,imprinted_id,raw_vote,valid_interpretation
Larimer,City of Fort Collins Mayor,UPLOADED,190,101-1-61,"""Shirley Peel(1)"",""Jeffrey Shumway(7)""","""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,192,101-1-76,"""Shirley Peel(1)"",""Shirley Peel(2)"",""Shirley Peel(3)"",""Shirley Peel(4)"",""Shirley Peel(5)"",""Shirley Peel(6)"",""Shirley Peel(7)""","""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,193,101-1-78,"""Shirley Peel(1)"",""Shirley Peel(2)"",""Shirley Peel(3)"",""Shirley Peel(4)"",""Shirley Peel(5)"",""Shirley Peel(6)"",""Shirley Peel(7)""","""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,195,101-1-14,"""Emily Francis(1)"",""Shirley Peel(2)"",""Jeffrey Shumway(3)"",""Scotty V VanTatenhove(4)"",""Jeffrey Shumway(5)"",""Adam Hirschhorn(6)"",""Adam Eggleston(7)""","""Emily Francis"",""Shirley Peel"",""Jeffrey Shumway"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,197,101-1-75,"""Shirley Peel(1)"",""Shirley Peel(2)"",""Shirley Peel(3)"",""Shirley Peel(4)"",""Shirley Peel(5)"",""Shirley Peel(6)"",""Shirley Peel(7)""","""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,198,101-1-48,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Adam Hirschhorn(7)""","""Tricia Canonico"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,1743,106-2-4,"""Scotty V VanTatenhove(1)"",""Adam Hirschhorn(2)"",""Adam Eggleston(3)"",""Tricia Canonico(4)"",""Adam Eggleston(5)"",""Shirley Peel(6)"",""Jeffrey Shumway(7)""","""Scotty V VanTatenhove"",""Adam Hirschhorn"",""Adam Eggleston"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,1744,106-2-8,"""Emily Francis(1)"",""Scotty V VanTatenhove(2)"",""Tricia Canonico(3)"",""Shirley Peel(4)"",""Adam Eggleston(5)"",""Scotty V VanTatenhove(6)"",""Jeffrey Shumway(7)""","""Emily Francis"",""Scotty V VanTatenhove"",""Tricia Canonico"",""Shirley Peel"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,1745,106-2-39,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Scotty V VanTatenhove(3)"",""Jeffrey Shumway(4)"",""Adam Hirschhorn(5)"",""Adam Eggleston(6)"",""Jeffrey Shumway(7)""","""Tricia Canonico"",""Emily Francis"",""Scotty V VanTatenhove"",""Jeffrey Shumway"",""Adam Hirschhorn"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,1746,106-2-11,"""Shirley Peel(1)"",""Emily Francis(2)"",""Tricia Canonico(3)"",""Tricia Canonico(4)"",""Adam Hirschhorn(5)"",""Shirley Peel(6)"",""Jeffrey Shumway(7)""","""Shirley Peel"",""Emily Francis"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,1747,106-2-13,"""Adam Eggleston(1)"",""Shirley Peel(2)"",""Jeffrey Shumway(3)"",""Tricia Canonico(4)"",""Emily Francis(5)"",""Jeffrey Shumway(6)"",""Scotty V VanTatenhove(7)""","""Adam Eggleston"",""Shirley Peel"",""Jeffrey Shumway"",""Tricia Canonico"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,2135,105-2-14,"""Tricia Canonico(7)"",""Adam Eggleston(7)"",""Emily Francis(7)"",""Adam Hirschhorn(7)"",""Shirley Peel(7)"",""Jeffrey Shumway(7)"",""Scotty V VanTatenhove(7)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,2136,105-2-51,"""Adam Eggleston(1)"",""Emily Francis(2)"",""Adam Hirschhorn(3)"",""Tricia Canonico(4)"",""Jeffrey Shumway(5)"",""Scotty V VanTatenhove(6)"",""Tricia Canonico(7)""","""Adam Eggleston"",""Emily Francis"",""Adam Hirschhorn"",""Tricia Canonico"",""Jeffrey Shumway"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,2138,105-2-18,"""Tricia Canonico(1)"",""Adam Hirschhorn(1)"",""Adam Eggleston(2)"",""Scotty V VanTatenhove(4)"",""Emily Francis(6)"",""Shirley Peel(6)""",""
Larimer,City of Fort Collins Councilmember - District 1,UPLOADED,2139,105-2-39,"""Susan Gutowsky(1)"",""Susan Gutowsky(2)"",""Daisy Montgomery(3)""","""Susan Gutowsky"""
Larimer,City of Fort Collins Mayor,UPLOADED,2140,105-2-19,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Eggleston(3)"",""Adam Hirschhorn(4)"",""Scotty V VanTatenhove(4)"",""Shirley Peel(5)"",""Jeffrey Shumway(6)""","""Emily Francis"",""Tricia Canonico"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,2333,111-4-70,"""Tricia Canonico(7)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,2336,111-4-85,"""Tricia Canonico(1)"",""Jeffrey Shumway(2)"",""Scotty V VanTatenhove(3)"",""Shirley Peel(4)"",""Adam Hirschhorn(5)"",""Emily Francis(6)"",""Tricia Canonico(7)""","""Tricia Canonico"",""Jeffrey Shumway"",""Scotty V VanTatenhove"",""Shirley Peel"",""Adam Hirschhorn"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,2337,111-4-62,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Jeffrey Shumway(3)"",""Shirley Peel(4)"",""Adam Eggleston(5)"",""Jeffrey Shumway(6)"",""Adam Hirschhorn(7)""","""Tricia Canonico"",""Emily Francis"",""Jeffrey Shumway"",""Shirley Peel"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,2340,111-4-65,"""Emily Francis(1)"",""Adam Eggleston(2)"",""Emily Francis(3)"",""Scotty V VanTatenhove(4)"",""Adam Hirschhorn(5)"",""Shirley Peel(6)"",""Jeffrey Shumway(7)""","""Emily Francis"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,2341,111-4-97,"""Emily Francis(1)"",""Jeffrey Shumway(2)"",""Tricia Canonico(3)"",""Adam Hirschhorn(4)"",""Scotty V VanTatenhove(5)"",""Jeffrey Shumway(6)"",""Tricia Canonico(7)""","""Emily Francis"",""Jeffrey Shumway"",""Tricia Canonico"",""Adam Hirschhorn"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,2891,110-5-8,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Shirley Peel(3)"",""Tricia Canonico(4)"",""Adam Eggleston(5)"",""Jeffrey Shumway(6)"",""Scotty V VanTatenhove(7)""","""Emily Francis"",""Tricia Canonico"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,2892,110-5-16,"""Emily Francis(1)"",""Adam Hirschhorn(2)"",""Tricia Canonico(3)"",""Jeffrey Shumway(5)"",""Scotty V VanTatenhove(6)"",""Shirley Peel(7)""","""Emily Francis"",""Adam Hirschhorn"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,2893,110-5-37,"""Tricia Canonico(7)"",""Adam Eggleston(7)"",""Emily Francis(7)"",""Adam Hirschhorn(7)"",""Shirley Peel(7)"",""Jeffrey Shumway(7)"",""Scotty V VanTatenhove(7)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,2894,110-5-73,"""Jeffrey Shumway(1)"",""Tricia Canonico(2)"",""Shirley Peel(3)"",""Emily Francis(4)"",""Jeffrey Shumway(5)"",""Adam Eggleston(6)"",""Adam Hirschhorn(7)""","""Jeffrey Shumway"",""Tricia Canonico"",""Shirley Peel"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,2896,110-5-81,"""Jeffrey Shumway(1)"",""Scotty V VanTatenhove(2)"",""Shirley Peel(3)"",""Emily Francis(4)"",""Adam Eggleston(5)"",""Emily Francis(5)"",""Adam Hirschhorn(5)"",""Adam Hirschhorn(6)"",""Adam Eggleston(7)""","""Jeffrey Shumway"",""Scotty V VanTatenhove"",""Shirley Peel"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,2897,110-5-52,"""Adam Eggleston(1)"",""Adam Eggleston(2)"",""Adam Eggleston(3)"",""Adam Eggleston(4)"",""Adam Eggleston(5)"",""Adam Eggleston(6)"",""Adam Eggleston(7)""","""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,3545,103-5-21,"""Tricia Canonico(1)"",""Adam Eggleston(2)"",""Jeffrey Shumway(6)"",""Emily Francis(7)""","""Tricia Canonico"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,3835,111-6-22,"""Adam Eggleston(1)"",""Shirley Peel(2)"",""Adam Hirschhorn(3)"",""Emily Francis(4)"",""Jeffrey Shumway(4)"",""Scotty V VanTatenhove(5)"",""Tricia Canonico(6)""","""Adam Eggleston"",""Shirley Peel"",""Adam Hirschhorn"""
Larimer,City of Fort Collins Mayor,UPLOADED,3836,111-6-45,"""Shirley Peel(1)"",""Jeffrey Shumway(2)"",""Scotty V VanTatenhove(3)"",""Scotty V VanTatenhove(4)"",""Adam Eggleston(5)"",""Tricia Canonico(6)"",""Adam Hirschhorn(7)""","""Shirley Peel"",""Jeffrey Shumway"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,7479,103-9-42,"""Jeffrey Shumway(1)"",""Adam Eggleston(2)"",""Emily Francis(7)""","""Jeffrey Shumway"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,3837,111-6-9,"""Adam Hirschhorn(1)"",""Adam Eggleston(2)"",""Tricia Canonico(3)"",""Emily Francis(4)"",""Tricia Canonico(5)"",""Shirley Peel(5)"",""Jeffrey Shumway(6)"",""Scotty V VanTatenhove(7)""","""Adam Hirschhorn"",""Adam Eggleston"",""Tricia Canonico"",""Emily Francis"",""Shirley Peel"",""Jeffrey Shumway"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,3838,111-6-62,"""Shirley Peel(1)"",""Emily Francis(2)"",""Tricia Canonico(3)"",""Adam Hirschhorn(4)"",""Scotty V VanTatenhove(5)"",""Jeffrey Shumway(6)"",""Adam Hirschhorn(7)""","""Shirley Peel"",""Emily Francis"",""Tricia Canonico"",""Adam Hirschhorn"",""Scotty V VanTatenhove"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,3839,111-6-65,"""Jeffrey Shumway(1)"",""Shirley Peel(2)"",""Adam Eggleston(3)"",""Adam Hirschhorn(4)"",""Scotty V VanTatenhove(5)"",""Adam Hirschhorn(6)"",""Emily Francis(7)""","""Jeffrey Shumway"",""Shirley Peel"",""Adam Eggleston"",""Adam Hirschhorn"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,3840,111-6-33,"""Jeffrey Shumway(1)"",""Tricia Canonico(2)"",""Jeffrey Shumway(2)"",""Jeffrey Shumway(3)"",""Scotty V VanTatenhove(4)"",""Adam Hirschhorn(5)"",""Shirley Peel(6)""","""Jeffrey Shumway"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,3841,111-6-61,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Jeffrey Shumway(3)"",""Jeffrey Shumway(4)"",""Scotty V VanTatenhove(5)"",""Adam Hirschhorn(6)"",""Shirley Peel(7)""","""Emily Francis"",""Tricia Canonico"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,3845,111-6-37,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Shirley Peel(3)"",""Adam Hirschhorn(4)"",""Shirley Peel(5)"",""Jeffrey Shumway(6)"",""Scotty V VanTatenhove(7)""","""Tricia Canonico"",""Emily Francis"",""Shirley Peel"",""Adam Hirschhorn"""
Larimer,City of Fort Collins Mayor,UPLOADED,4712,109-3-11,"""Emily Francis(1)"",""Adam Hirschhorn(3)"",""Scotty V VanTatenhove(4)"",""Shirley Peel(5)"",""Tricia Canonico(6)"",""Adam Eggleston(7)""","""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,4908,110-8-72,"""Tricia Canonico(1)"",""Adam Eggleston(2)"",""Emily Francis(2)"",""Emily Francis(3)"",""Adam Hirschhorn(4)"",""Shirley Peel(5)"",""Jeffrey Shumway(6)"",""Scotty V VanTatenhove(7)""","""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,4909,110-8-9,"""Emily Francis(1)"",""Shirley Peel(7)""","""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,4910,110-8-4,"""Shirley Peel(1)"",""Shirley Peel(2)"",""Shirley Peel(3)"",""Shirley Peel(4)"",""Shirley Peel(5)"",""Shirley Peel(6)"",""Shirley Peel(7)""","""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,5005,112-7-70,"""Scotty V VanTatenhove(1)"",""Adam Hirschhorn(4)"",""Adam Eggleston(6)"",""Emily Francis(7)""","""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,5007,112-7-87,"""Jeffrey Shumway(1)"",""Scotty V VanTatenhove(2)"",""Adam Eggleston(3)"",""Adam Hirschhorn(4)"",""Shirley Peel(5)"",""Tricia Canonico(6)"",""Adam Eggleston(7)""","""Jeffrey Shumway"",""Scotty V VanTatenhove"",""Adam Eggleston"",""Adam Hirschhorn"",""Shirley Peel"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,5008,112-7-54,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Hirschhorn(3)"",""Scotty V VanTatenhove(4)"",""Adam Hirschhorn(5)"",""Shirley Peel(6)"",""Jeffrey Shumway(7)""","""Emily Francis"",""Tricia Canonico"",""Adam Hirschhorn"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,5009,112-7-2,"""Adam Eggleston(1)"",""Adam Hirschhorn(5)"",""Emily Francis(6)"",""Tricia Canonico(7)""","""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,5207,105-8-68,"""Emily Francis(1)"",""Shirley Peel(2)"",""Tricia Canonico(3)"",""Adam Eggleston(4)"",""Emily Francis(5)"",""Jeffrey Shumway(6)"",""Scotty V VanTatenhove(7)""","""Emily Francis"",""Shirley Peel"",""Tricia Canonico"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,5209,105-8-60,"""Shirley Peel(1)"",""Emily Francis(2)"",""Tricia Canonico(3)"",""Scotty V VanTatenhove(4)"",""Adam Eggleston(5)"",""Jeffrey Shumway(6)"",""Adam Eggleston(7)""","""Shirley Peel"",""Emily Francis"",""Tricia Canonico"",""Scotty V VanTatenhove"",""Adam Eggleston"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,5304,103-7-42,"""Shirley Peel(1)"",""Scotty V VanTatenhove(2)"",""Jeffrey Shumway(3)"",""Adam Hirschhorn(7)""","""Shirley Peel"",""Scotty V VanTatenhove"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,5305,103-7-97,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Eggleston(3)"",""Shirley Peel(4)"",""Scotty V VanTatenhove(5)"",""Shirley Peel(6)"",""Adam Hirschhorn(7)""","""Emily Francis"",""Tricia Canonico"",""Adam Eggleston"",""Shirley Peel"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,5306,103-7-82,"""Adam Eggleston(1)"",""Adam Hirschhorn(2)"",""Tricia Canonico(3)"",""Jeffrey Shumway(4)"",""Scotty V VanTatenhove(5)"",""Emily Francis(6)"",""Emily Francis(7)""","""Adam Eggleston"",""Adam Hirschhorn"",""Tricia Canonico"",""Jeffrey Shumway"",""Scotty V VanTatenhove"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,5307,103-7-99,"""Tricia Canonico(1)"",""Shirley Peel(2)"",""Jeffrey Shumway(3)"",""Adam Eggleston(4)"",""Emily Francis(7)""","""Tricia Canonico"",""Shirley Peel"",""Jeffrey Shumway"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,5308,103-7-100,"""Tricia Canonico(1)"",""Shirley Peel(2)"",""Jeffrey Shumway(3)"",""Adam Eggleston(4)"",""Emily Francis(7)""","""Tricia Canonico"",""Shirley Peel"",""Jeffrey Shumway"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,5579,111-8-94,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Tricia Canonico(3)"",""Adam Hirschhorn(4)"",""Shirley Peel(5)"",""Jeffrey Shumway(6)"",""Scotty V VanTatenhove(7)""","""Tricia Canonico"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,5580,111-8-1,"""Jeffrey Shumway(1)"",""Scotty V VanTatenhove(1)"",""Tricia Canonico(2)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,6383,106-11-49,"""Jeffrey Shumway(1)"",""Jeffrey Shumway(2)"",""Jeffrey Shumway(3)"",""Jeffrey Shumway(4)"",""Jeffrey Shumway(5)"",""Jeffrey Shumway(6)"",""Jeffrey Shumway(7)""","""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,6385,106-11-73,"""Emily Francis(1)"",""Shirley Peel(2)"",""Tricia Canonico(3)"",""Adam Eggleston(4)"",""Adam Hirschhorn(7)""","""Emily Francis"",""Shirley Peel"",""Tricia Canonico"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,6387,106-11-15,"""Jeffrey Shumway(1)"",""Adam Eggleston(2)"",""Shirley Peel(3)"",""Jeffrey Shumway(4)"",""Adam Hirschhorn(5)"",""Emily Francis(6)"",""Tricia Canonico(7)""","""Jeffrey Shumway"",""Adam Eggleston"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,6388,106-11-3,"""Emily Francis(1)"",""Shirley Peel(2)"",""Tricia Canonico(3)"",""Jeffrey Shumway(4)"",""Adam Eggleston(5)"",""Adam Hirschhorn(6)"",""Adam Eggleston(7)""","""Emily Francis"",""Shirley Peel"",""Tricia Canonico"",""Jeffrey Shumway"",""Adam Eggleston"",""Adam Hirschhorn"""
Larimer,City of Fort Collins Mayor,UPLOADED,6579,105-12-26,"""Shirley Peel(1)"",""Shirley Peel(2)"",""Jeffrey Shumway(3)"",""Scotty V VanTatenhove(4)"",""Scotty V VanTatenhove(5)"",""Scotty V VanTatenhove(6)"",""Scotty V VanTatenhove(7)""","""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,6582,105-12-65,"""Jeffrey Shumway(1)"",""Shirley Peel(2)"",""Adam Eggleston(3)"",""Emily Francis(6)"",""Tricia Canonico(7)""","""Jeffrey Shumway"",""Shirley Peel"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,6584,105-12-50,"""Jeffrey Shumway(1)"",""Adam Eggleston(2)"",""Adam Eggleston(3)"",""Emily Francis(4)"",""Tricia Canonico(5)"",""Adam Hirschhorn(6)"",""Shirley Peel(7)""","""Jeffrey Shumway"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,6585,105-12-6,"""Shirley Peel(1)"",""Tricia Canonico(2)"",""Emily Francis(3)"",""Adam Eggleston(4)"",""Scotty V VanTatenhove(5)"",""Scotty V VanTatenhove(6)"",""Adam Hirschhorn(7)""","""Shirley Peel"",""Tricia Canonico"",""Emily Francis"",""Adam Eggleston"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,6586,105-12-66,"""Jeffrey Shumway(1)"",""Shirley Peel(2)"",""Adam Eggleston(3)"",""Emily Francis(6)"",""Tricia Canonico(7)""","""Jeffrey Shumway"",""Shirley Peel"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,6678,110-10-82,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Eggleston(3)"",""Scotty V VanTatenhove(4)"",""Jeffrey Shumway(5)"",""Emily Francis(6)"",""Shirley Peel(7)""","""Emily Francis"",""Tricia Canonico"",""Adam Eggleston"",""Scotty V VanTatenhove"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,6679,110-10-61,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Adam Eggleston(3)"",""Scotty V VanTatenhove(4)"",""Tricia Canonico(5)"",""Tricia Canonico(6)"",""Adam Hirschhorn(7)""","""Tricia Canonico"",""Emily Francis"",""Adam Eggleston"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,6680,110-10-18,"""Scotty V VanTatenhove(1)"",""Tricia Canonico(7)"",""Adam Eggleston(7)"",""Emily Francis(7)"",""Adam Hirschhorn(7)"",""Shirley Peel(7)"",""Jeffrey Shumway(7)""","""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,6681,110-10-53,"""Scotty V VanTatenhove(1)"",""Tricia Canonico(2)"",""Jeffrey Shumway(3)"",""Emily Francis(4)"",""Jeffrey Shumway(5)"",""Adam Eggleston(6)"",""Adam Hirschhorn(7)""","""Scotty V VanTatenhove"",""Tricia Canonico"",""Jeffrey Shumway"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,6683,110-10-98,"""Shirley Peel(1)"",""Shirley Peel(2)""","""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,6684,110-10-45,"""Tricia Canonico(1)"",""Adam Eggleston(2)"",""Shirley Peel(3)"",""Adam Eggleston(4)"",""Scotty V VanTatenhove(5)"",""Jeffrey Shumway(6)"",""Adam Hirschhorn(7)""","""Tricia Canonico"",""Adam Eggleston"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,6685,110-10-40,"""Shirley Peel(1)"",""Tricia Canonico(2)"",""Emily Francis(3)"",""Tricia Canonico(4)"",""Adam Hirschhorn(5)"",""Jeffrey Shumway(5)"",""Adam Eggleston(6)"",""Scotty V VanTatenhove(7)""","""Shirley Peel"",""Tricia Canonico"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,6686,110-10-65,"""Adam Eggleston(1)"",""Tricia Canonico(2)"",""Adam Eggleston(3)"",""Tricia Canonico(4)"",""Emily Francis(5)"",""Adam Hirschhorn(6)"",""Jeffrey Shumway(7)""","""Adam Eggleston"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,6779,104-5-14,"""Jeffrey Shumway(1)"",""Tricia Canonico(2)"",""Scotty V VanTatenhove(3)"",""Shirley Peel(4)"",""Jeffrey Shumway(4)"",""Adam Hirschhorn(5)"",""Adam Eggleston(6)"",""Emily Francis(7)""","""Jeffrey Shumway"",""Tricia Canonico"",""Scotty V VanTatenhove"",""Shirley Peel"",""Adam Hirschhorn"",""Adam Eggleston"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,6783,104-5-56,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Shirley Peel(3)"",""Jeffrey Shumway(4)"",""Jeffrey Shumway(5)"",""Jeffrey Shumway(6)"",""Scotty V VanTatenhove(7)""","""Tricia Canonico"",""Emily Francis"",""Shirley Peel"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,6784,104-5-54,"""Scotty V VanTatenhove(1)"",""Shirley Peel(2)"",""Tricia Canonico(3)"",""Adam Hirschhorn(4)"",""Emily Francis(5)"",""Adam Eggleston(6)"",""Scotty V VanTatenhove(7)""","""Scotty V VanTatenhove"",""Shirley Peel"",""Tricia Canonico"",""Adam Hirschhorn"",""Emily Francis"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,6785,104-5-81,"""Tricia Canonico(7)"",""Adam Eggleston(7)"",""Emily Francis(7)"",""Adam Hirschhorn(7)"",""Shirley Peel(7)"",""Jeffrey Shumway(7)"",""Scotty V VanTatenhove(7)""",""
Larimer,City of Fort Collins Councilmember - District 1,UPLOADED,6785,104-5-81,"""Chris Conway(3)"",""Susan Gutowsky(3)"",""Daisy Montgomery(3)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,6786,104-5-65,"""Jeffrey Shumway(1)"",""Adam Hirschhorn(2)"",""Adam Eggleston(3)"",""Scotty V VanTatenhove(7)""","""Jeffrey Shumway"",""Adam Hirschhorn"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,6980,112-9-62,"""Shirley Peel(1)"",""Emily Francis(2)"",""Shirley Peel(3)"",""Scotty V VanTatenhove(4)"",""Tricia Canonico(5)"",""Adam Hirschhorn(6)"",""Adam Eggleston(7)""","""Shirley Peel"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,6981,112-9-47,"""Jeffrey Shumway(1)"",""Tricia Canonico(2)"",""Adam Eggleston(3)"",""Emily Francis(4)"",""Adam Hirschhorn(5)"",""Scotty V VanTatenhove(6)"",""Adam Hirschhorn(7)""","""Jeffrey Shumway"",""Tricia Canonico"",""Adam Eggleston"",""Emily Francis"",""Adam Hirschhorn"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,6982,112-9-42,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Eggleston(3)"",""Jeffrey Shumway(7)""","""Emily Francis"",""Tricia Canonico"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,6985,112-9-4,"""Emily Francis(1)"",""Shirley Peel(3)""","""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,6986,112-9-72,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Eggleston(3)"",""Adam Hirschhorn(4)"",""Shirley Peel(5)"",""Adam Hirschhorn(6)"",""Scotty V VanTatenhove(7)""","""Emily Francis"",""Tricia Canonico"",""Adam Eggleston"",""Adam Hirschhorn"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,7375,111-10-24,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Eggleston(2)"",""Shirley Peel(4)"",""Jeffrey Shumway(5)"",""Scotty V VanTatenhove(6)""","""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,7376,111-10-35,"""Scotty V VanTatenhove(1)"",""Jeffrey Shumway(2)"",""Emily Francis(3)"",""Adam Eggleston(4)"",""Adam Hirschhorn(5)"",""Emily Francis(6)"",""Tricia Canonico(7)""","""Scotty V VanTatenhove"",""Jeffrey Shumway"",""Emily Francis"",""Adam Eggleston"",""Adam Hirschhorn"""
Larimer,City of Fort Collins Mayor,UPLOADED,7378,111-10-22,"""Tricia Canonico(1)"",""Adam Eggleston(2)"",""Jeffrey Shumway(3)"",""Shirley Peel(4)"",""Adam Eggleston(5)"",""Adam Hirschhorn(6)"",""Scotty V VanTatenhove(7)""","""Tricia Canonico"",""Adam Eggleston"",""Jeffrey Shumway"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,7380,111-10-34,"""Adam Hirschhorn(1)"",""Adam Hirschhorn(2)"",""Adam Hirschhorn(3)"",""Adam Hirschhorn(4)"",""Adam Hirschhorn(5)"",""Adam Hirschhorn(6)"",""Adam Hirschhorn(7)""","""Adam Hirschhorn"""
