county,contest,record_type,cvr_number,imprinted_id,raw_vote,valid_interpretation
Larimer,City of Fort Collins Mayor,UPLOADED,23013,111-30-47,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Hirschhorn(3)"",""Adam Eggleston(4)"",""Jeffrey Shumway(6)"",""Shirley Peel(7)""","""Emily Francis"",""Tricia Canonico"",""Adam Hirschhorn"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,23015,111-30-81,"""Jeffrey Shumway(1)"",""Shirley Peel(2)"",""Tricia Canonico(3)"",""Adam Hirschhorn(4)"",""Emily Francis(5)"",""Adam Hirschhorn(6)"",""Scotty V VanTatenhove(7)""","""Jeffrey Shumway"",""Shirley Peel"",""Tricia Canonico"",""Adam Hirschhorn"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,23078,106-36-28,"""Emily Francis(1)"",""Jeffrey Shumway(2)"",""Scotty V VanTatenhove(3)"",""Tricia Canonico(5)"",""Adam Eggleston(6)"",""Shirley Peel(7)""","""Emily Francis"",""Jeffrey Shumway"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,23080,106-36-63,"""Emily Francis(1)"",""Shirley Peel(2)"",""Adam Eggleston(3)"",""Jeffrey Shumway(4)"",""Adam Eggleston(5)"",""Adam Hirschhorn(5)"",""Tricia Canonico(6)"",""Scotty V VanTatenhove(7)""","""Emily Francis"",""Shirley Peel"",""Adam Eggleston"",""Jeffrey Shumway"",""Adam Hirschhorn"",""Tricia Canonico"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,23082,106-36-4,"""Tricia Canonico(1)"",""Adam Eggleston(3)""","""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,23180,110-29-39,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Shirley Peel(3)"",""Jeffrey Shumway(4)"",""Adam Eggleston(5)"",""Adam Hirschhorn(6)"",""Jeffrey Shumway(7)""","""Tricia Canonico"",""Emily Francis"",""Shirley Peel"",""Jeffrey Shumway"",""Adam Eggleston"",""Adam Hirschhorn"""
Larimer,City of Fort Collins Mayor,UPLOADED,23182,110-29-28,"""Tricia Canonico(7)"",""Adam Eggleston(7)"",""Emily Francis(7)"",""Adam Hirschhorn(7)"",""Shirley Peel(7)"",""Jeffrey Shumway(7)"",""Scotty V VanTatenhove(7)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,23183,110-29-3,"""Tricia Canonico(1)"",""Scotty V VanTatenhove(2)"",""Adam Eggleston(3)"",""Shirley Peel(4)"",""Adam Eggleston(5)"",""Adam Hirschhorn(6)"",""Jeffrey Shumway(7)""","""Tricia Canonico"",""Scotty V VanTatenhove"",""Adam Eggleston"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,23321,103-27-97,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Hirschhorn(3)"",""Scotty V VanTatenhove(4)"",""Adam Hirschhorn(5)"",""Jeffrey Shumway(6)"",""Adam Eggleston(7)""","""Emily Francis"",""Tricia Canonico"",""Adam Hirschhorn"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,23322,103-27-37,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Shirley Peel(3)"",""Jeffrey Shumway(4)"",""Adam Eggleston(5)"",""Emily Francis(6)"",""Scotty V VanTatenhove(7)""","""Emily Francis"",""Tricia Canonico"",""Shirley Peel"",""Jeffrey Shumway"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,23323,103-27-67,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Hirschhorn(3)"",""Shirley Peel(7)""","""Emily Francis"",""Tricia Canonico"",""Adam Hirschhorn"""
Larimer,City of Fort Collins Mayor,UPLOADED,23324,103-27-99,"""Shirley Peel(1)"",""Tricia Canonico(2)"",""Emily Francis(3)"",""Adam Hirschhorn(4)"",""Scotty V VanTatenhove(5)"",""Adam Hirschhorn(6)"",""Jeffrey Shumway(7)""","""Shirley Peel"",""Tricia Canonico"",""Emily Francis"",""Adam Hirschhorn"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,23326,103-27-51,"""Shirley Peel(1)"",""Adam Eggleston(2)"",""Scotty V VanTatenhove(3)"",""Emily Francis(4)"",""Tricia Canonico(5)"",""Adam Eggleston(6)"",""Jeffrey Shumway(7)""","""Shirley Peel"",""Adam Eggleston"",""Scotty V VanTatenhove"",""Emily Francis"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,23327,103-27-100,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Shirley Peel(3)"",""Scotty V VanTatenhove(4)"",""Jeffrey Shumway(5)"",""Adam Hirschhorn(6)"",""Shirley Peel(7)""","""Emily Francis"",""Tricia Canonico"",""Shirley Peel"",""Scotty V VanTatenhove"",""Jeffrey Shumway"",""Adam Hirschhorn"""
Larimer,City of Fort Collins Mayor,UPLOADED,23423,104-26-77,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Hirschhorn(3)"",""Shirley Peel(4)"",""Jeffrey Shumway(5)"",""Jeffrey Shumway(6)"",""Adam Eggleston(7)""","""Emily Francis"",""Tricia Canonico"",""Adam Hirschhorn"",""Shirley Peel"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,23424,104-26-88,"""Shirley Peel(1)"",""Tricia Canonico(2)"",""Emily Francis(3)"",""Jeffrey Shumway(4)"",""Scotty V VanTatenhove(6)"",""Adam Eggleston(7)"",""Adam Hirschhorn(7)""","""Shirley Peel"",""Tricia Canonico"",""Emily Francis"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,23425,104-26-13,"""Adam Eggleston(1)"",""Scotty V VanTatenhove(1)"",""Jeffrey Shumway(2)"",""Emily Francis(3)"",""Shirley Peel(3)"",""Adam Hirschhorn(5)"",""Tricia Canonico(6)""",""
Larimer,City of Fort Collins Councilmember - District 1,UPLOADED,23425,104-26-13,"""Susan Gutowsky(1)"",""Chris Conway(3)"",""Daisy Montgomery(3)""","""Susan Gutowsky"""
Larimer,City of Fort Collins Mayor,UPLOADED,23426,104-26-90,"""Adam Eggleston(1)"",""Shirley Peel(2)"",""Emily Francis(3)"",""Jeffrey Shumway(4)"",""Scotty V VanTatenhove(5)"",""Adam Hirschhorn(6)"",""Scotty V VanTatenhove(7)""","""Adam Eggleston"",""Shirley Peel"",""Emily Francis"",""Jeffrey Shumway"",""Scotty V VanTatenhove"",""Adam Hirschhorn"""
Larimer,City of Fort Collins Mayor,UPLOADED,23518,112-29-1,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Emily Francis(3)""","""Tricia Canonico"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,23519,112-29-78,"""Adam Eggleston(1)"",""Tricia Canonico(2)"",""Shirley Peel(3)"",""Jeffrey Shumway(4)"",""Scotty V VanTatenhove(5)"",""Scotty V VanTatenhove(6)"",""Adam Hirschhorn(7)""","""Adam Eggleston"",""Tricia Canonico"",""Shirley Peel"",""Jeffrey Shumway"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,23521,112-29-40,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Shirley Peel(3)"",""Adam Eggleston(4)"",""Adam Hirschhorn(5)"",""Jeffrey Shumway(7)"",""Scotty V VanTatenhove(7)""","""Tricia Canonico"",""Emily Francis"",""Shirley Peel"",""Adam Eggleston"",""Adam Hirschhorn"""
Larimer,City of Fort Collins Mayor,UPLOADED,26172,103-30-83,"""Shirley Peel(1)"",""Adam Eggleston(2)"",""Jeffrey Shumway(3)"",""Adam Eggleston(4)""","""Shirley Peel"",""Adam Eggleston"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,23523,112-29-9,"""Tricia Canonico(1)"",""Jeffrey Shumway(2)"",""Emily Francis(3)"",""Shirley Peel(4)"",""Adam Eggleston(5)"",""Jeffrey Shumway(6)"",""Scotty V VanTatenhove(7)""","""Tricia Canonico"",""Jeffrey Shumway"",""Emily Francis"",""Shirley Peel"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,23525,112-29-88,"""Emily Francis(1)"",""Jeffrey Shumway(2)"",""Shirley Peel(3)"",""Tricia Canonico(5)"",""Scotty V VanTatenhove(6)"",""Adam Eggleston(7)""","""Emily Francis"",""Jeffrey Shumway"",""Shirley Peel"""
Larimer,City of Fort Collins Councilmember - District 1,UPLOADED,23525,112-29-88,"""Chris Conway(2)"",""Susan Gutowsky(3)"",""Daisy Montgomery(3)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,23526,112-29-81,"""Shirley Peel(1)"",""Tricia Canonico(2)"",""Scotty V VanTatenhove(7)""","""Shirley Peel"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,23617,109-29-25,"""Adam Eggleston(1)"",""Shirley Peel(2)"",""Jeffrey Shumway(3)"",""Tricia Canonico(4)"",""Emily Francis(5)"",""Scotty V VanTatenhove(5)"",""Adam Hirschhorn(6)""","""Adam Eggleston"",""Shirley Peel"",""Jeffrey Shumway"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,23619,109-29-52,"""Tricia Canonico(1)"",""Adam Eggleston(2)"",""Emily Francis(3)"",""Jeffrey Shumway(4)"",""Scotty V VanTatenhove(6)"",""Shirley Peel(7)""","""Tricia Canonico"",""Adam Eggleston"",""Emily Francis"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,23620,109-29-6,"""Shirley Peel(1)"",""Tricia Canonico(2)"",""Shirley Peel(3)"",""Adam Eggleston(4)"",""Emily Francis(5)"",""Adam Hirschhorn(6)"",""Jeffrey Shumway(7)""","""Shirley Peel"",""Tricia Canonico"""
Larimer,City of Fort Collins Councilmember - District 3,UPLOADED,23623,109-29-17,"""Steve Yurash(2)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,23624,109-29-66,"""Adam Hirschhorn(1)"",""Shirley Peel(2)"",""Emily Francis(3)"",""Shirley Peel(4)"",""Adam Eggleston(5)"",""Scotty V VanTatenhove(6)"",""Tricia Canonico(7)""","""Adam Hirschhorn"",""Shirley Peel"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,24190,105-40-44,"""Tricia Canonico(1)"",""Tricia Canonico(2)"",""Adam Eggleston(3)"",""Shirley Peel(4)""","""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,24192,105-40-25,"""Scotty V VanTatenhove(1)"",""Jeffrey Shumway(2)"",""Shirley Peel(3)"",""Tricia Canonico(4)"",""Adam Eggleston(5)"",""Emily Francis(6)"",""Shirley Peel(7)""","""Scotty V VanTatenhove"",""Jeffrey Shumway"",""Shirley Peel"",""Tricia Canonico"",""Adam Eggleston"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,24386,111-32-9,"""Jeffrey Shumway(1)"",""Tricia Canonico(2)"",""Tricia Canonico(3)"",""Shirley Peel(4)"",""Tricia Canonico(5)"",""Adam Hirschhorn(6)"",""Scotty V VanTatenhove(7)""","""Jeffrey Shumway"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,24387,111-32-21,"""Scotty V VanTatenhove(7)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,24388,111-32-62,"""Emily Francis(1)"",""Jeffrey Shumway(2)"",""Adam Eggleston(3)"",""Shirley Peel(4)"",""Tricia Canonico(5)"",""Scotty V VanTatenhove(6)"",""Jeffrey Shumway(7)""","""Emily Francis"",""Jeffrey Shumway"",""Adam Eggleston"",""Shirley Peel"",""Tricia Canonico"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,24390,111-32-43,"""Shirley Peel(1)"",""Shirley Peel(2)"",""Jeffrey Shumway(3)"",""Adam Hirschhorn(4)"",""Tricia Canonico(5)"",""Adam Eggleston(6)"",""Emily Francis(7)""","""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,24392,111-32-26,"""Emily Francis(1)"",""Scotty V VanTatenhove(2)"",""Tricia Canonico(3)"",""Adam Eggleston(4)"",""Adam Eggleston(5)"",""Shirley Peel(6)"",""Jeffrey Shumway(7)""","""Emily Francis"",""Scotty V VanTatenhove"",""Tricia Canonico"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,24393,111-32-56,"""Scotty V VanTatenhove(1)"",""Jeffrey Shumway(2)"",""Shirley Peel(3)"",""Adam Hirschhorn(4)"",""Adam Eggleston(5)"",""Tricia Canonico(6)"",""Scotty V VanTatenhove(7)""","""Scotty V VanTatenhove"",""Jeffrey Shumway"",""Shirley Peel"",""Adam Hirschhorn"",""Adam Eggleston"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,24590,104-28-77,"""Adam Eggleston(1)"",""Tricia Canonico(7)"",""Emily Francis(7)"",""Adam Hirschhorn(7)"",""Shirley Peel(7)"",""Jeffrey Shumway(7)"",""Scotty V VanTatenhove(7)""","""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,24591,104-28-25,"""Shirley Peel(1)"",""Adam Hirschhorn(2)"",""Tricia Canonico(3)"",""Adam Eggleston(4)"",""Emily Francis(5)"",""Scotty V VanTatenhove(6)"",""Adam Hirschhorn(7)""","""Shirley Peel"",""Adam Hirschhorn"",""Tricia Canonico"",""Adam Eggleston"",""Emily Francis"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,24592,104-28-91,"""Adam Hirschhorn(1)"",""Scotty V VanTatenhove(1)"",""Emily Francis(2)"",""Adam Eggleston(3)"",""Adam Hirschhorn(4)"",""Shirley Peel(5)"",""Jeffrey Shumway(6)"",""Tricia Canonico(7)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,24593,104-28-41,"""Tricia Canonico(1)"",""Adam Eggleston(2)"",""Emily Francis(3)"",""Adam Hirschhorn(4)"",""Scotty V VanTatenhove(5)"",""Shirley Peel(6)"",""Adam Hirschhorn(7)""","""Tricia Canonico"",""Adam Eggleston"",""Emily Francis"",""Adam Hirschhorn"",""Scotty V VanTatenhove"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,24594,104-28-67,"""Shirley Peel(1)"",""Jeffrey Shumway(2)"",""Emily Francis(3)"",""Adam Eggleston(4)"",""Adam Hirschhorn(5)"",""Tricia Canonico(6)"",""Adam Eggleston(7)""","""Shirley Peel"",""Jeffrey Shumway"",""Emily Francis"",""Adam Eggleston"",""Adam Hirschhorn"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,24687,110-31-1,"""Tricia Canonico(1)"",""Adam Hirschhorn(2)"",""Emily Francis(3)"",""Adam Eggleston(4)"",""Scotty V VanTatenhove(5)"",""Adam Hirschhorn(6)"",""Jeffrey Shumway(7)""","""Tricia Canonico"",""Adam Hirschhorn"",""Emily Francis"",""Adam Eggleston"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,24688,110-31-4,"""Adam Hirschhorn(1)"",""Jeffrey Shumway(1)"",""Scotty V VanTatenhove(2)"",""Tricia Canonico(5)"",""Adam Eggleston(6)"",""Emily Francis(6)"",""Shirley Peel(6)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,24689,110-31-3,"""Adam Hirschhorn(1)"",""Jeffrey Shumway(1)"",""Scotty V VanTatenhove(2)"",""Tricia Canonico(5)"",""Adam Eggleston(6)"",""Emily Francis(6)"",""Shirley Peel(6)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,24690,110-31-63,"""Tricia Canonico(1)"",""Shirley Peel(2)"",""Emily Francis(3)"",""Adam Hirschhorn(4)"",""Jeffrey Shumway(5)"",""Scotty V VanTatenhove(7)""","""Tricia Canonico"",""Shirley Peel"",""Emily Francis"",""Adam Hirschhorn"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,24691,110-31-50,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Adam Eggleston(3)"",""Adam Hirschhorn(4)"",""Scotty V VanTatenhove(5)"",""Adam Hirschhorn(6)"",""Shirley Peel(7)""","""Emily Francis"",""Tricia Canonico"",""Adam Eggleston"",""Adam Hirschhorn"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,24692,110-31-13,"""Shirley Peel(1)"",""Emily Francis(2)"",""Adam Eggleston(3)"",""Tricia Canonico(4)"",""Adam Hirschhorn(5)"",""Scotty V VanTatenhove(6)"",""Adam Hirschhorn(7)""","""Shirley Peel"",""Emily Francis"",""Adam Eggleston"",""Tricia Canonico"",""Adam Hirschhorn"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,24693,110-31-78,"""Shirley Peel(1)"",""Emily Francis(2)"",""Adam Eggleston(3)"",""Tricia Canonico(4)"",""Adam Eggleston(5)"",""Scotty V VanTatenhove(6)"",""Jeffrey Shumway(7)""","""Shirley Peel"",""Emily Francis"",""Adam Eggleston"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,25484,111-34-1,"""Shirley Peel(1)"",""Shirley Peel(2)"",""Shirley Peel(3)"",""Shirley Peel(4)"",""Shirley Peel(5)"",""Shirley Peel(6)"",""Shirley Peel(7)""","""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,25485,111-34-93,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Shirley Peel(3)"",""Adam Eggleston(4)"",""Emily Francis(5)"",""Jeffrey Shumway(6)"",""Scotty V VanTatenhove(7)""","""Emily Francis"",""Tricia Canonico"",""Shirley Peel"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,25486,111-34-27,"""Emily Francis(1)"",""Shirley Peel(2)"",""Emily Francis(3)"",""Shirley Peel(4)"",""Emily Francis(5)"",""Shirley Peel(6)"",""Emily Francis(7)""","""Emily Francis"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,25487,111-34-81,"""Shirley Peel(1)"",""Shirley Peel(2)"",""Shirley Peel(3)"",""Shirley Peel(4)"",""Shirley Peel(5)"",""Shirley Peel(6)"",""Shirley Peel(7)""","""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,25488,111-34-40,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Jeffrey Shumway(6)"",""Shirley Peel(7)""","""Emily Francis"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,25490,111-34-99,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Shirley Peel(3)"",""Scotty V VanTatenhove(4)"",""Jeffrey Shumway(6)"",""Adam Hirschhorn(7)""","""Tricia Canonico"",""Emily Francis"",""Shirley Peel"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,25585,106-41-40,"""Tricia Canonico(1)"",""Adam Eggleston(2)"",""Shirley Peel(4)"",""Adam Hirschhorn(6)"",""Emily Francis(7)"",""Jeffrey Shumway(7)"",""Scotty V VanTatenhove(7)""","""Tricia Canonico"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,25586,106-41-52,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Adam Hirschhorn(3)"",""Adam Eggleston(4)"",""Shirley Peel(5)"",""Adam Hirschhorn(6)"",""Jeffrey Shumway(7)""","""Tricia Canonico"",""Emily Francis"",""Adam Hirschhorn"",""Adam Eggleston"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,25587,106-41-22,"""Scotty V VanTatenhove(1)"",""Tricia Canonico(2)"",""Adam Eggleston(3)"",""Shirley Peel(4)"",""Emily Francis(5)"",""Jeffrey Shumway(6)"",""Adam Eggleston(7)""","""Scotty V VanTatenhove"",""Tricia Canonico"",""Adam Eggleston"",""Shirley Peel"",""Emily Francis"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,25588,106-41-98,"""Scotty V VanTatenhove(1)"",""Scotty V VanTatenhove(2)"",""Scotty V VanTatenhove(3)"",""Adam Hirschhorn(4)"",""Adam Hirschhorn(5)"",""Adam Hirschhorn(6)"",""Adam Hirschhorn(7)""","""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Councilmember - District 1,UPLOADED,25588,106-41-98,"""Susan Gutowsky(1)"",""Susan Gutowsky(2)"",""Susan Gutowsky(3)""","""Susan Gutowsky"""
Larimer,City of Fort Collins Mayor,UPLOADED,25672,109-31-50,"""Emily Francis(1)"",""Emily Francis(2)"",""Adam Eggleston(3)"",""Adam Hirschhorn(4)"",""Shirley Peel(5)"",""Jeffrey Shumway(6)"",""Tricia Canonico(7)"",""Scotty V VanTatenhove(7)""","""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,25673,109-31-6,"""Jeffrey Shumway(1)"",""Shirley Peel(2)"",""Tricia Canonico(3)"",""Tricia Canonico(4)""","""Jeffrey Shumway"",""Shirley Peel"",""Tricia Canonico"""
Larimer,City of Fort Collins Councilmember - District 3,UPLOADED,25673,109-31-6,"""Josh Fudge(1)"",""Josh Fudge(2)"",""Josh Fudge(3)""","""Josh Fudge"""
Larimer,City of Fort Collins Mayor,UPLOADED,25767,112-32-18,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Shirley Peel(3)"",""Adam Eggleston(4)"",""Jeffrey Shumway(6)"",""Scotty V VanTatenhove(6)"",""Adam Hirschhorn(7)""","""Tricia Canonico"",""Emily Francis"",""Shirley Peel"",""Adam Eggleston"""
Larimer,City of Fort Collins Mayor,UPLOADED,25768,112-32-3,"""Shirley Peel(1)"",""Jeffrey Shumway(2)"",""Shirley Peel(3)"",""Jeffrey Shumway(4)""","""Shirley Peel"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,25769,112-32-65,"""Adam Eggleston(1)"",""Scotty V VanTatenhove(2)"",""Shirley Peel(3)"",""Emily Francis(4)"",""Tricia Canonico(5)"",""Scotty V VanTatenhove(6)"",""Adam Hirschhorn(7)""","""Adam Eggleston"",""Scotty V VanTatenhove"",""Shirley Peel"",""Emily Francis"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,25771,112-32-62,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Jeffrey Shumway(6)"",""Shirley Peel(7)""","""Emily Francis"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,25773,112-32-20,"""Jeffrey Shumway(2)"",""Shirley Peel(3)"",""Adam Hirschhorn(4)"",""Emily Francis(5)"",""Adam Eggleston(6)"",""Tricia Canonico(7)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,25868,104-30-55,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Adam Eggleston(3)"",""Scotty V VanTatenhove(4)"",""Shirley Peel(5)"",""Adam Eggleston(6)"",""Jeffrey Shumway(7)""","""Tricia Canonico"",""Emily Francis"",""Adam Eggleston"",""Scotty V VanTatenhove"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,25869,104-30-58,"""Jeffrey Shumway(1)"",""Tricia Canonico(7)""","""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,25870,104-30-28,"""Adam Eggleston(1)"",""Emily Francis(2)"",""Tricia Canonico(3)"",""Jeffrey Shumway(4)"",""Scotty V VanTatenhove(5)"",""Emily Francis(6)"",""Shirley Peel(7)""","""Adam Eggleston"",""Emily Francis"",""Tricia Canonico"",""Jeffrey Shumway"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,25872,104-30-69,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Shirley Peel(7)""","""Tricia Canonico"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,25873,104-30-44,"""Shirley Peel(1)"",""Emily Francis(2)"",""Adam Eggleston(7)""","""Shirley Peel"",""Emily Francis"""
Larimer,City of Fort Collins Mayor,UPLOADED,26065,105-42-72,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Scotty V VanTatenhove(3)"",""Adam Eggleston(4)"",""Shirley Peel(5)"",""Emily Francis(6)"",""Shirley Peel(7)""","""Tricia Canonico"",""Emily Francis"",""Scotty V VanTatenhove"",""Adam Eggleston"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,26066,105-42-99,"""Emily Francis(1)"",""Adam Eggleston(2)"",""Tricia Canonico(3)"",""Emily Francis(4)"",""Shirley Peel(5)"",""Shirley Peel(6)"",""Shirley Peel(7)""","""Emily Francis"",""Adam Eggleston"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,26067,105-42-75,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Scotty V VanTatenhove(3)"",""Shirley Peel(6)"",""Adam Eggleston(7)""","""Tricia Canonico"",""Emily Francis"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,26068,105-42-9,"""Emily Francis(1)"",""Tricia Canonico(2)"",""Jeffrey Shumway(3)"",""Shirley Peel(4)"",""Jeffrey Shumway(5)"",""Adam Eggleston(6)"",""Adam Hirschhorn(7)""","""Emily Francis"",""Tricia Canonico"",""Jeffrey Shumway"",""Shirley Peel"""
Larimer,City of Fort Collins Mayor,UPLOADED,26069,105-42-32,"""Emily Francis(1)"",""Adam Eggleston(2)"",""Tricia Canonico(3)"",""Adam Hirschhorn(4)"",""Jeffrey Shumway(5)"",""Emily Francis(6)"",""Shirley Peel(7)""","""Emily Francis"",""Adam Eggleston"",""Tricia Canonico"",""Adam Hirschhorn"",""Jeffrey Shumway"""
Larimer,City of Fort Collins Mayor,UPLOADED,26070,105-42-65,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Adam Eggleston(3)"",""Shirley Peel(4)"",""Scotty V VanTatenhove(5)"",""Jeffrey Shumway(7)""","""Tricia Canonico"",""Emily Francis"",""Adam Eggleston"",""Shirley Peel"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,26071,105-42-74,"""Tricia Canonico(1)"",""Emily Francis(2)"",""Scotty V VanTatenhove(3)"",""Shirley Peel(6)"",""Adam Eggleston(7)""","""Tricia Canonico"",""Emily Francis"",""Scotty V VanTatenhove"""
Larimer,City of Fort Collins Mayor,UPLOADED,26072,105-42-20,"""Tricia Canonico(1)"",""Shirley Peel(1)"",""Adam Eggleston(3)"",""Jeffrey Shumway(4)"",""Emily Francis(5)"",""Adam Hirschhorn(6)"",""Scotty V VanTatenhove(7)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,26171,103-30-45,"""Scotty V VanTatenhove(1)"",""Tricia Canonico(2)"",""Scotty V VanTatenhove(3)"",""Jeffrey Shumway(4)"",""Shirley Peel(5)"",""Adam Hirschhorn(6)"",""Emily Francis(7)""","""Scotty V VanTatenhove"",""Tricia Canonico"""
Larimer,City of Fort Collins Mayor,UPLOADED,26173,103-30-88,"""Adam Hirschhorn(1)"",""Scotty V VanTatenhove(1)"",""Adam Eggleston(2)"",""Shirley Peel(2)"",""Jeffrey Shumway(2)"",""Tricia Canonico(3)"",""Emily Francis(3)""",""
Larimer,City of Fort Collins Mayor,UPLOADED,26266,110-33-51,"""Scotty V VanTatenhove(1)"",""Scotty V VanTatenhove(2)"",""Scotty V VanTatenhove(3)"",""Scotty V VanTatenhove(4)"",""Scotty V VanTatenhove(5)"",""Scotty V VanTatenhove(6)"",""Scotty V VanTatenhove(7)""","""Scotty V VanTatenhove"""
