name,filename,type,approx_count,size,status,timestamp,computed_hash,submitted_hash
Moffat,CVR_Export_20231116102424.csv,manifest,3680,575651,FAILED,2023-11-16 10:36:07.307944,D784C0FE7B2CECE8A4FA25B9B2BFAE66E53249ACBF24AA01CA0BF531F8BF5B5D,D784C0FE7B2CECE8A4FA25B9B2BFAE66E53249ACBF24AA01CA0BF531F8BF5B5D
Hinsdale,CVR_Export_20231107200226.csv,manifest,401,51171,HASH_MISMATCH,2023-11-16 08:39:09.802227,558FAEAAE380003639A8280ED3D8D23D3FF256382F56EAF5C1A19F09B5454E3B,34660405752B1AA45F88F99E7025C02EC8002CB6371F5FF9A93B8A95521AF789
Hinsdale,Hinsdale Ballot Manifest.csv,manifest,17,493,HASH_MISMATCH,2023-11-16 08:47:59.355215,F167D5927CC90516AA84A6BE85547B188B696A66715B3BE693917542D0478FB1,0D4620A142BD6DFA2D2125F10B2D6475F15CEBDD39B156A9C0A3ABE868767706
Hinsdale,Hinsdale Ballot Manifest.csv,manifest,17,493,HASH_MISMATCH,2023-11-16 08:56:36.990884,F167D5927CC90516AA84A6BE85547B188B696A66715B3BE693917542D0478FB1,0D4620A142BD6DFA2D2125F10B2D6475F15CEBDD39B156A9C0A3ABE868767706
Hinsdale,Hinsdale Ballot Manifest.csv,manifest,17,493,HASH_MISMATCH,2023-11-16 08:59:43.946117,F167D5927CC90516AA84A6BE85547B188B696A66715B3BE693917542D0478FB1,0D4620A142BD6DFA2D2125F10B2D6475F15CEBDD39B156A9C0A3ABE868767706
Hinsdale,Hash Values - Ballot Manifest - CVR Record.doc,manifest,56,26624,HASH_MISMATCH,2023-11-16 09:01:05.10422,23AD70ED25EA15C1F62C4CDEC505E0369C1881315AF5D7D0F6EDB8B109412E7E,0D4620A142BD6DFA2D2125F10B2D6475F15CEBDD39B156A9C0A3ABE868767706
Hinsdale,Hinsdale Ballot Manifest.csv,manifest,17,493,HASH_MISMATCH,2023-11-16 09:01:36.483046,F167D5927CC90516AA84A6BE85547B188B696A66715B3BE693917542D0478FB1,0D4620A142BD6DFA2D2125F10B2D6475F15CEBDD39B156A9C0A3ABE868767706
Kiowa,Modified_CVR_Export_20231115103510.csv,manifest,531,30510,HASH_MISMATCH,2023-11-16 09:08:08.252855,CA1A62117D93D2086C56FE3060CCB0BC50370102AFABD32AD8EF86EDB6113CEB,56D003005C62FAAB6AC2A662FE0F1ABCA1EDD8FC54991DEFD3BC29C0ED3FDFA8
Moffat,Ballot Manifest.csv,manifest,149,3945,HASH_MISMATCH,2023-11-16 10:17:03.382003,D17723BEC2127CDB7F118EBB0AA389DEFB36C554D187B3405DD9A2682B2E2FE6,5410ECF301BD3D0D3A2A134BA88831D051C92711B832A6EF4EC0591E2A668470
Jackson,modified_CVR_Export_20231113184715.csv,manifest,474,38091,HASH_MISMATCH,2023-11-16 10:27:35.122639,22C7A223417E5DB2BBC46B6D1F47882A15B61E10B3C82FACAA795681FB587B2C,9682D1DCF4A850C4DF74210A1843FB83D60782C9074B9801749EA910DA3A465C
Ouray,OurayBallotManifest2023Coord.csv,manifest,108,2514,HASH_MISMATCH,2023-11-16 11:47:56.003783,0D2EA4032718CEDE7CB9CCF4CADC483272C32BBCE297270A84C19C870F65DA06,234R5WEGFRET234TGDFBV3ET24T
Morgan,Ballot Manifest.csv,manifest,360,8934,HASH_MISMATCH,2023-11-16 11:51:49.233518,6FD1A1607EBD8F2C7CDB522FB5898EC962E5BDA18FC198C2AC21114928DE1624,6FD1A607EBD8F2C7CDB522FB5898EC962E5BDA18FC198C2AC21114928DE162
Rio Blanco,ModifiedCVR_Export_20231116114846.csv,manifest,1992,82833,HASH_MISMATCH,2023-11-16 12:05:42.384312,E08C834BD4F961EAF509C4CCB379142B7E9AE5C6CD8F32E6115B94132599318E,E2D25BB0AE81649768375D2CC6F2A835986D5931047AEF92C6BB18E63155DCE8
