CountyName,ContestName,ContestChoices
Hinsdale,Ballot Issue 5A - Extension of Expiring Tax,"Yes/For, No/Against"
Hinsdale,Board of Education Director - District 1,There are no candidates for this office
Archuleta,Archuleta County School District 50 JT Board of Directors District 2,"Christa Laos, Robert Lynch"
Hinsdale,Archuleta County School District 50 JT Board of Directors District 2,"Christa Laos, Robert Lynch"
Archuleta,Archuleta - Archuleta County School District 50 JT Board of Directors District 3,"Jessica Trujillo, Amanda Schick"
Hinsdale,Archuleta County School District 50 JT Board of Directors District 3,"Jessica Trujillo, Amanda Schick"
Archuleta,Archuleta County School District 50 JT Board of Directors District 4,Dana Guinn
Hinsdale,Archuleta County School District 50 JT Board of Directors District 4,Dana Guinn
Archuleta,Archuleta County School District 50 JT Board of Directors District 5,"Ray ""Butch"" Mackey"
Hinsdale,Archuleta County School District 50 JT Board of Directors District 5,"Ray ""Butch"" Mackey"
Kit Carson,Arriba-Flagler School District C-20 Board of Directors - 4 Year Term,"Emily Kindley, Wyatt Taylor, Bart ""BJ"" New, Lindsey L. Michal, Danny Lee David"
Lincoln,Arriba-Flagler School District C-20 Board of Directors - 4 Year Term,"Emily Kindley, Wyatt Taylor, Bart ""BJ"" New, Lindsey L. Michal, Danny Lee David"
Pitkin,Aspen School District No. 1 - Board of Directors,"Sarah Daniels, Cassie Harrelson, Katy Frisch, Sally Goulet"
Weld,Ault-Highland School District RE-9 Director District B,Ryleigh Sittner
Weld,Ault-Highland School District RE-9 Director District D,"Nick Jensen, Heather Simpson, Cole J. Dorwart"
Weld,Ault-Highland School District RE-9 Director District E,Tara Steinke
Park,Bailey Water and Sanitation District Ballot Issue 6A - Authorization to Incur Debt,"Yes/For, No/Against"
Lake,BALLOT ISSUE NO. 4A,"YES, NO"
Lake,BALLOT ISSUE NO. 4B,"YES, NO"
Morgan,Ballot Question 2C,"Yes/For, No/Against"
Morgan,Ballot Question 2G,"Yes/For, No/Against"
Eagle,Basalt and Rural Fire Protection District Ballot Issue No. 7A,"Yes/For, No/Against"
Pitkin,Basalt and Rural Fire Protection District Ballot Issue No. 7A,"Yes/For, No/Against"
Pitkin,Base Village Metropolitan District No. 2 Ballot Issue No. 6A - Repeal Unused Debt Authorization,"Yes/For, No/Against"
Archuleta,Bayfield School District 10 Jt-R Board of Directors,"Molly Orendorff, Debbie Wilhelm, Justin Talbot, Amy De Prospo Davlin"
La Plata,Bayfield School District 10 Jt-R Board of Directors,"Molly Orendorff, Debbie Wilhelm, Justin Talbot, Amy De Prospo Davlin"
Arapahoe,Bennett School District 29J Ballot Issue 5A,"Yes/For, No/Against"
Adams,Bennett School District 29J Ballot Issue 5A,"Yes/For, No/Against"
Adams,Bennett School District 29J School Director at Large,"Brennan Westendorf, Alyssa Pae, Dennis E. Smialek, Darvin Harrell"
Arapahoe,Bennett School District 29J School Director at Large,"Brennan Westendorf, Alyssa Pae, Dennis E. Smialek, Darvin Harrell"
Kit Carson,Bethune School District R-5 Board of Directors - 4 Year Term,"Scott Powell, Connie Strobel, Eric Ziegler, Karmon J. Ebright"
Kit Carson,Bethune School District R-5 Recall Question,"YES/FOR, NO/AGAINST"
Kit Carson,Bethune School District R-5 Recall Successor Candidate,There are no candidates for this office
Elbert,Big Sandy School District 100J Board of Directors,"Hank Smith, Curtis Stanko, Judy Book, Tika Ethridge, Stephanie Madden"
El Paso,Big Sandy School District 100J Board of Directors,"Hank Smith, Curtis Stanko, Judy Book, Tika Ethridge, Stephanie Madden"
Lake,Board of Directors - At large,"Angel Bujanda Gutierrez, Grayson Cooper, Miriam Lozano"
Montrose,Board of Education Directors - At large,"Emily Mock, Clint Cloud, Ashley Tomlinson"
Boulder,Boulder County Ballot Issue 1A,"Yes/For, No/Against"
Boulder,Boulder County Ballot Issue 1B,"Yes/For, No/Against"
Boulder,Boulder Valley School District RE-2 Director District A (4 Years),"Jason Unger, Neil Fishman"
Broomfield,Boulder Valley School District RE-2 Director District A (4 Years),"Jason Unger, Neil Fishman"
Gilpin,Boulder Valley School District RE-2 Director District A (4 years),"Jason Unger, Neil Fishman"
Boulder,Boulder Valley School District RE-2 Director District C (4 Years),"Andrew Steffl, Alex Medler, Cynthia Nevison"
Broomfield,Boulder Valley School District RE-2 Director District C (4 Years),"Andrew Steffl, Alex Medler, Cynthia Nevison"
Gilpin,Boulder Valley School District RE-2 Director District C (4 years),"Andrew Steffl, Alex Medler, Cynthia Nevison"
Boulder,Boulder Valley School District RE-2 Director District D (4 Years),"Andrew Brandt, Lalenia Quinlan Aweida"
Broomfield,Boulder Valley School District RE-2 Director District D (4 Years),"Andrew Brandt, Lalenia Quinlan Aweida"
Gilpin,Boulder Valley School District RE-2 Director District D (4 years),"Andrew Brandt, Lalenia Quinlan Aweida"
Boulder,Boulder Valley School District RE-2 Director District G (4 Years),"Anil Kiran Pesaramelli, Stuart Lord, Jorge Chavez"
Broomfield,Boulder Valley School District RE-2 Director District G (4 Years),"Anil Kiran Pesaramelli, Stuart Lord, Jorge Chavez"
Gilpin,Boulder Valley School District RE-2 Director District G (4 years),"Anil Kiran Pesaramelli, Stuart Lord, Jorge Chavez"
Adams,Brighton School District 27J Board of Education Director District No. 1,"Derek Easdon, Tom Green"
Adams,Brighton School District 27J Board of Education Director District No. 3,"Shawna Hirter, Melinda Carbajal"
Adams,Brighton School District 27J Board of Education Director District No. 6,Annie Jensen
Adams,Brighton School District 27J Board of Education Director District No. 7,Rachel Wilhelm
Broomfield,Brighton School District 27J Board of Education Director District No. 1,"Derek Easdon, Tom Green"
Broomfield,Brighton School District 27J Board of Education Director District No. 3,"Shawna Hirter, Melinda Carbajal"
Broomfield,Brighton School District 27J Board of Education Director District No. 6,Annie Jensen
Broomfield,Brighton School District 27J Board of Education Director District No. 7,Rachel Wilhelm
Weld,Brighton School District 27J Board of Education Director District No. 1,"Derek Easdon, Tom Green"
Weld,Brighton School District 27J Board of Education Director District No. 3,"Shawna Hirter, Melinda Carbajal"
Weld,Brighton School District 27J Board of Education Director District No. 6,Annie Jensen
Weld,Brighton School District 27J Board of Education Director District No. 7,Rachel Wilhelm
Chaffee,Buena Vista School District R-31 Board of Education Director At Large - 2 Year Term,"Paula Dylan, Trinda Windle"
Chaffee,Buena Vista School District R-31 Board of Education Director At Large - 4 Year Term,"Mallory Brooks, Montana Brown"
Chaffee,Buena Vista School District R-31 Board of Education District 1,"Brett Mitchell, J. Casey Martin"
Chaffee,Buena Vista School District R-31 Board of Education District 3,Norman Nyberg
Chaffee,Buena Vista School District R-31 Board of Education District 4,George Richardson
Adams,Buffalo Highlands Metropolitan District Ballot Issue 6A,"Yes/For, No/Against"
Adams,Buffalo Highlands Metropolitan District Ballot Issue 6B,"Yes/For, No/Against"
Adams,Buffalo Highlands Metropolitan District Ballot Issue 6C,"Yes/For, No/Against"
Kit Carson,BURLINGTON SCHOOL DISTRICT RE-6J BALLOT ISSUE 5C,"YES/FOR, NO/AGAINST"
Kit Carson,Burlington School District RE-6J Board of Directors - 4 Year Term,"Brandi Baquera, Grant James, Justin Carter, Kirsten Kilborn, Carlos Hernandez, Casey McDaniel, Travis Doty, Nathan Strickland, Stefanie Wycoff, Christina Gonzales, Warren Schaal"
Adams,Byers School District 32J School Board Director,"Matt Eymann, Allison Harris, Dennis Messer, Dustin Olsen, Jason Meier"
Arapahoe,Byers School District 32J School Board Director,"Matt Eymann, Allison Harris, Dennis Messer, Dustin Olsen, Jason Meier"
Fremont,Canon City School District RE-1 Board of Directors - At Large,"Matthew Alexander, Graceann Pittner, Janelle Valladares, Bret Meuli, Robin Reeser, Thomas Wenzl"
Fremont,CANON CITY SCHOOL DISTRICT RE-1 ISSUE # 4A:  BONDS,"Yes/For, No/Against"
Costilla,Centennial R-1 School District 1,"Elizabeth Ann Gettel, Christopher Rodriguez"
Costilla,Centennial R-1 School District 5,Pamela Vigil
Alamosa,Center Consolidated School District 26 JT Director - District C,Kimberlee Anne Duran
Rio Grande,Center Consolidated School District 26 JT Director - District C,Kimberlee Anne Duran
Saguache,Center Consolidated School District 26 JT Director - District C,Kimberlee Anne Duran
Alamosa,Center Consolidated School District 26 JT Director - District Member At Large,"Lloyd M. Garcia, Richard J. Barela, Marisa Renee Aguilar, Pablo M. Lopez"
Rio Grande,Center Consolidated School District 26 JT Director - District Member At Large,"Lloyd M. Garcia, Richard J. Barela, Marisa Renee Aguilar, Pablo M. Lopez"
Saguache,Center Consolidated School District 26 JT Director - District Member At Large,"Lloyd M. Garcia, Richard J. Barela, Marisa Renee Aguilar, Pablo M. Lopez"
Alamosa,Center Fire Protection District Ballot Issue 7A - Mill Levy Increase,"Yes/For, No/Against"
Rio Grande,Center Fire Protection District Ballot Issue 7A - Mill Levy Increase,"Yes/For, No/Against"
Saguache,Center Fire Protection District Ballot Issue 7A - Mill Levy Increase,"Yes/For, No/Against"
Douglas,Cherokee Ridge Estates MD Ballot Issue 6B,"YES, NO"
Arapahoe,Cherry Creek School District No. 5 Director District A,"Anne Egan, Steve McKenna"
Arapahoe,Cherry Creek School District No. 5 Director District B,Ruthie Knowles
Arapahoe,Cherry Creek School District No. 5 Director District C,"Angela Garland, Scott Graves"
El Paso,Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,"Michael Grage, Celeste Fitzpatrick, Susan Mellow, Rick Gillit, Betsy Kleiner"
Broomfield,City and County of Broomfield - Mayor (2 Years),Guyleen Castriotta
Broomfield,City and County of Broomfield Councilmember Ward 1 (4 Years),"Kenny Van Nguyen, Chriss Hammerschmidt"
Broomfield,City and County of Broomfield Councilmember Ward 2 (4 Years),Paloma Delgadillo
Broomfield,City and County of Broomfield Councilmember Ward 3 (4 Years),"Jean Lim, Peter Crouse"
Broomfield,City and County of Broomfield Councilmember Ward 4 (4 Years),Laurie Anderson
Broomfield,City and County of Broomfield Councilmember Ward 5 (4 Years),"Adam Gobetti, Heidi Henkel"
Denver,City and County of Denver Referred Question 2P,"Yes, No"
Lake,City Council Ward 1,"Paul Mueller, Steve Prestash, Joey Edwards"
Lake,City Council Ward 2,There are no candidates for this office
Lake,City Council Ward 3,Cisco Tharp
Alamosa,City of Alamosa Councilor at Large,Michael Carson
Alamosa,City of Alamosa Councilor Ward 1,Liz Hensley
Alamosa,City of Alamosa Councilor Ward 2,Dawn Krebs
Alamosa,City of Alamosa Councilor Ward 3,"Jacqueline (Jackie) Vigil, John Adams"
Adams,City of Arvada Council Member At-Large,"Kathleen Kennedy, Sharon H. Davis, Bob Loveridge"
Jefferson,City of Arvada Council Member At-Large,"Kathleen Kennedy, Sharon H. Davis, Bob Loveridge"
Adams,City of Arvada Council Member District 2,"Shawna Ambrose, Michael P. Griffith"
Jefferson,City of Arvada Council Member District 2,"Shawna Ambrose, Michael P. Griffith"
Jefferson,City of Arvada Council Member District 4,"Jessica Fenske, Bob Fifer"
Adams,City of Arvada Mayor,"John Marriott, Lauren Simpson"
Jefferson,City of Arvada Mayor,"John Marriott, Lauren Simpson"
Adams,City of Aurora Ballot Question 3A,"Yes/For, No/Against"
Arapahoe,City of Aurora Ballot Question 3A,"Yes/For, No/Against"
Douglas,City of Aurora Ballot Question 3A,"YES, NO"
Adams,City of Aurora Ballot Question 3B,"Yes/For, No/Against"
Arapahoe,City of Aurora Ballot Question 3B,"Yes/For, No/Against"
Douglas,City of Aurora Ballot Question 3B,"YES, NO"
Adams,City of Aurora Ballot Question 3C,"Yes/For, No/Against"
Arapahoe,City of Aurora Ballot Question 3C,"Yes/For, No/Against"
Douglas,City of Aurora Ballot Question 3C,"YES, NO"
Adams,City of Aurora Ballot Question 3D,"Yes/For, No/Against"
Arapahoe,City of Aurora Ballot Question 3D,"Yes/For, No/Against"
Douglas,City of Aurora Ballot Question 3D,"YES, NO"
Adams,City of Aurora Council Member At-Large,"Alison Coombs, Curtis Gardner, Thomas Mayes, Jono Scott"
Arapahoe,City of Aurora Council Member At-Large,"Alison Coombs, Curtis Gardner, Thomas Mayes, Jono Scott"
Douglas,City of Aurora Council Member At-Large,"Alison Coombs, Curtis Gardner, Thomas Mayes, Jono Scott"
Arapahoe,City of Aurora Council Member Ward IV,"Jonathan ""Jon"" Gray, Stephanie Y. Hancock"
Arapahoe,City of Aurora Council Member Ward V,"Angela Lawson, Chris Rhodes"
Arapahoe,City of Aurora Council Member Ward VI,"Francoise Bergan, Brian Matise"
Douglas,City of Aurora Council Member Ward VI,"Francoise Bergan, Brian Matise"
Adams,City of Aurora Mayor,"Mike Coffman, Juan Marcano, Jeff Sanford"
Arapahoe,City of Aurora Mayor,"Mike Coffman, Juan Marcano, Jeff Sanford"
Douglas,City of Aurora Mayor,"Mike Coffman, Juan Marcano, Jeff Sanford"
Boulder,City of Boulder Ballot Issue 2A,"Yes/For, No/Against"
Boulder,City of Boulder Ballot Question 2B,"Yes/For, No/Against"
Boulder,City of Boulder Ballot Question 302,"Yes/For, No/Against"
Boulder,City of Boulder Council Candidates,"Terri Brncic, Jenny Robins, Aaron Gabriel Neyer, Jacques Decalo, Silas Atkins, Waylon Lewis, Ryan Schuchard, Tara Winer, Tina Marquis, Taishya Adams"
Boulder,City of Boulder Mayoral Candidates,"Aaron Brockett, Nicole Speer, Bob Yates, Paul Tweedlie"
Adams,City of Brighton Ballot Issue 3F,"Yes/For, No/Against"
Weld,City of Brighton Ballot Issue 3F,"Yes/For, No/Against"
Adams,City of Brighton Councilmember Ward 1,"Tom Green, Jessie Williams"
Weld,City of Brighton Councilmember Ward 1,"Tom Green, Jessie Williams"
Adams,City of Brighton Councilmember Ward 2,Jim Snyder
Weld,City of Brighton Councilmember Ward 2,Jim Snyder
Adams,City of Brighton Councilmember Ward 3,Chris Fiedler
Adams,City of Brighton Councilmember Ward 4,"Donald D.R. Dill, Dan Sherman, Lloyd Worth, Kathryn Le Donne"
Morgan,City of Brush Councilor Ward 1,Nathan Tyree
Morgan,City of Brush Councilor Ward 2,"Daniel R. Scalise, Scott Hodgson, David Basil, Scott ""Scottie"" Klinkhammer"
Morgan,City of Brush Councilor Ward 3,"Nicholas Skiles, Justin Spradlin, Krystal Gabel"
Fremont,City of Canon City - City Council - At-Large,"Richard Ratzlaff, Elizabeth Oberle, Gerald Meloni, Amy Schmisseur"
Fremont,City of Canon City - City Council - District 2,Kathy Worthington
Fremont,City of Canon City - City Council - District 4,Timothy Dennehy
Fremont,City of Canon City - Mayor,"Preston Troutman, Phillip Lund Jr."
Douglas,City of Caste Pines Ballot Issue 2E,"YES, NO"
Douglas,City of Castle Pines - Council District 1,"Kevin Rants, Deborah M. Mulvey"
Douglas,City of Castle Pines - Council District 2,Ron Cole
Douglas,City of Castle Pines - Council District 3,"Geoff Blue, Heather Hankins"
Douglas,City of Castle Pines Ballot Issue 2F,"YES, NO"
Arapahoe,City of Centennial Council Member District 1,"Amy Tharp, Andrew Spaulding, Norm Olsen"
Arapahoe,City of Centennial Council Member District 2,"Rick Rome, Christine Sweetland, Kevin Biehl, Priscilla A. Rutledge"
Arapahoe,City of Centennial Council Member District 3,"Richard Holt, Valdan Vandemark"
Arapahoe,City of Centennial Council Member District 4,Don Sheehan
El Paso,City of Colorado Springs Ballot Ballot Issue 2A,"Yes, No"
Adams,City of Commerce City Ballot Question 3Q,"Yes/For, No/Against"
Adams,City of Commerce City Ballot Question 3R,"Yes/For, No/Against"
Adams,City of Commerce City Ballot Question 3S,"Yes/For, No/Against"
Adams,City of Commerce City Ballot Question 3T,"Yes/For, No/Against"
Adams,City of Commerce City Councilmember - At Large,"Ryan Keefer, Craig Hurst, Yong Gen ""Craig"" Kim, Charles Dukes"
Adams,City of Commerce City Councilmember - Ward 2,"Rocky Teter, Jennifer Allen-Thomas"
Adams,City of Commerce City Councilmember - Ward 3,Renee M. Chacon
Adams,City of Commerce City Councilmember - Ward 4,"David Diop, Susan Noble"
Adams,City of Commerce City Mayor,"Steve Douglas, Rene Bullock, Joseph Dreiling"
Moffat,City of Craig Ballot Question 2A - Charter Amendment for Revocable Permits,"Yes/For, No/Against"
Moffat,City of Craig Ballot Question 2B - Charter Amendment Regarding Council President,"Yes/For, No/Against"
Moffat,City of Craig City Council,"Paul James, Derek Duran, Luke Tucker, Randy Looper, Nathan Butler"
Moffat,City of Craig Mayor,"Chris Nichols, Tom Kleinschnitz"
Teller,City of Cripple Creek Ballot Issue 2A,"Yes/For, No/Against"
Teller,City of Cripple Creek Council - Ward 4,Cody Schwab
Teller,City of Cripple Creek Council - Ward 5,Jared Bowman
Teller,City of Cripple Creek Mayor,"Lester Batson Jr, Melissa Trenary, Annie Durham"
Weld,City of Dacono Ballot Issue 2D,"Yes/For, No/Against"
Weld,City of Dacono Ballot Question 2E,"Yes/For, No/Against"
Weld,City of Dacono Ballot Question 2F,"Yes/For, No/Against"
Weld,City of Dacono Ballot Question 2G,"Yes/For, No/Against"
Weld,City of Dacono Council Members,"Mike Mathiesen, Rick Gerk, Doris Crespo, Daniel J. Spagnuolo, David O'Day"
Jefferson,City of Edgewater Council Members,"John Thomsen, Mercedes Valdez, Joie Iten, Bill Berg, Kali Janda"
Jefferson,City of Edgewater Mayor,"Steve Conklin, Cassidy"
Arapahoe,City of Englewood Ballot Question 2A,"Yes/For, No/Against"
Arapahoe,City of Englewood Ballot Question 2B,"Yes/For, No/Against"
Arapahoe,City of Englewood Ballot Question 2C,"Yes/For, No/Against"
Arapahoe,City of Englewood Ballot Question 2D,"Yes/For, No/Against"
Arapahoe,City of Englewood Ballot Question 2E,"Yes/For, No/Against"
Arapahoe,City of Englewood Office of Council Member At-Large 2,"Michael Chisholm, Kim Wright, Peter Eckel, Brenda Hubka"
Arapahoe,City of Englewood Office of Council Member At-Large 4,"Tena Prange, Rita Russell, Rick Emmelhainz"
Arapahoe,City of Englewood Office of Council Member District 1,"Othoniel Sierra, Matt Crabtree"
Arapahoe,City of Englewood Office of Council Member District 3,"Joe Anderson , Laurett Barrentine"
Weld,City of Evans Ballot Question 2B,"Yes/For, No/Against"
Fremont,City of Florence - City Council - Ward 1,"Kathy Madonna, Rudl Mergelman, James Vanhoutan"
Fremont,City of Florence - City Council - Ward 2,"Matt Stiefel, Tammy Stone, Cathey Young"
Fremont,City of Florence - City Council - Ward 3,"Gayle MacKinnon, Sue Kinzer, Brenda Gardner"
Fremont,City of Florence - Mayor,Steve Wolfe
Larimer,City of Fort Collins Ballot Issue 2A,"Yes/For, No/Against"
Larimer,City of Fort Collins Ballot Issue 2B,"Yes/For, No/Against"
Larimer,City of Fort Collins Ballot Question 2C,"Yes/For, No/Against"
Larimer,City of Fort Collins Ballot Question 2D,"Yes/For, No/Against"
Larimer,City of Fort Collins Ballot Question 2E,"Yes/For, No/Against"
Larimer,City of Fort Collins City Council - District 2,"Eric Hamrick, Sean McCoy, Julie Pignataro"
Larimer,City of Fort Collins City Council - District 4,"Shirley Peel, Melanie Potyondy"
Larimer,City of Fort Collins City Council - District 6,"Alexander Adams, Emily Francis"
Larimer,City of Fort Collins Mayor,"Jeni Arndt, Patricia K. Babbitt"
Weld,City of Fort Lupton Ward 1 Councilmember,"David Crespin, Kellie Cruz"
Weld,City of Fort Lupton Ward 2 Councilmember,"Bushrod White, Chris Ceretto"
Weld,City of Fort Lupton Ward 3 Councilmember,Bruce Fitzgerald
Morgan,City of Fort Morgan Councilmember Ward 1,"Jeff Morford, Brian Urdiales"
Morgan,City of Fort Morgan Councilmember Ward 2,William (Bill) Garcia
Morgan,City of Fort Morgan Councilmember Ward 3,"Loren Boyett, Joel Cismowski"
Morgan,City of Fort Morgan Mayor,"Kevin ""Doc"" Lindell"
El Paso,City of Fountain Ballot Issue 2B,"Yes/For, No/Against"
El Paso,City of Fountain City Council - Ward 2,Tamara Estes
El Paso,City of Fountain Council Member - At Large,"Connie Whisenhunt, Detra Duncan, Jennifer Herzberg"
Jefferson,City of Golden Ballot Issue 2K,"Yes/For, No/Against"
Jefferson,City of Golden Ballot Issue 2L,"Yes/For, No/Against"
Jefferson,City of Golden Ballot Question 2M,"Yes/For, No/Against"
Jefferson,City of Golden Council District 1,"Matt Duncan, Lisa Vitry, Jacob Luria, Mary Weaver"
Jefferson,City of Golden Council District 2,"Patty Evans, Ben Moline"
Jefferson,City of Golden Mayor,"Heather Schneider, Waquim Filsaime, Charlie Sturdavant, Laura Weinberg, Country Joe MacDonald"
Mesa,City of Grand Junction Question 2A,"Yes/For, No/Against"
Mesa,City of Grand Junction Question 2B,"Yes/For, No/Against"
Weld,City of Greeley Ballot Question 2I,"Yes/For, No/Against"
Weld,City of Greeley Ballot Question 2J,"Yes/For, No/Against"
Weld,City of Greeley Councilmember At-Large,"Melissa McDonald, Frank Freeman, Sean Short"
Weld,City of Greeley Mayor,"W.D. ""Bill"" Gillard, John Gates, Jim Ethridge"
Weld,City of Greeley Ward 1 Councilmember,Tommy Butler
Weld,City of Greeley Ward 4 Councilmember,Dale Hall
Arapahoe,City of Greenwood Village Councilmember District 1,"Paul Wiesner, Ann Nelson"
Arapahoe,City of Greenwood Village Councilmember District 2,"Michael Lopez, Michail Sidorov, Anne Ingebretsen, Dave Kerber"
Arapahoe,City of Greenwood Village Councilmember District 3,"Donna Johnston, Libby Barnacle"
Arapahoe,City of Greenwood Village Councilmember District 4,"Tom Stahl, Judith Hilton"
Arapahoe,City of Greenwood Village Mayor,George E. Lantz
Gunnison,City of Gunnison Ballot Issue 2B,"Yes/For, No/Against"
Gunnison,City of Gunnison City Council,"Diego Plata, Marisela Ballesteros, Matt Schwartz, Scott Frazier"
Clear Creek,City of Idaho Springs Ballot Question 2A,"Yes/For, No/Against"
Clear Creek,City of Idaho Springs Treasurer,Diane Breece
Otero,City of La Junta Referred Ballot Issue,"Yes/For, No/Against"
Boulder,City of Lafayette City Council Candidates,"Tim Barnes, JD Mangat, Eric Ryant, John W. Watson, Gala W. Orba, David Fridland, Crystal Gallegos"
Jefferson,City of Lakewood Council Member Ward 1,"Fred Clifford, Glenda Sinks"
Jefferson,City of Lakewood Council Member Ward 2,"Pete Del Duca, Isabel Cruz"
Jefferson,City of Lakewood Council Member Ward 3,Roger Low
Jefferson,City of Lakewood Council Member Ward 4,Dave Rein
Jefferson,City of Lakewood Council Member Ward 5,Jacob LaBure
Jefferson,City of Lakewood Mayor,"Wendi Strom, Don Burkhart, Cathy Kentner"
Jefferson,City of Lakewood Retention of Municipal Judge - Eastin,"Yes, No"
Jefferson,City of Lakewood Retention of Presiding Judge - Bozarth,"Yes, No"
Prowers,City of Lamar Councilman-Ward 1,"Brent Bates, Robert ""Jay"" Brooke"
Prowers,City of Lamar Councilman-Ward 2,"Gerry I. Jenkins, Mike Duffy, Mike Bryant, David Zavala"
Prowers,City of Lamar Councilman-Ward 3,"Jenaro ""Joe"" Gonzales, Shalah Lynn Mata"
Prowers,City of Lamar Mayor-At Large,"Kirk Crespin, Bill Becker, Patrick K. Christensen Jr."
Bent,City of Las Animas Appointment of City Clerk 2A,"Yes/For, No/Against"
Bent,City of Las Animas Appointment of City Treasurer 2B,"Yes/For, No/Against"
Bent,City of Las Animas City Clerk & Treasurer,There are no candidates for this office
Bent,City of Las Animas City Council Ward 1 - Precinct 10,"Eraclio ""Rocky"" Quintanilla"
Bent,City of Las Animas City Council Ward 2 - Precinct 9,"Tammy Ritschard, Lynette Wolfe, Anthony Beise, Andrew Montoya, Maria P Medina"
Bent,City of Las Animas City Council Ward 3 - Precinct 8,"Jesus ""Jesse"" Garcia, Joe Frazier"
Bent,City of Las Animas Light & Power Board,"Steven Assmus, Rosa Lee ""Rose"" Prichard"
Bent,City of Las Animas Mayor,"Ronald Lee Clodfelter Sr, Scott Peterson, Charles Shupe"
Arapahoe,City of Littleton Ballot Question 3K,"Yes/For, No/Against"
Douglas,City of Littleton Ballot Question 3K,"Yes/For, No/Against"
Jefferson,City of Littleton Ballot Question 3K,"Yes/For, No/Against"
Arapahoe,City of Littleton Council Member At-Large,"Chris Campbell, Pam Grove"
Douglas,City of Littleton Council Member At-Large,"Chris Campbell, Pam Grove"
Jefferson,City of Littleton Council Member At-Large,"Chris Campbell, Pam Grove"
Arapahoe,City of Littleton Council Member District II,Robert Reichardt
Arapahoe,City of Littleton Council Member District IV,Andrea Vukovich Peters
Douglas,City of Littleton Council Member District IV,Andrea Vukovich Peters
Jefferson,City of Littleton Council Member District IV,Andrea Vukovich Peters
Boulder,City of Longmont - City Council Member At-Large,"Sean P. McCoy, Steve Altschuler, Beka Venturella"
Weld,City of Longmont - City Council Member At-Large,"Sean P. McCoy, Steve Altschuler, Beka Venturella"
Boulder,City of Longmont - Council Member Ward 1,"Nia Wassink, Diane Crist, Harrison Earl"
Weld,City of Longmont - Council Member Ward 1,"Nia Wassink, Diane Crist, Harrison Earl"
Boulder,City of Longmont - Council Member Ward 3,"Ron Gallegos, Gary Hodges, Susie Hidalgo-Fahring, Spencer Adams"
